x1::OSD,x2::Dint,x3::L,x4::tm,x5::hs2,x6::wt,x7::Nt,x8::Nh,m1::Drot,m2::Dsh,m3::he,m4::Rmag,m5::Rs,m6::GFF,p1::W,p4::GFF,p5::BSP_T,p6::BSP_n,p7::BSP_Pm,p8::BSP_Mu,p9::BSP_Irms,p10::MSP_n,p11::UWP_Mu,p12::BSP_wPOT,p13::BSP_kt,Valid,p1::W_norm,p8::BSP_Mu_norm,p12::BSP_wPOT_norm,composite_score
53.53187165224782,27.089571377823226,21.479058032543673,2.0815636800303707,9.469085774344158,3.8311370981607533,6,9,26.089571377823226,14.186566481241563,3.75206436286814,12.52439476890402,23.01387146325577,40.592130121106834,0.5129466406968778,45.13567097923436,0.541445875656121,10855.906627689996,617.6336799332912,91.84570791046343,22.615685772287343,13048.107926466813,90.22314037146249,1204.08953082174,0.023941165486106742,True,0.8838875419440239,0.8707179913678035,0.9826329655621359,2.737238498873963
