x1::OSD,x2::Dint,x3::L,x4::tm,x5::hs2,x6::wt,x7::Nt,x8::Nh,m1::Drot,m2::Dsh,m3::he,m4::Rmag,m5::Rs,m6::GFF,p1::W,p4::GFF,p5::BSP_T,p6::BSP_n,p7::BSP_Pm,p8::BSP_Mu,p9::BSP_Irms,p10::MSP_n,p11::UWP_Mu,p12::BSP_wPOT,p13::BSP_kt,Valid,p1::W_norm,p8::BSP_Mu_norm,p12::BSP_wPOT_norm,composite_score
54.95616265799207,29.744711693739344,18.93752776962122,2.5333850971273963,8.747621882621301,2.5045369424409074,7,9,28.744711693739344,15.179452444130453,3.8581035995050605,13.739009572587824,23.619977729490973,38.85600664650513,0.4958585775437022,45.52989871833469,0.5404380722570029,11624.167633542647,658.1247206694542,90.5901755884633,22.682104848814216,12790.473124276847,87.78037502650777,1327.2427875092083,0.02382662790156603,True,0.9467981555528918,0.669068639139124,1.0,2.6158667946920158
