x1::OSD,x2::Dint,x3::L,x4::tm,x5::hs2,x6::wt,x7::Nt,x8::Nh,m1::Drot,m2::Dsh,m3::he,m4::Rmag,m5::Rs,m6::GFF,p1::W,p4::GFF,p5::BSP_T,p6::BSP_n,p7::BSP_Pm,p8::BSP_Mu,p9::BSP_Irms,p10::MSP_n,p11::UWP_Mu,p12::BSP_wPOT,p13::BSP_kt,Valid,p1::W_norm,p8::BSP_Mu_norm,p12::BSP_wPOT_norm,composite_score
48.14894826164795,24.27516237347777,30.384555469902693,2.103519868011368,7.951496244257364,3.970022894055697,5,9,23.27516237347777,12.132361959318528,3.985396699827728,11.111701219736043,20.089077430996248,51.762826759362454,0.5635771301597104,56.611095322096816,0.5536500024235217,10886.616727529341,634.9103911905713,92.8646652249522,22.65306058620917,12917.473207312385,90.99289634361212,1126.5723131998736,0.024440406201031186,True,0.7859842453694742,0.9814596767706167,0.9018720845861504,2.6693160067262416
