Topology::Stator::Outer diameter (mm);Topology::Stator::Inner diameter (mm);Topology::Stator::Length (mm);Topology::Rotor::Outer diameter (mm);Topology::Rotor::Inner diameter (mm);Magnet::TM (mm);Magnet::R (mm);Slot::HS (mm);Slot::WT (mm);Slot::R (mm);Winding::Coil - Conductor::No. turns per coil (1);Winding::Coil - Conductor::No. wires in hand (1);Topology::Airgap::Length (mm);Winding::Coil - Conductor::Conductor diameter (mm);Winding::Fill factors::Gross (%);Winding::Fill factors::Net (%);Masses::Total (kg);Inputs::Max. line current, rms (A);Inputs::Max. Line-Line voltage, rms (V);Base speed::Mechanical torque (N.m);Base speed::Speed (rpm);Base speed::Electrical frequency (Hz);Base speed::Mechanical power (W);Base speed::Machine electrical power (W);Base speed::Machine total losses (W);Base speed::Machine efficiency (%);Base speed::Control angle (deg);Base speed::Phase angle (deg);Base speed::Line current, rms (A);Base speed::Line-Line voltage, rms (V);Maximum speed::Mechanical torque (N.m);Maximum speed::Speed (rpm);Maximum speed::Electrical frequency (Hz);Maximum speed::Mechanical power (W);Maximum speed::Machine electrical power (W);Maximum speed::Machine total losses (W);Maximum speed::Machine efficiency (%);Maximum speed::Control angle (deg);Maximum speed::Phase angle (deg);Maximum speed::Line current, rms (A);Maximum speed::Line-Line voltage, rms (V);User work. pt.::Electrical frequency (Hz);User work. pt.::Mechanical power (W);User work. pt.::Machine electrical power (W);User work. pt.::Machine total losses (W);User work. pt.::Machine efficiency (%);User work. pt.::Control angle (deg);User work. pt.::Phase angle (deg);User work. pt.::Line current, rms (A);User work. pt.::Line-Line voltage, rms (V);Goal 1;Constraint 2;Post Process;Comment
33;59.809591;21.522809;17.876650;20.522809;9.4304843;2.4714754;9.6435357;14.898129;4.4512416;25.159533;12;8;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;1;
34;59.338138;26.296276;19.630564;25.296276;12.685597;2.5487286;12.010956;10.787880;3.4194628;23.436018;12;3;0.5000000;1.1432198;23.405440;27.786837;0.4984536;7.5527958;19.798990;0.3190235;6449.4768;537.45640;215.46454;243.68946;28.224912;88.417672;2.3285450;19.821839;7.5535498;19.799415;0.0308141;7451.2693;620.93911;24.044104;31.499500;7.4553961;76.331700;0.6413417;2.3995134;0.9195683;19.797929;330.00000;45.616004;51.221591;5.6055878;89.056201;1.1196997;7.3273345;2.6783266;11.097354;89.056201;0.4984536;1;
35;59.966777;23.875934;24.085818;22.875934;9.7962895;3.1289746;10.655723;14.206429;3.4108288;25.644396;13;6;0.5000000;1.5911023;35.773059;40.828785;0.6317893;15.105592;19.798990;0.7379536;4341.9588;361.82990;335.53927;394.01217;58.472899;85.159621;7.1137017;40.493348;15.061928;19.858491;0.0755648;6328.9905;527.41587;50.082130;59.150309;9.0681796;84.669261;1.4749589;5.7724144;1.7310842;19.794478;330.00000;45.617052;51.229845;5.6127924;89.043901;1.6026909;8.0970229;2.3511498;12.615935;89.043901;0.6317893;1;
36;59.434764;22.884767;17.101071;21.884767;11.133392;2.1064350;10.415775;8.9609104;4.0884329;19.903294;16;3;0.5000000;1.1432198;55.299119;63.156801;0.5179585;7.5527958;19.798990;0.3148859;5882.7178;490.22649;193.98126;223.66802;29.686757;86.727313;2.4987254;30.293593;7.5535424;19.799725;0.0325016;7656.2131;638.01776;26.058355;29.258589;3.2002341;89.062240;0.5218004;4.0235191;0.8555485;19.797312;330.00000;45.615990;50.251194;4.6352034;90.775934;1.0038804;12.272819;2.6695604;11.090081;90.775934;0.5179585;1;
37;59.333173;22.992900;17.172081;21.992900;11.193466;2.1150167;10.467696;8.9018692;4.0881422;19.898319;8;3;0.5000000;1.1432198;27.782038;33.443464;0.4734907;7.5527958;19.798990;0.1552826;13809.381;1150.7818;224.55643;247.25321;22.696774;90.820433;1.1825718;17.346226;7.5535227;19.799219;0.1552661;10000.000;833.33333;162.59426;181.64611;19.051845;89.511559;1.4886416;16.613390;7.4985862;14.595017;330.00000;45.615907;53.867974;8.2520674;84.680940;1.0302398;11.220163;5.2862513;5.9962273;84.680940;0.4734907;1;
38;59.501940;23.016571;16.946067;22.016571;11.232661;2.1038736;10.482317;8.9142921;4.1118061;19.922578;10;3;0.5000000;1.1432198;34.778721;41.004658;0.4826694;7.5527958;19.798990;0.1939900;10766.857;897.23811;218.72423;241.75835;23.034126;90.472252;1.4949855;21.044977;7.5531603;19.800389;0.1939798;10000.000;833.33333;203.13516;225.50982;22.374660;90.078188;1.7018910;20.747649;7.5439350;18.455589;330.00000;45.615914;52.427278;6.8113642;87.007977;1.0041985;11.702165;4.2793611;7.2178636;87.007977;0.4826694;1;
39;55.132783;24.936459;35.306290;23.936459;11.628431;2.5916626;11.320314;8.8249367;2.0487575;20.793166;16;4;0.5000000;1.2810124;49.296224;55.891611;0.7678690;10.070394;19.798990;0.8308227;3072.0640;256.00533;267.28046;321.48518;54.204719;83.139279;17.281345;21.470205;10.071312;19.799564;0.0821391;3703.0985;308.59155;31.852517;37.193791;5.3412747;85.639338;4.8011629;0.3110143;1.0890145;19.798460;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.7678690;1;
40;54.112545;26.644873;19.477914;25.644873;12.227944;2.9020542;12.096923;8.7836257;3.7819782;21.606062;11;3;0.5000000;1.1432198;30.807942;36.248612;0.4438675;7.5527958;19.798990;0.2984598;7064.6396;588.71997;220.80275;247.03838;26.235623;89.379940;1.7841588;17.506582;7.5535336;19.799393;0.0285179;7995.5604;666.29670;23.877881;30.888522;7.0106410;77.303411;0.5360263;2.0218343;0.9015003;19.798268;330.00000;45.615979;50.867584;5.2516045;89.675931;0.8435188;6.8214839;2.8450656;10.372259;89.675931;0.4438675;1;
41;56.312973;33.962329;25.211476;32.962329;18.269549;2.4946287;15.857507;7.6714800;4.2341152;24.152644;22;3;0.5000000;1.1432198;61.234606;69.046656;0.6499260;7.5527958;19.798990;1.0422625;1765.2140;147.10117;192.66513;239.46632;46.801192;80.456044;4.0864912;22.453243;7.5392627;19.836444;0.1031394;2287.0809;190.59008;24.702157;27.584985;2.8828287;89.549283;0.8081346;2.7595708;0.8047370;19.798789;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.6499260;1;
42;56.284874;33.946588;25.320079;32.946588;18.257118;2.4952226;15.849488;7.6684066;4.2261377;24.141701;6;4;0.5000000;1.2810124;22.269614;26.968897;0.5591423;10.070394;19.798990;0.3655890;7944.5910;662.04925;304.15379;340.15267;35.998877;89.416847;1.6737702;9.9442944;10.070339;19.799055;0.0358390;8454.6821;704.55684;31.730839;51.552222;19.821383;61.550866;0.8895031;0.9384466;1.5037094;19.798825;330.00000;45.616010;53.058574;7.4425640;85.972929;0.7951327;3.0107692;3.2069383;9.5470141;85.972929;0.5591423;1;
43;56.368540;33.890675;25.125507;32.890675;18.221175;2.4932254;15.822031;7.6527092;4.2317621;24.098047;11;3;0.5000000;1.1432198;30.795659;36.184436;0.5759104;7.5527958;19.798990;0.5130067;4146.7194;345.55995;222.76979;252.13705;29.367256;88.352661;2.0256345;13.256382;7.5509764;19.806313;0.0498202;4640.1207;386.67672;24.208269;31.433363;7.2250938;77.014569;0.6406404;1.3978800;0.9170915;19.798510;330.00000;45.615952;52.362060;6.7461077;87.116420;0.8612674;3.0114372;1.7612394;17.147493;87.116420;0.5759104;1;
44;58.896826;30.576943;27.862290;29.576943;13.995172;3.4227508;13.932784;8.3342748;2.6253943;23.122746;12;4;0.5000000;1.2810124;36.114118;41.621645;0.6843351;10.070394;19.798990;0.6591784;4325.1629;360.43024;298.56165;339.72892;41.167268;87.882319;14.494026;10.374663;10.070384;19.799012;0.0652097;4844.5179;403.70983;33.081984;41.336754;8.2547708;80.030433;2.1949539;1.0844809;1.2071469;19.797807;330.00000;45.612446;52.635685;7.0232394;86.656886;3.4659902;1.5621549;1.8503337;16.363409;86.656886;0.6843351;1;
45;54.020123;24.286483;27.980934;23.286483;11.015513;2.6659871;10.976744;7.9441723;2.7350653;19.587414;5;4;0.5000000;1.2810124;20.379621;25.076275;0.5538599;10.070394;19.798990;0.2190244;13186.034;1098.8362;302.43724;338.23267;35.795430;89.416921;1.5313451;11.645040;10.070325;19.799069;0.2190237;10000.000;833.33333;229.36109;256.98155;27.620463;89.251966;1.8804620;11.025454;9.9508304;15.190460;330.00000;45.615939;52.271414;6.6554758;87.267466;0.9565405;5.5276314;5.0241259;6.0303828;87.267466;0.5538599;1;
46;51.972331;23.139186;30.281379;22.139186;10.511579;2.5082054;10.442542;8.1378206;2.7131612;19.207414;19;3;0.5000000;1.1432198;58.483633;66.249019;0.6333475;7.5527958;19.798990;0.6648483;2686.3687;223.86406;187.03239;229.95825;42.925864;81.333193;5.5609523;27.428787;7.5522222;19.805170;0.0652731;3579.0372;298.25310;24.464072;27.263392;2.7993206;89.732310;0.7015492;3.6514545;0.7960523;19.798956;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.6333475;1;
47;51.953195;23.119985;30.232563;22.119985;10.499872;2.5072016;10.433192;8.1344421;2.7117940;19.194435;13;3;0.5000000;1.1432198;40.064651;46.360541;0.5893182;7.5527958;19.798990;0.4542993;4391.0377;365.91980;208.89972;240.87498;31.975253;86.725374;2.9748833;21.584036;7.5535490;19.799504;0.0436592;5274.4877;439.54064;24.114860;28.682242;4.5673819;84.075924;0.5309659;2.6140073;0.8374266;19.798380;330.00000;45.616026;50.264287;4.6482608;90.752359;0.9170160;6.0740350;1.9028460;15.303362;90.752359;0.5893182;1;
48;51.953024;23.165695;30.257338;22.165695;10.531177;2.5078741;10.455879;8.1378185;2.7093669;19.220666;5;9;0.5000000;1.9173307;46.091318;52.863523;0.6144491;22.658387;19.798990;0.5192712;11865.892;988.82436;645.24297;698.61958;53.376609;92.359703;3.6008780;25.960731;22.658324;19.799034;0.5192727;10000.000;833.33333;543.78106;592.43881;48.657756;91.786872;3.8928414;25.451038;22.586329;16.771398;330.00000;45.616109;50.071325;4.4552163;91.102260;0.9171383;6.0492159;4.9330118;5.8915264;91.102260;0.6144491;1;
49;55.374695;28.010007;28.886806;27.010007;13.975013;2.5160671;12.875987;9.9159938;4.4013962;23.420997;14;5;0.5000000;1.4332604;56.402961;63.722830;0.6941546;12.587993;19.798990;1.0098028;2955.2533;246.27111;312.50713;367.95091;55.443786;84.931744;3.7446268;31.546491;12.589245;19.799802;0.0990819;3967.5192;330.62660;41.166294;46.013729;4.8474348;89.465242;0.8053595;3.9354098;1.3450696;19.798531;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.6941546;1;
50;56.891050;22.993227;26.244647;21.993227;10.503970;2.4598819;10.381643;13.084491;2.7935820;24.081104;12;7;0.5000000;1.5912727;41.677842;47.249322;0.6358581;17.623190;19.798990;0.7838837;4850.1483;404.17903;398.13953;463.29868;65.159155;85.935821;16.038717;39.941918;17.624804;19.800022;0.0789478;6659.1465;554.92887;55.053799;64.562287;9.5084885;85.272380;0.0000000;7.3779228;1.8961182;19.797377;330.00000;45.617917;50.878781;5.2608643;89.660003;0.0988700;9.3978767;2.4718685;11.981828;89.660003;0.6358581;1;
51;57.486663;24.418561;22.261002;23.418561;11.347835;2.5469974;11.072531;12.287466;4.5017795;23.996747;16;5;0.5000000;1.4332604;54.428041;61.507802;0.6170833;12.587993;19.798990;0.7443439;3394.7797;282.89831;264.61462;319.84722;55.232602;82.731567;4.5718469;42.218601;12.590450;19.801994;0.0740570;5356.2063;446.35053;41.538644;45.992041;4.4533965;90.317028;0.9116057;6.1598976;1.3488654;19.797802;330.00000;45.616114;49.585372;3.9692588;91.995101;1.1258618;8.8524977;1.9319437;14.907733;91.995101;0.6170833;1;
52;57.493576;24.405491;22.288726;23.405491;11.340884;2.5458046;11.066294;12.279844;4.4996413;23.982589;13;3;0.5000000;1.1432198;26.567838;31.423590;0.5266923;7.5527958;19.798990;0.3606741;5398.8562;449.90468;203.91319;233.96951;30.056323;87.153744;2.0221954;25.415582;7.5511130;19.806062;0.0350765;6627.3097;552.27581;24.343467;30.029605;5.6861377;81.064894;0.7288926;3.0239131;0.8771390;19.797610;330.00000;45.615989;50.684604;5.0686156;89.999694;1.0214900;8.7143981;2.3754190;12.441792;89.999694;0.5266923;1;
53;57.493976;24.433774;22.280643;23.433774;11.361237;2.5457295;11.080455;12.280599;4.5029582;23.997486;8;8;0.5000000;1.7525822;43.561388;49.773155;0.5899699;20.140789;19.798990;0.5931825;7825.2218;652.10181;486.08655;539.37489;53.288344;90.120351;3.4475653;38.681244;20.145514;19.802582;0.2445257;10000.000;833.33333;256.06667;274.94725;18.880579;93.133018;2.0033313;19.217009;8.4907603;19.798827;330.00000;45.616084;49.711818;4.0957349;91.761044;0.9781115;8.9012144;3.8586020;7.5274631;91.761044;0.5899699;1;
54;51.108691;27.713918;27.540102;26.713918;13.313725;2.7409655;12.671718;7.4055388;3.0489511;20.762498;17;3;0.5000000;1.1432198;53.078112;60.404855;0.5637063;7.5527958;19.798990;0.6813447;2864.3719;238.69766;204.37366;242.46612;38.092464;84.289573;5.0831576;20.600840;7.5416397;19.829441;0.0670486;3499.9249;291.66041;24.574060;28.157344;3.5832843;87.274068;0.8204600;2.4832973;0.8218057;19.798558;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.5637063;1;
55;59.701120;24.721101;37.742448;23.721101;10.354101;3.1519139;11.072572;10.793989;3.9005178;22.654539;13;5;0.5000000;1.4332604;48.573235;55.209296;0.9397219;12.587993;19.798990;1.0453806;2770.0269;230.83557;303.24038;361.16491;57.924534;83.961749;3.0574144;33.222271;12.574643;19.822970;0.1006839;3830.3037;319.19198;40.385179;44.546725;4.1615461;90.658020;0.4988742;4.3544179;1.3031569;19.798425;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.9397219;1;
56;59.837656;23.810163;16.379643;22.810163;10.113555;2.9468518;10.668368;9.7272353;2.7793125;21.132317;25;3;0.5000000;1.1432198;57.378168;64.661226;0.5294713;7.5527958;19.798990;0.4771167;3501.2615;291.77179;174.93544;217.23825;42.302807;80.526998;10.921476;32.975633;7.5527958;19.798989;0.0490620;4841.6495;403.47079;24.875236;27.720617;2.8453810;89.735506;0.3172923;5.6369218;0.8102817;19.798115;330.00000;45.617115;49.574146;3.9570309;92.017955;0.9638144;11.317712;1.7271274;16.874295;92.017955;0.5294713;1;
57;59.213094;23.659136;16.113006;22.659136;9.9518660;2.9737583;10.586128;10.773106;2.5804079;22.102674;7;4;0.5000000;1.2810124;17.866050;21.769918;0.4192617;10.070394;19.798990;0.1667391;16609.375;1384.1146;290.01431;329.49926;39.484949;88.016680;2.8519698;17.422214;10.070305;19.799161;0.1667392;10000.000;833.33333;174.60891;199.75746;25.148547;87.410459;3.4152589;16.007122;9.8286600;12.207244;330.00000;45.616014;54.499143;8.8831289;83.700425;2.1800411;10.158725;6.4207814;4.9728451;83.700425;0.4192617;1;
58;59.278927;24.735985;15.505071;23.735985;10.700881;2.9838400;11.122032;8.9957303;2.5815942;20.863723;8;9;0.5000000;1.9173307;58.268676;65.666768;0.5139654;22.658387;19.798990;0.4391250;13139.772;1094.9810;604.23330;659.61771;55.384407;91.603560;13.560117;31.907915;22.660529;19.799733;0.4390896;10000.000;833.33333;459.81353;509.52916;49.715631;90.242829;13.729721;31.153558;22.550952;15.245390;330.00000;45.617492;49.963812;4.3463206;91.301063;1.0866706;10.745553;5.4966569;5.3368982;91.301063;0.5139654;1;
59;53.430803;25.410167;26.347975;24.410167;11.014885;3.0676172;11.438179;7.2779498;3.0045776;19.483033;6;5;0.5000000;1.4332604;34.831857;40.880321;0.5536299;12.587993;19.798990;0.3406531;10649.705;887.47541;379.90806;414.86925;34.961189;91.572962;1.9326788;16.040882;12.587952;19.799046;0.3406521;10000.000;833.33333;356.73009;390.29887;33.568777;91.399212;2.1997772;15.732170;12.569369;18.625402;330.00000;45.616077;50.594111;4.9780334;90.160844;0.7400977;5.3494214;4.1465513;7.0684874;90.160844;0.5536299;1;
60;51.175022;22.326177;10.546386;21.326177;10.763419;2.0919254;10.140107;6.6826624;4.3302476;17.345751;5;4;0.5000000;1.2810124;41.370147;49.229889;0.2818695;10.070394;19.798990;0.0739425;38697.927;3224.8272;299.64719;332.64543;32.998233;90.080058;0.7632638;15.584493;10.070305;19.799155;0.0739419;10000.000;833.33333;77.431756;89.503632;12.071876;86.512417;1.1167232;13.408439;9.6187514;5.5227644;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.2818695;1;
61;59.480686;21.611364;39.986554;20.611364;10.416343;2.0101729;9.8031387;14.428592;4.5304370;24.734274;30;3;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;1;
62;59.059487;22.417942;38.448633;21.417942;10.881602;2.0656069;10.192569;14.684934;4.5176071;25.393904;11;3;0.5000000;1.1432198;18.179829;22.192140;0.7772813;7.5527958;19.798990;0.4655986;4079.0805;339.92337;198.88524;232.55696;33.671715;85.521089;2.0129750;26.133916;7.5520235;19.803663;0.0458117;5111.5253;425.96045;24.521978;30.809033;6.2870551;79.593469;0.8359333;3.1777240;0.9000501;19.797209;330.00000;45.616153;51.621390;6.0052367;88.366767;1.0204944;7.2446213;1.8964774;15.793134;88.366767;0.7772813;1;
63;59.394130;21.552632;39.039715;20.552632;10.274642;2.0600478;9.7613043;14.433068;4.5419637;24.709384;12;5;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;1;
64;58.075002;27.072409;33.871249;26.072409;12.929523;2.7039559;12.360215;11.009548;4.6337024;24.045752;9;7;0.5000000;1.5912727;46.535143;53.011484;0.8210487;17.623190;19.798990;1.0221198;4238.2051;353.18376;453.64111;511.96314;58.322035;88.608158;3.0448777;32.109747;17.610905;19.816060;0.0984970;5499.5360;458.29467;56.725409;64.380727;7.6553181;88.109301;0.7051258;3.8865541;1.8823180;19.798569;330.00000;45.615961;50.720592;5.1046310;89.935782;0.6818827;4.2839633;2.0442214;14.330873;89.935782;0.8210487;1;
65;51.747188;32.729886;12.492520;31.729886;18.182928;2.0977809;15.340498;5.4965473;2.0718698;21.361490;16;3;0.5000000;1.1432198;60.722700;69.153566;0.3472500;7.5527958;19.798990;0.2565382;8203.1292;683.59410;220.37389;254.86493;34.491042;86.466933;17.286881;10.252322;7.5527602;19.799063;0.0247366;8900.8475;741.73729;23.056890;35.476936;12.420046;64.991209;2.4492203;1.1813966;1.0294206;19.799049;330.00000;45.616747;53.315044;7.6982967;85.560742;7.2733724;4.3655683;3.2710791;9.4210938;85.560742;0.3472500;1;
66;59.947610;21.738036;39.975946;20.738036;10.522903;2.0021327;9.8684849;14.930260;4.8506303;25.299278;30;3;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;1;
67;59.629387;22.006146;39.330164;21.006146;10.694636;2.0120197;10.000068;14.988897;4.9108855;25.491970;13;3;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;1;
68;59.992572;21.632319;39.524923;20.632319;10.394422;2.0286171;9.8090053;14.722460;4.9137883;25.038620;27;3;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;1;
69;59.206876;23.943452;16.504203;22.943452;9.6134371;3.2445142;10.660597;11.258213;2.1769233;22.729939;11;4;0.5000000;1.2810124;24.607541;28.879480;0.4411543;10.070394;19.798990;0.2634069;10430.421;869.20176;287.71179;325.64595;37.934160;88.351103;11.783156;19.451069;10.071313;19.799518;0.2633828;10000.000;833.33333;275.81387;312.75050;36.936623;88.189748;12.097817;19.111625;10.055832;19.005209;330.00000;45.615931;52.575067;6.9591356;86.763430;5.7385820;7.7064077;4.1788459;7.3220483;86.763430;0.4411543;1;
70;57.365964;21.276736;28.734322;20.276736;9.7947894;2.2014395;9.5880080;11.434682;2.5711948;21.573050;6;8;0.5000000;1.7525822;30.521325;35.478513;0.6475361;20.140789;19.798990;0.4606692;11065.463;922.12195;533.81091;586.94562;53.134718;90.947250;4.8891603;31.824924;20.140331;19.802058;0.4606817;10000.000;833.33333;482.42472;532.76596;50.341247;90.550964;5.2900056;31.334122;20.096468;17.918891;330.00000;45.616374;50.686158;5.0697837;89.997696;1.2531895;8.7377163;4.9048507;6.0295709;89.997696;0.6475361;1;
71;59.980940;21.204730;39.999478;20.204730;10.143252;2.0014918;9.6019919;14.924376;4.7083031;25.026741;30;3;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;1;
