Topology::Stator::Outer diameter (mm);Topology::Stator::Inner diameter (mm);Topology::Stator::Length (mm);Topology::Rotor::Outer diameter (mm);Topology::Rotor::Inner diameter (mm);Magnet::TM (mm);Magnet::R (mm);Slot::HS (mm);Slot::WT (mm);Slot::R (mm);Winding::Coil - Conductor::No. turns per coil (1);Winding::Coil - Conductor::No. wires in hand (1);Topology::Airgap::Length (mm);Winding::Coil - Conductor::Conductor diameter (mm);Winding::Fill factors::Gross (%);Winding::Fill factors::Net (%);Masses::Total (kg);Inputs::Max. line current, rms (A);Inputs::Max. Line-Line voltage, rms (V);Base speed::Mechanical torque (N.m);Base speed::Speed (rpm);Base speed::Electrical frequency (Hz);Base speed::Mechanical power (W);Base speed::Machine electrical power (W);Base speed::Machine total losses (W);Base speed::Machine efficiency (%);Base speed::Control angle (deg);Base speed::Phase angle (deg);Base speed::Line current, rms (A);Base speed::Line-Line voltage, rms (V);Maximum speed::Mechanical torque (N.m);Maximum speed::Speed (rpm);Maximum speed::Electrical frequency (Hz);Maximum speed::Mechanical power (W);Maximum speed::Machine electrical power (W);Maximum speed::Machine total losses (W);Maximum speed::Machine efficiency (%);Maximum speed::Control angle (deg);Maximum speed::Phase angle (deg);Maximum speed::Line current, rms (A);Maximum speed::Line-Line voltage, rms (V);User work. pt.::Electrical frequency (Hz);User work. pt.::Mechanical power (W);User work. pt.::Machine electrical power (W);User work. pt.::Machine total losses (W);User work. pt.::Machine efficiency (%);User work. pt.::Control angle (deg);User work. pt.::Phase angle (deg);User work. pt.::Line current, rms (A);User work. pt.::Line-Line voltage, rms (V);Goal 1;Constraint 2;Post Process;Comment
114;59.612636;32.315057;32.434402;31.315057;15.166170;3.4580070;14.793027;5.7689753;3.0327845;21.426504;9;4;0.5000000;1.2810124;46.985510;54.271930;0.8226546;10.070394;19.798990;0.6569105;4462.4153;371.86795;306.97626;341.95101;34.974747;89.772001;8.9557808;8.0618715;10.078265;19.785748;0.0652640;4901.4270;408.45225;33.498474;40.941409;7.4429351;81.820521;1.2696982;0.8588425;1.1939883;19.798533;330.00000;45.615121;51.833325;6.2182040;88.003463;2.1166369;1.1753106;1.8464738;16.144604;88.003463;0.8226546;1;
115;54.571081;32.418528;32.854289;31.418528;16.657461;2.7493156;15.021935;6.6701800;2.7748127;22.379444;6;4;0.5000000;1.2810124;24.304827;29.325542;0.6529798;10.070394;19.798990;0.3988556;7241.5810;603.46508;302.46681;344.24271;41.775899;87.864406;7.9999922;4.6546128;10.071336;19.799254;0.0394436;7674.9185;639.57654;31.701398;56.167000;24.465602;56.441322;1.5485602;0.5877350;1.6380109;19.798887;330.00000;45.615529;55.412736;9.7972063;82.319577;2.6068289;1.3412089;3.0452037;10.473835;82.319577;0.6529798;1;
116;59.959272;22.296608;23.050830;21.296608;9.3939558;2.7660964;9.9567799;12.360685;4.1146287;23.008989;13;6;0.5000000;1.5911023;54.193607;61.302938;0.6745380;15.105592;19.798990;0.6659472;4424.5148;368.70957;308.55606;363.45084;54.894783;84.896229;4.0499664;45.445767;15.084979;19.827859;0.0652883;7178.7113;598.22594;49.080689;54.367821;5.2871327;90.275254;0.7032535;6.8187556;1.5966407;19.798662;330.00000;45.616064;49.357889;3.7418249;92.418993;0.9921281;10.763447;2.5569553;11.262036;92.418993;0.6745380;1;
117;59.957795;22.231942;23.080497;21.231942;9.3450594;2.7674495;9.9241085;12.361943;4.1252157;22.977914;6;6;0.5000000;1.5911023;25.138993;29.937652;0.5858961;15.105592;19.798990;0.3014042;13272.761;1106.0634;418.92775;458.69680;39.769047;91.329993;1.6442495;27.701138;15.105002;19.802305;0.3014166;10000.000;833.33333;315.64276;349.74571;34.102953;90.249215;2.0915600;26.808408;15.015796;15.067045;330.00000;45.616050;51.015791;5.3997408;89.415550;0.9028570;10.516804;5.5513129;5.3929369;89.415550;0.5858961;1;
118;59.915035;22.236447;23.010799;21.236447;9.3434212;2.7698777;9.9257542;12.394983;4.1240762;23.013207;14;5;0.5000000;1.4332604;48.636178;55.305436;0.6538630;12.587993;19.798990;0.5957552;4313.3859;359.44883;269.10065;318.28300;49.182354;84.547603;3.6482575;42.507436;12.586556;19.804252;0.0580875;6705.9965;558.83304;40.791981;45.517114;4.7251327;89.618998;0.7030638;6.1140249;1.3352109;19.798496;330.00000;45.616170;49.512923;3.8967533;92.129826;0.9618063;10.887925;2.3869116;12.111944;92.129826;0.6538630;1;
119;59.270264;29.852394;30.058457;28.852394;14.712426;2.8053560;13.724858;7.1621552;2.3504492;21.588352;5;8;0.5000000;1.7525822;37.417252;43.342225;0.7494579;20.140789;19.798990;0.5355628;11083.812;923.65103;621.62458;684.37784;62.753259;90.830612;14.456120;7.7801898;20.140700;19.798988;0.5355624;10000.000;833.33333;560.83968;618.33803;57.498356;90.701145;14.571320;7.5661969;20.069227;17.943042;330.00000;45.614437;52.648375;7.0339373;86.639783;3.4663328;1.7914931;4.4105622;6.8897037;86.639783;0.7494579;1;
120;57.059761;23.283030;13.179430;22.283030;9.6796680;2.9755339;10.397632;11.319567;4.0681027;22.461082;8;5;0.5000000;1.4332604;30.461693;35.743919;0.3814345;12.587993;19.798990;0.2026009;16239.371;1353.2809;344.53964;379.93059;35.390951;90.684890;1.8078496;28.355688;12.587648;19.802123;0.2026072;10000.000;833.33333;212.16981;239.76851;27.598694;88.489442;2.1824912;26.974186;12.450113;12.476102;330.00000;45.615945;53.397669;7.7817245;85.426846;1.2322095;14.924531;6.7577164;4.7151966;85.426846;0.3814345;1;
121;59.939080;23.251270;19.696074;22.251270;10.016477;2.7957865;10.426689;12.546242;4.3045226;23.671877;27;3;0.5000000;1.1432198;54.252111;61.313438;0.6033761;7.5527958;19.798990;0.6257108;2196.7785;183.06487;143.94233;193.81169;49.869359;74.269168;4.0494093;41.571836;7.5397619;19.837094;0.0620257;3792.1234;316.01028;24.631035;26.858298;2.2272636;91.707354;0.6991115;6.6890580;0.7884658;19.798344;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.6033761;1;
122;59.954339;23.230258;19.665141;22.230258;10.001205;2.7959181;10.416149;12.544960;4.3011185;23.660089;23;3;0.5000000;1.1432198;46.240702;52.662968;0.5790682;7.5527958;19.798990;0.5316026;2844.8091;237.06742;158.36851;201.54721;43.178699;78.576385;3.0761703;38.919439;7.5362306;19.846009;0.0519876;4484.8378;373.73648;24.416029;27.048621;2.6325921;90.267186;0.6004040;5.7505212;0.7929450;19.798837;330.00000;45.615923;49.542655;3.9267327;92.074037;1.0219074;11.440345;1.6017605;18.134727;92.074037;0.5790682;1;
123;59.946638;23.248650;19.692364;22.248650;10.018365;2.7939070;10.425848;12.564089;4.3003824;23.688414;14;5;0.5000000;1.4332604;46.740698;53.197711;0.5852229;12.587993;19.798990;0.5410912;4879.9923;406.66602;276.51469;323.53373;47.019041;85.467036;3.9171533;41.463245;12.603845;19.777074;0.0523890;7394.6190;616.21825;40.568112;45.843796;5.2756839;88.492044;0.7093756;5.8823401;1.3442915;19.798138;330.00000;45.616291;49.671747;4.0554559;91.835488;1.0331201;11.399960;2.6260003;11.067301;91.835488;0.5852229;1;
124;59.305786;28.419714;33.731651;27.419714;14.699716;2.3000400;13.134847;9.6524339;2.3326901;23.362291;8;5;0.5000000;1.4332604;24.947814;29.332415;0.7514754;12.587993;19.798990;0.5802884;6227.9982;518.99985;378.46086;425.27060;46.809746;88.992951;14.398677;9.9429547;12.589141;19.799235;0.0571643;6778.7221;564.89350;40.578970;57.297938;16.718968;70.820996;2.4014739;1.1285685;1.6726585;19.797771;330.00000;45.613822;54.058054;8.4442323;84.379326;3.7565255;1.7926465;2.6402959;11.771082;84.379326;0.7514754;1;
125;52.386755;23.481230;22.257338;22.481230;10.318002;2.7271526;10.558827;9.6775051;4.1722550;20.918120;11;5;0.5000000;1.4332604;54.934111;62.541649;0.5152590;12.587993;19.798990;0.4874745;6293.3809;524.44841;321.26582;361.77735;40.511531;88.802082;2.6371681;33.075556;12.584801;19.807029;0.0464221;8241.8410;686.82008;40.066155;46.077737;6.0115820;86.953391;0.6106095;4.0524504;1.3473525;19.798486;330.00000;45.616132;49.646486;4.0303536;91.881895;0.8929199;8.8726390;2.9105024;9.9066315;91.881895;0.5152590;1;
126;54.249596;22.506600;25.767561;21.506600;9.5063046;2.7849191;10.057070;8.0279992;3.2818633;18.781299;16;3;0.5000000;1.1432198;57.224062;65.176983;0.5974316;7.5527958;19.798990;0.4669873;4013.6939;334.47449;196.28086;230.59373;34.312868;85.119774;2.4570628;27.110592;7.5537976;19.800325;0.0477145;5156.4925;429.70771;25.765189;28.707998;2.9428086;89.749168;0.4161799;3.5855553;0.8389869;19.797966;330.00000;45.616065;49.380029;3.7639636;92.377559;0.7880489;7.7035225;1.8263424;15.702994;92.377559;0.5974316;1;
127;54.238259;22.520858;25.776931;21.520858;9.5141725;2.7860773;10.063910;8.0281355;3.2830188;18.788564;15;3;0.5000000;1.1432198;53.619730;61.283632;0.5907170;7.5527958;19.798990;0.4379742;4369.8202;364.15169;200.41986;233.03120;32.611334;86.005593;2.2858378;25.885499;7.5529958;19.799542;0.0446993;5498.9113;458.24261;25.739836;28.936765;3.1969288;88.952017;0.4183648;3.3611159;0.8454777;19.797973;330.00000;45.616066;49.465243;3.8491772;92.218420;0.7164326;7.7363042;1.9458275;14.779289;92.218420;0.5907170;1;
128;54.244864;22.511681;25.769788;21.511681;9.5104036;2.7846841;10.059669;8.0328113;3.2815201;18.788652;5;3;0.5000000;1.1432198;17.859795;22.665804;0.5243477;7.5527958;19.798990;0.1373900;15773.711;1314.4759;226.94338;254.91104;27.967660;89.028463;0.6504227;10.202289;7.5527388;19.799111;0.1373894;10000.000;833.33333;143.87382;162.18678;18.312963;88.708720;0.9645351;9.4772319;7.4025356;12.824444;330.00000;45.615928;54.082824;8.4668963;84.344574;0.7077309;7.0928287;5.8431384;5.3801431;84.344574;0.5243477;1;
129;51.120866;23.134658;16.157354;22.134658;10.799750;2.3625030;10.476703;10.342574;2.1462639;21.409903;13;5;0.5000000;1.4332604;42.407351;48.277127;0.3873002;12.587993;19.798990;0.3578681;8763.0946;730.25788;328.40451;373.73370;45.329197;87.871258;16.027093;30.068264;12.582536;19.809152;0.1278824;10000.000;833.33333;133.91810;149.71906;15.800955;89.446263;6.7020136;11.455955;4.4472567;19.796348;330.00000;45.619239;51.306076;5.6868373;88.915860;5.7692394;9.1680727;3.7132406;8.0470015;88.915860;0.3873002;1;
130;59.315289;24.236736;20.909660;23.236736;10.874767;2.7185937;10.938720;11.648004;3.9993286;23.266372;6;6;0.5000000;1.5911023;24.696997;29.349888;0.5333221;15.105592;19.798990;0.3044085;13531.381;1127.6151;431.34775;472.72789;41.380139;91.246520;1.7205581;24.150700;15.105816;19.801106;0.3044034;10000.000;833.33333;318.77047;353.04360;34.273131;90.292097;2.1890365;23.236983;14.994002;14.794231;330.00000;45.616070;51.076073;5.4600026;89.310058;0.9014301;8.8995661;5.4990253;5.4238922;89.310058;0.5333221;1;
131;52.777762;23.796271;26.855994;22.796271;10.697773;2.6497816;10.735690;8.5462145;3.4154017;19.944350;11;5;0.5000000;1.4332604;57.188232;64.916606;0.5967703;12.587993;19.798990;0.5975567;5284.3405;440.36171;330.67283;373.55215;42.879321;88.521196;3.0108751;30.090750;12.586974;19.803351;0.0570735;6724.6265;560.38554;40.191260;45.732477;5.5412179;87.883408;0.6032417;3.6209108;1.3365077;19.798774;330.00000;45.616073;49.609812;3.9937399;91.949698;0.8577099;6.5709103;2.3980999;11.942435;91.949698;0.5967703;1;
132;53.353802;24.643361;27.280714;23.643361;11.178483;2.7119586;11.143691;8.1346055;3.2936660;19.956286;10;4;0.5000000;1.2810124;42.340465;48.877723;0.5800583;10.070394;19.798990;0.4602338;5953.4807;496.12340;286.93141;320.45144;33.520033;89.539747;2.2553120;21.885477;10.070381;19.798981;0.0473391;6962.6852;580.22377;34.516379;40.832537;6.3161578;84.531557;0.5338760;2.7033318;1.1923202;19.797865;330.00000;45.616041;50.005679;4.3896381;91.221721;0.7895717;5.8064511;2.4921533;11.603170;91.221721;0.5800583;1;
133;52.259194;23.550941;25.699230;22.550941;10.638249;2.5919256;10.627489;8.6050577;3.3894969;19.880528;7;5;0.5000000;1.4332604;36.247722;42.301208;0.5240426;12.587993;19.798990;0.3542896;9883.2412;823.60343;366.67930;401.46634;34.787046;91.335003;1.8280608;21.578977;12.587257;19.802425;0.3361347;10000.000;833.33333;351.99940;384.47005;32.470651;91.554439;2.1076203;20.363479;11.958689;19.798829;330.00000;45.615974;50.520185;4.9042112;90.292571;0.8514778;6.9891250;3.9842037;7.3393549;90.292571;0.5240426;1;
134;51.836879;24.528469;11.273484;23.528469;11.456054;2.5321404;11.131199;7.3634990;3.1279420;19.127733;6;4;0.5000000;1.2810124;28.986013;34.645175;0.2910541;10.070394;19.798990;0.1061518;26530.341;2210.8618;294.91625;333.10480;38.188546;88.535576;1.1470334;15.297794;10.070295;19.799158;0.1061511;10000.000;833.33333;111.16113;127.46953;16.308399;87.206042;1.6215739;13.424242;9.6406960;7.8480570;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.2910541;1;
135;57.132922;26.640536;15.454949;25.640536;12.832301;2.5983266;12.170686;9.7889172;3.0472540;22.609185;24;3;0.5000000;1.1432198;50.955372;57.605787;0.4668095;7.5527958;19.798990;0.5013428;3521.3498;293.44582;184.87262;225.68023;40.807615;81.917949;9.9511600;29.391608;7.5535285;19.799753;0.0488506;4648.0523;387.33769;23.777679;27.045315;3.2676366;87.917920;0.5985241;4.4839536;0.7893975;19.798733;330.00000;45.616873;49.862536;4.2456636;91.485263;1.3546799;9.1029090;1.6695194;17.419034;91.485263;0.4668095;1;
136;59.924121;23.046245;22.885940;22.046245;9.7310233;2.8652902;10.306800;12.274205;3.8864052;23.297328;28;3;0.5000000;1.1432198;54.681057;61.691649;0.6688679;7.5527958;19.798990;0.7426336;1838.2529;153.18774;142.95800;197.49231;54.534309;72.386617;5.0435822;40.343233;7.5418014;19.830746;0.0742173;3179.3367;264.94472;24.709847;26.877292;2.1674449;91.935777;0.7991548;6.5594723;0.7882008;19.798329;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.6688679;1;
137;59.886880;22.867455;23.449932;21.867455;9.6401099;2.8468931;10.222004;12.470310;3.9367993;23.404037;5;8;0.5000000;1.7525822;25.790917;30.494956;0.5940888;20.140789;19.798990;0.3513887;15071.879;1255.9900;554.60503;605.28953;50.684507;91.626403;1.8649537;28.806089;20.139950;19.802363;0.3514043;10000.000;833.33333;367.98972;407.39052;39.400799;90.328494;2.2850484;27.685317;19.946960;13.316211;330.00000;45.616201;50.811317;5.1951155;89.775672;0.8681966;9.5023818;6.3593392;4.6725184;89.775672;0.5940888;1;
138;59.734954;22.634190;22.778831;21.634190;9.4028938;2.8821924;10.096547;12.121107;3.8569914;22.938202;8;8;0.5000000;1.7525822;43.136830;49.275960;0.6349549;20.140789;19.798990;0.5479580;8296.3705;691.36420;476.06254;528.66268;52.600140;90.050340;3.4431686;40.080805;20.145365;19.802498;0.3255233;10000.000;833.33333;340.88717;366.60914;25.721966;92.983818;2.2835119;27.617649;12.067594;19.795735;330.00000;45.615996;49.705718;4.0897229;91.772128;0.8859659;10.133715;4.1387803;7.0210377;91.772128;0.6349549;1;
139;59.984305;24.473760;23.778564;23.473760;11.561866;2.4596955;11.121956;11.347299;3.6152196;23.084179;11;4;0.5000000;1.2810124;29.249959;34.180090;0.6057498;10.070394;19.798990;0.4341528;6027.7093;502.30911;274.04602;309.22207;35.176045;88.624342;2.5307098;26.453121;10.069689;19.802910;0.0416563;7353.9148;612.82623;32.079533;39.220241;7.1407080;81.793309;0.6231423;3.2253058;1.1457839;19.797745;330.00000;45.616149;50.399082;4.7829327;90.509881;0.9272567;7.6545970;2.6400175;11.086405;90.509881;0.6057498;1;
140;47.484346;26.681749;12.666685;25.681749;11.461651;3.2983706;12.016282;6.7987316;3.1576407;19.639606;8;4;0.5000000;1.2810124;40.110444;46.701954;0.2860418;10.070394;19.798990;0.1831420;15524.980;1293.7484;297.74720;330.67646;32.929264;90.041848;2.0304441;16.779110;10.071401;19.799282;0.1831235;10000.000;833.33333;191.76645;215.74600;23.979555;88.885284;2.3761220;15.803758;9.9241851;13.044272;330.00000;45.615934;53.212184;7.5962502;85.724604;1.3357852;9.3346168;5.9371012;5.2418776;85.724604;0.2860418;1;
141;59.896291;23.340455;23.234989;22.340455;10.152028;2.7598626;10.480262;12.530364;3.7826197;23.700592;30;3;0.5000000;1.1432198;54.894076;61.825328;0.6795120;7.5527958;19.798990;0.8165168;1627.3770;135.61475;139.14959;197.87148;58.721886;70.323218;7.3556940;40.218321;7.5528184;19.799019;0.0827719;2873.5414;239.46178;24.907448;27.053187;2.1457390;92.068443;1.0007451;6.8088117;0.7921249;19.798677;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.6795120;1;
142;59.919052;23.352917;23.025510;22.352917;10.131960;2.7743474;10.482872;12.496811;3.7949208;23.673269;21;3;0.5000000;1.1432198;38.655096;44.296783;0.6191464;7.5527958;19.798990;0.5697431;2837.8432;236.48694;169.31524;211.69623;42.380985;79.980283;3.0888820;35.196452;7.5355337;19.848532;0.0558123;4181.3681;348.44734;24.438630;27.552239;3.1136096;88.699250;0.7050501;4.8715139;0.8065014;19.798387;330.00000;45.615949;49.971596;4.3556465;91.283755;1.1046765;9.1557165;1.5114087;19.233891;91.283755;0.6191464;1;
143;59.769945;23.164271;23.303955;22.164271;10.007336;2.7692859;10.389814;12.621082;3.7549468;23.703217;15;3;0.5000000;1.1432198;27.203800;31.914894;0.5810635;7.5527958;19.798990;0.4065414;4557.9648;379.83040;194.04586;226.99304;32.947183;85.485377;2.0850086;28.800221;7.5416398;19.830527;0.0392592;5875.6658;489.63881;24.156130;28.925528;4.7693980;83.511457;0.6185504;3.6001505;0.8453673;19.797717;330.00000;45.616253;50.384254;4.7680007;90.536725;0.8883020;9.2904574;2.1094969;13.962587;90.536725;0.5810635;1;
144;56.705228;31.434078;35.898322;30.434078;16.014545;2.7191841;14.537243;7.7695980;4.7084391;22.986637;8;4;0.5000000;1.2810124;34.259562;40.154436;0.7859890;10.070394;19.798990;0.6601001;4354.0465;362.83721;300.97575;334.68208;33.706333;89.928851;1.1140989;14.312362;10.056414;19.829991;0.0667496;4843.4769;403.62307;33.855932;40.975224;7.1192926;82.625372;0.4344923;1.5703196;1.1955779;19.798545;330.00000;45.615915;51.680761;6.0648458;88.264790;0.5331929;2.5067814;1.8216403;16.330646;88.264790;0.7859890;1;
145;59.586375;31.427936;37.527352;30.427936;15.905613;2.7714567;14.521104;8.9481169;2.6261553;24.162085;6;9;0.5000000;1.9173307;35.669494;40.976121;0.8867267;22.658387;19.798990;0.9972066;6613.5230;551.12691;690.63187;759.42286;68.790988;90.941675;16.043877;12.293117;22.647848;19.810661;0.0965415;7150.4978;595.87482;72.290089;95.970865;23.680776;75.325036;3.0072017;0.9059160;2.8045149;19.797545;330.00000;45.609809;55.383856;9.7740470;82.352173;3.1680855;0.8663184;2.8887096;11.036546;82.352173;0.8867267;1;
146;59.988105;22.348352;24.322703;21.348352;9.9201205;2.5214941;10.043803;11.103977;3.9377509;21.778153;17;4;0.5000000;1.2810124;54.650151;61.949511;0.6907110;10.070394;19.798990;0.6175297;3404.6730;283.72275;220.17188;267.44747;47.275595;82.323410;3.6861870;39.284024;10.073591;19.804381;0.0600417;5184.4234;432.03528;32.597348;35.812192;3.2148436;91.023047;0.5986653;5.5742514;1.0495464;19.798440;330.00000;45.616004;49.279885;3.6638807;92.565160;0.8745730;9.7474657;1.8454587;15.544245;92.565160;0.6907110;1;
147;59.917314;22.461696;24.167593;21.461696;9.9878462;2.5281110;10.098820;11.082790;3.9426632;21.813638;16;3;0.5000000;1.1432198;38.516570;44.521266;0.6406095;7.5527958;19.798990;0.4346379;4135.6651;344.63876;188.23551;222.37159;34.136084;84.649081;2.0949001;30.864257;7.5397584;19.837311;0.0448026;5515.3968;459.61640;25.876707;29.293842;3.4171350;88.334971;0.5221908;4.1846242;0.8567469;19.797179;330.00000;45.616148;49.720585;4.1044369;91.744995;0.8210047;9.5920923;1.9601191;14.819358;91.744995;0.6406095;1;
148;59.987149;22.238210;24.183759;21.238210;9.8510857;2.5166750;9.9899363;11.082559;3.9287333;21.701664;12;5;0.5000000;1.4332604;48.563168;55.388412;0.6730546;12.587993;19.798990;0.5367562;5290.4295;440.86912;297.36965;341.34101;43.971353;87.118057;3.0345829;37.756002;12.579617;19.815150;0.0514711;7471.7290;622.64409;40.272963;45.460836;5.1878729;88.588259;0.6020013;4.9840592;1.3309632;19.798792;330.00000;45.616127;49.524054;3.9079272;92.109032;0.8903605;9.8725479;2.6446791;10.902446;92.109032;0.6730546;1;
149;47.657449;25.729623;32.231534;24.729623;12.472388;2.4529572;11.751572;6.9037009;3.2130590;19.268512;5;7;0.5000000;1.5912727;44.959158;51.984950;0.5498576;17.623190;19.798990;0.4956820;10169.828;847.48569;527.89237;572.80522;44.912849;92.159141;2.2000531;18.592647;17.623137;19.799043;0.4956806;10000.000;833.33333;519.07551;563.49051;44.415004;92.117879;2.5020947;18.313984;17.616482;19.452843;330.00000;45.616002;50.415740;4.7997378;90.479684;0.7277305;4.3334885;4.0623958;7.1815339;90.479684;0.5498576;1;
150;57.987320;23.424575;14.730403;22.424575;10.225590;2.7531246;10.524006;13.200660;3.1001406;24.412947;5;8;0.5000000;1.7525822;20.106393;23.983658;0.3890326;20.140789;19.798990;0.2141456;24024.539;2002.0449;538.75688;613.10088;74.343992;87.874101;2.7964094;27.417396;20.140565;19.799194;0.2141462;10000.000;833.33333;224.25342;257.18019;32.926765;87.197006;3.3404793;24.741187;19.267153;8.4853914;330.00000;45.616194;53.800181;8.1839870;84.788179;1.7172882;12.976257;9.8831908;3.2213277;84.788179;0.3890326;1;
151;59.983852;22.501234;23.755426;21.501234;9.8836804;2.5943149;10.102038;10.961258;3.8812613;21.711875;17;4;0.5000000;1.2810124;54.823096;62.125485;0.6791526;10.070394;19.798990;0.6087410;3491.3974;290.94979;222.56685;269.33439;46.767539;82.635883;3.6704497;38.788472;10.073565;19.804247;0.0591476;5260.0004;438.33336;32.580013;35.841841;3.2618284;90.899384;0.5987880;5.4531408;1.0501838;19.798493;330.00000;45.616013;49.296641;3.6806278;92.533715;0.8832864;9.6661843;1.8713683;15.330451;92.533715;0.6791526;1;
152;59.981896;22.553989;23.783768;21.553989;9.9229829;2.5935047;10.128618;10.976282;3.8839500;21.753276;22;3;0.5000000;1.1432198;52.977209;60.124863;0.6730237;7.5527958;19.798990;0.5925679;2635.0737;219.58948;163.51572;207.70544;44.189722;78.724813;3.0715949;36.702701;7.5378948;19.843140;0.0575890;4033.0828;336.09023;24.322341;26.661290;2.3389491;91.227172;0.4987562;5.2889675;0.7809894;19.798132;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.6730237;1;
153;59.947432;22.560484;23.705621;21.560484;9.9233348;2.5956484;10.131330;10.948859;3.8889020;21.729102;16;3;0.5000000;1.1432198;38.713949;44.728779;0.6325429;7.5527958;19.798990;0.4289552;4215.4506;351.28755;189.35838;223.21430;33.855926;84.832546;2.0946628;30.500241;7.5403587;19.835984;0.0442043;5589.3098;465.77582;25.873266;29.323329;3.4500627;88.234410;0.5224468;4.1175498;0.8575346;19.797217;330.00000;45.616145;49.724993;4.1088490;91.736854;0.8203898;9.5562387;1.9852753;14.635162;91.736854;0.6325429;1;
154;59.981090;31.679484;17.999364;30.679484;15.193544;3.2173297;14.535410;8.6905165;4.5508006;24.030259;6;4;0.5000000;1.2810124;20.911828;25.439360;0.4855826;10.070394;19.798990;0.2424244;12004.248;1000.3540;304.74729;338.79513;34.047841;89.950316;1.1070593;11.205663;10.071400;19.799169;0.2423992;10000.000;833.33333;253.83987;282.72022;28.880345;89.784832;1.4886228;10.673773;9.9980115;16.613529;330.00000;45.615946;51.814312;6.1983657;88.037348;0.6952927;4.8797058;4.5824498;6.5469466;88.037348;0.4855826;1;
155;59.143434;29.563718;17.388873;28.563718;15.595497;2.2607221;13.716678;8.9634808;3.2663229;23.245340;12;6;0.5000000;1.5911023;54.147408;61.107125;0.5425793;15.105592;19.798990;0.6349963;6145.9639;512.16366;408.68608;457.40636;48.720280;89.348578;10.099019;28.011912;15.107068;19.799611;0.0612232;7379.6800;614.97333;47.313182;55.356302;8.0431200;85.470272;0.7194835;3.9785228;1.6152096;19.798534;330.00000;45.616502;50.033412;4.4169103;91.172079;1.3125427;6.3038092;2.6601874;10.855032;91.172079;0.5425793;1;
156;59.981968;22.619964;24.763992;21.619964;10.384595;2.3862615;10.213417;11.655667;3.9219344;22.465649;15;5;0.5000000;1.4332604;54.658486;61.822215;0.7060490;12.587993;19.798990;0.7014627;3630.5509;302.54591;266.68938;320.01421;53.324822;83.336733;4.4935110;42.166603;12.589773;19.800975;0.0688591;5691.6555;474.30463;41.041991;45.140632;4.0986414;90.920283;0.7006316;6.1730014;1.3240794;19.798939;330.00000;45.615994;49.308615;3.6926215;92.511204;0.9631912;9.4123470;2.0349266;14.090759;92.511204;0.7060490;1;
157;59.979968;22.615229;24.767432;21.615229;10.384013;2.3848611;10.211399;11.666437;3.9209429;22.474052;5;4;0.5000000;1.2810124;14.553686;18.511642;0.5827546;10.070394;19.798990;0.1774636;15993.396;1332.7830;297.22033;332.58628;35.365948;89.366384;0.9288210;15.620858;10.070324;19.799124;0.1774625;10000.000;833.33333;185.83833;209.32577;23.487438;88.779481;1.4015573;14.545743;9.8810901;12.635796;330.00000;45.615925;53.253283;7.6373576;85.658429;0.8174911;8.8107443;6.1043472;5.0927345;85.658429;0.5827546;1;
158;59.984504;22.648130;24.726984;21.648130;10.407580;2.3848279;10.227858;11.646026;3.9255696;22.470091;16;4;0.5000000;1.2810124;46.674588;53.200845;0.6792543;10.070394;19.798990;0.5979467;3622.2776;301.85647;226.81556;272.11998;45.304428;83.351304;3.0958260;38.018893;10.047555;19.848813;0.0580953;5339.6126;444.96772;32.484729;36.150499;3.6657699;89.859698;0.6004343;5.2498916;1.0588089;19.798932;330.00000;45.616106;49.520172;3.9040661;92.116210;0.9809626;9.3321872;1.9071623;15.096987;92.116210;0.6792543;1;
159;49.853005;23.274305;23.339482;22.274305;10.304284;2.6601099;10.472125;9.6377308;3.9026963;20.774884;15;3;0.5000000;1.1432198;43.340713;49.935920;0.4628645;7.5527958;19.798990;0.4119352;4588.4241;382.36867;197.93431;230.33029;32.395973;85.934992;2.0723495;27.230955;7.5445149;19.823403;0.0397154;5823.3395;485.27829;24.219216;28.326373;4.1071563;85.500592;0.6124793;3.2818781;0.8275792;19.798228;330.00000;45.616276;49.974263;4.3579862;91.279539;0.9321412;8.4891870;2.0746621;14.047277;91.279539;0.4628645;1;
160;57.826625;25.719313;32.822161;24.719313;12.824958;2.2729899;11.791409;6.3227608;2.4921196;18.682418;8;4;0.5000000;1.2810124;42.216217;49.063299;0.7739526;10.070394;19.798990;0.4499556;6441.8492;536.82077;303.53503;336.03272;32.497685;90.329012;6.0156264;13.361218;10.069269;19.803461;0.0441023;7078.8044;589.90036;32.692602;41.310814;8.6182127;79.138120;1.0095820;1.4894199;1.2052894;19.798376;330.00000;45.615912;50.631545;5.0156327;90.093858;1.8317193;3.3954284;2.5720048;11.365035;90.093858;0.7739526;1;
