Topology::Stator::Outer diameter (mm);Topology::Stator::Inner diameter (mm);Topology::Stator::Length (mm);Topology::Rotor::Outer diameter (mm);Topology::Rotor::Inner diameter (mm);Magnet::TM (mm);Magnet::R (mm);Slot::HS (mm);Slot::WT (mm);Slot::R (mm);Winding::Coil - Conductor::No. turns per coil (1);Winding::Coil - Conductor::No. wires in hand (1);Topology::Airgap::Length (mm);Winding::Coil - Conductor::Conductor diameter (mm);Winding::Fill factors::Gross (%);Winding::Fill factors::Net (%);Masses::Total (kg);Inputs::Max. line current, rms (A);Inputs::Max. Line-Line voltage, rms (V);Base speed::Mechanical torque (N.m);Base speed::Speed (rpm);Base speed::Electrical frequency (Hz);Base speed::Mechanical power (W);Base speed::Machine electrical power (W);Base speed::Machine total losses (W);Base speed::Machine efficiency (%);Base speed::Control angle (deg);Base speed::Phase angle (deg);Base speed::Line current, rms (A);Base speed::Line-Line voltage, rms (V);Maximum speed::Mechanical torque (N.m);Maximum speed::Speed (rpm);Maximum speed::Electrical frequency (Hz);Maximum speed::Mechanical power (W);Maximum speed::Machine electrical power (W);Maximum speed::Machine total losses (W);Maximum speed::Machine efficiency (%);Maximum speed::Control angle (deg);Maximum speed::Phase angle (deg);Maximum speed::Line current, rms (A);Maximum speed::Line-Line voltage, rms (V);User work. pt.::Electrical frequency (Hz);User work. pt.::Mechanical power (W);User work. pt.::Machine electrical power (W);User work. pt.::Machine total losses (W);User work. pt.::Machine efficiency (%);User work. pt.::Control angle (deg);User work. pt.::Phase angle (deg);User work. pt.::Line current, rms (A);User work. pt.::Line-Line voltage, rms (V);Goal 1;Goal 2
127;47.837213;22.900100;12.749858;21.900100;11.195985;2.0806146;10.429896;7.3152212;4.9798566;18.765271;7;4;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
128;59.414677;23.476033;31.353199;22.476033;10.548497;2.6100492;10.585504;13.169424;4.8556253;24.907440;27;3;0.5000000;1.1432198;54.828989;62.026725;0.8298535;7.5527958;19.798990;1.0098744;1265.7943;105.48286;133.86256;196.31608;62.453517;68.187263;4.0442769;40.729672;7.5400101;19.836325;0.1004628;2338.8792;194.90660;24.606043;26.664548;2.0585050;92.279993;0.6977683;7.0030660;0.7832549;19.797741;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.8298535
129;45.196382;23.341312;18.848932;22.341312;10.680867;2.4957493;10.546719;5.3917002;4.5723538;17.062356;6;3;0.5000000;1.1432198;53.263762;62.838202;0.3378802;7.5527958;19.798990;0.1314883;16960.555;1413.3796;233.53706;253.67500;20.137948;92.061517;0.7960525;11.615153;7.5520406;19.798807;0.1315023;10000.000;833.33333;137.70888;152.51374;14.804864;90.292767;1.0011123;10.962717;7.4687949;12.008648;330.00000;45.615926;54.300148;8.6842220;84.007001;0.7910509;8.4942585;6.2041155;5.1069265;84.007001;0.3378802
130;57.880949;28.872254;23.932434;27.872254;13.356686;3.1331760;13.152833;8.8953732;2.4064011;23.331500;23;3;0.5000000;1.1432198;49.569642;56.084716;0.6286336;7.5527958;19.798990;0.7367707;2574.1111;214.50926;198.60412;245.59167;46.987550;80.867612;17.778042;18.580143;7.5534806;19.799580;0.0738418;3168.5138;264.04282;24.501144;28.543896;4.0427516;85.836721;4.4980841;0.4614609;0.8364178;19.798125;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.6286336
131;45.130459;21.228280;10.062077;20.228280;9.8873490;2.1378543;9.5796767;8.2236648;4.6843273;18.837805;9;3;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
132;51.849286;27.565511;19.640919;26.565511;14.534636;2.0775075;12.763379;7.6029952;4.7616366;21.385751;11;4;0.5000000;1.2810124;59.408669;67.746952;0.4623016;10.070394;19.798990;0.4183853;6500.6407;541.72005;284.81388;316.81856;32.004687;89.898102;2.0700254;23.464528;10.062065;19.817610;0.0399970;7687.2492;640.60410;32.197883;37.536501;5.3386184;85.777528;0.6105130;2.5803296;1.0959696;19.798554;330.00000;45.615967;49.535113;3.9191465;92.088145;0.8533648;6.7553349;2.7103704;10.603651;92.088145;0.4623016
133;53.724368;26.313124;10.873001;25.313124;13.670343;2.0623730;12.140969;6.9718960;4.9322322;20.128458;7;5;0.5000000;1.4332604;60.522130;69.455045;0.3327212;12.587993;19.798990;0.1715124;20659.610;1721.6342;371.06188;401.26601;30.204129;92.472791;1.6767334;21.652033;12.587380;19.802348;0.1715208;10000.000;833.33333;179.61614;201.46968;21.853541;89.152938;1.9021135;20.290135;12.436524;9.9717359;330.00000;45.615911;54.093764;8.4778532;84.327485;1.2544949;12.598657;7.9641757;4.0130301;84.327485;0.3327212
134;59.707784;34.259641;21.094469;33.259641;16.756322;3.3574252;15.790464;7.6619858;3.4339033;24.791806;8;6;0.5000000;1.5911023;41.632749;47.783681;0.5925797;15.105592;19.798990;0.6157812;7099.1690;591.59742;457.78603;502.95609;45.170060;91.019085;8.9792780;13.814594;15.108945;19.793260;0.0620928;7749.8504;645.82087;50.392161;65.200937;14.808776;77.287480;1.6965669;1.3633893;1.9013076;19.798013;330.00000;45.615079;51.870675;6.2555967;87.940013;2.6242278;2.0117073;2.8988046;10.279082;87.940013;0.5925797
135;57.957236;27.312260;26.319229;26.312260;14.054361;2.2271985;12.599331;11.253623;2.0233555;24.909753;20;3;0.5000000;1.1432198;30.207675;34.773438;0.5979873;7.5527958;19.798990;0.5989870;3224.2896;268.69080;202.24605;247.59575;45.349706;81.683972;20.853638;17.095023;7.5534278;19.799511;0.0595298;3860.2823;321.69019;24.064807;31.053033;6.9882262;77.495834;2.5812278;2.7945746;0.9091512;19.797589;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.5979873
136;45.221038;21.974084;25.078769;20.974084;10.171022;2.2623758;9.9214479;6.6722396;2.6735174;17.659281;6;7;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
137;53.131142;26.462464;10.276101;25.462464;11.413889;3.2439357;11.920248;6.5500398;3.5307379;19.781272;7;6;0.5000000;1.5911023;60.837499;69.330906;0.3242874;15.105592;19.798990;0.1970130;21246.176;1770.5147;438.33304;476.13026;37.797224;92.061579;1.8647251;23.213621;15.105022;19.802090;0.1970206;10000.000;833.33333;206.31949;231.84543;25.525943;88.990103;2.1742232;21.632649;14.872643;9.6820760;330.00000;45.615933;53.254935;7.6390013;85.655787;1.2542355;12.018843;8.2998558;3.7834407;85.655787;0.3242874
138;45.910698;21.594900;14.738060;20.594900;8.3643014;3.0303137;9.5398718;7.0032622;2.6894436;17.800712;6;7;0.5000000;1.5912727;58.852152;67.141694;0.3208808;17.623190;19.798990;0.2136309;21955.738;1829.6448;491.18001;535.05433;43.874321;91.800025;2.2946433;27.705943;17.623105;19.799049;0.2136323;10000.000;833.33333;223.71522;251.80475;28.089525;88.844720;2.6367348;25.831452;17.304972;9.3336411;330.00000;45.615950;52.881744;7.2657944;86.260297;1.3708301;13.628587;8.9062056;3.5230907;86.260297;0.3208808
139;57.668144;26.854000;20.030704;25.854000;12.016458;3.0824854;12.156379;9.4718537;4.3891807;22.898854;8;4;0.5000000;1.2810124;29.317278;34.658050;0.5060547;10.070394;19.798990;0.2992286;9492.2004;791.01670;297.43951;328.42299;30.983484;90.565982;1.5649077;18.008131;10.070361;19.799017;0.1942335;10000.000;833.33333;203.40080;223.25198;19.851183;91.108172;1.4595376;12.034283;6.6568123;19.798245;330.00000;45.615968;51.067480;5.4515126;89.324884;0.8213631;6.7737580;3.7639140;7.8587735;89.324884;0.5060547
140;53.428260;29.478582;23.481575;28.478582;16.013678;2.0212258;13.733985;5.2188956;2.8017338;19.958187;8;5;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
141;45.074403;21.280955;22.866764;20.280955;9.7976037;2.2015393;9.5900928;7.4129214;2.3568895;18.053399;8;6;0.5000000;1.5911023;58.960824;67.026955;0.4117590;15.105592;19.798990;0.3701367;10597.858;883.15483;410.77956;452.14683;41.367267;90.850922;5.0914179;29.231195;15.085792;19.828280;0.3706288;10000.000;833.33333;388.12156;428.52601;40.404448;90.571296;5.6950698;28.726073;15.089846;18.695933;330.00000;45.616201;50.298467;4.6822657;90.691037;1.4514896;9.7406472;4.5106351;6.5293510;90.691037;0.4117590
142;45.056100;22.487485;12.600688;21.487485;8.6462835;3.2081028;9.9417167;7.1650560;2.6540582;18.408798;5;8;0.5000000;1.7525822;51.669686;59.235226;0.2832566;20.140789;19.798990;0.1786242;30028.990;2502.4158;561.70660;622.02794;60.321343;90.302471;2.4451425;25.763204;20.140619;19.799142;0.1786249;10000.000;833.33333;187.05555;213.07675;26.021204;87.787873;2.8322868;23.122804;19.377936;6.9029481;330.00000;45.616062;54.630590;9.0145279;83.499120;1.6481826;14.026127;11.875666;2.7349500;83.499120;0.2832566
143;45.359158;21.341953;22.156405;20.341953;8.8401307;2.7020609;9.4954615;8.3696958;2.6279373;19.040673;8;7;0.5000000;1.5912727;59.212310;67.095040;0.4157858;17.623190;19.798990;0.4245371;10235.708;852.97565;455.05312;501.96729;46.914172;90.653938;4.8720927;33.878229;17.627154;19.802294;0.4244425;10000.000;833.33333;444.47512;490.90721;46.432089;90.541575;5.2020545;33.612158;17.615893;19.318390;330.00000;45.616305;50.081977;4.4656724;91.083275;1.3088236;10.196892;4.6113235;6.3637428;91.083275;0.4157858
144;58.565448;38.692837;36.738655;37.692837;20.810741;2.9135000;18.118044;5.3022986;2.1711616;24.648717;11;6;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
145;53.496124;25.176453;11.665611;24.176453;10.228033;3.3775737;11.243833;9.3983913;3.7633631;21.986618;14;3;0.5000000;1.1432198;37.742739;43.707487;0.3286671;7.5527958;19.798990;0.2110678;9438.4099;786.53416;208.61689;235.36364;26.746747;88.635990;1.9918706;24.670497;7.5527767;19.799006;0.1638499;10000.000;833.33333;171.58325;190.34851;18.765266;90.141627;1.8883156;19.933869;5.9046035;19.798391;330.00000;45.616003;52.791951;7.1759480;86.407117;1.2563904;13.028860;3.9407117;7.9243508;86.407117;0.3286671
146;54.294887;30.318785;10.796407;29.318785;15.389239;2.6335180;14.001013;8.4015269;4.9285151;23.560920;13;3;0.5000000;1.1432198;40.644515;47.033208;0.3259231;7.5527958;19.798990;0.2287389;9057.0041;754.75035;216.94679;244.16057;27.213775;88.854148;2.0136834;19.512595;7.5523274;19.802668;0.0952656;10000.000;833.33333;99.761874;111.40968;11.647803;89.545071;1.4307888;8.7088501;3.2867572;19.798189;330.00000;45.615940;52.132614;6.5166732;87.499815;1.1891235;9.4583013;3.6498978;8.3470507;87.499815;0.3259231
147;45.606213;23.987545;10.087838;22.987545;9.7381569;3.1979018;10.694297;5.6716090;2.5192968;17.665381;5;7;0.5000000;1.5912727;60.391319;69.182636;0.2555789;17.623190;19.798990;0.1335570;36048.592;3004.0494;504.17768;566.02130;61.843629;89.073975;2.9921083;20.534201;17.624764;19.799544;0.1335414;10000.000;833.33333;139.84418;160.69612;20.851938;87.023994;3.4049574;17.744824;16.700813;5.8326576;330.00000;45.616109;57.702895;12.086786;79.053414;2.6535691;13.325083;13.615158;2.5122913;79.053414;0.2555789
148;58.908789;28.938497;10.275832;27.938497;12.931955;3.3692000;13.126948;8.3423529;4.4458837;22.811601;17;3;0.5000000;1.1432198;52.685629;60.011345;0.3756876;7.5527958;19.798990;0.2742609;7193.2869;599.44057;206.59506;234.99951;28.404454;87.912973;2.2094057;24.863207;7.5526467;19.799449;0.0261453;8773.6171;731.13476;24.021562;28.457499;4.4359362;84.412066;0.5136147;2.9633022;0.8311702;19.798321;330.00000;45.615947;51.012106;5.3961589;89.421807;1.0776030;10.785913;3.0597284;9.7849707;89.421807;0.3756876
149;53.124039;23.957971;15.766332;22.957971;9.6675595;3.2226383;10.673326;5.0110130;2.9467168;16.989998;6;4;0.5000000;1.2810124;54.074684;62.934783;0.3926856;10.070394;19.798990;0.1501174;19510.969;1625.9141;306.71735;334.79327;28.075923;91.613953;1.0253417;14.197578;10.070343;19.799067;0.1501170;10000.000;833.33333;157.20218;175.14999;17.947807;89.752893;1.3014461;13.200262;9.8943962;10.497511;330.00000;45.615920;53.870549;8.2546283;84.676918;0.9480382;9.1111762;7.2068944;4.3683720;84.676918;0.3926856
150;53.864695;26.770324;34.702570;25.770324;14.098922;2.0113692;12.382320;9.4145079;3.6937802;22.799670;9;6;0.5000000;1.5911023;44.817981;51.203108;0.7205922;15.105592;19.798990;0.8638920;4484.1574;373.67978;405.66627;456.45677;50.790496;88.872879;3.1006123;28.228573;15.081178;19.833583;0.0835229;5555.4002;462.95002;48.590285;56.767976;8.1776910;85.594535;0.7255838;3.3534014;1.6585528;19.798126;330.00000;45.616062;51.248425;5.6323624;89.009687;0.8632616;4.2076157;2.0749353;14.227558;89.009687;0.7205922
151;45.711919;24.372711;10.272384;23.372711;12.283791;2.0626438;11.170694;6.5277030;4.2829108;18.714058;5;3;0.5000000;1.1432198;27.955073;34.394403;0.2244905;7.5527958;19.798990;0.0570597;36301.841;3025.1534;216.91350;254.65521;37.741707;85.179291;0.6840947;10.484408;7.5520404;19.798853;0.0570662;10000.000;833.33333;59.759614;69.738146;9.9785321;85.691429;1.0559235;8.6372451;6.9697598;5.8429920;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.2244905
152;45.800071;21.859461;18.622167;20.859461;8.0320181;3.2909413;9.6069951;7.5534665;2.7571368;18.483197;6;7;0.5000000;1.5912727;52.186744;59.749664;0.3622028;17.623190;19.798990;0.2750743;17151.772;1429.3144;494.06911;538.25153;44.182420;91.791492;2.3063428;27.046854;17.623116;19.799057;0.2750759;10000.000;833.33333;288.05880;320.60850;32.549696;89.847526;2.6590719;25.723092;17.410939;11.800899;330.00000;45.616012;51.263018;5.6470066;88.984249;1.0962867;10.934588;7.0019630;4.3010631;88.984249;0.3622028
153;59.247162;21.202112;22.184940;20.202112;9.5790124;2.2826765;9.5303867;14.847732;4.8867411;25.448787;27;3;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
154;58.887881;28.337705;23.849007;27.337705;12.571890;3.3346640;12.835187;8.3697790;2.0283241;22.538632;8;5;0.5000000;1.4332604;30.786992;35.890806;0.5955373;12.587993;19.798990;0.3690006;9749.6498;812.47082;376.74255;427.60756;50.865013;88.104744;16.338007;7.8756575;12.587926;19.799031;0.2438057;10000.000;833.33333;255.31268;292.59663;37.283954;87.257559;11.663064;5.2940187;8.5682542;19.798803;330.00000;45.616126;53.691733;8.0756070;84.959310;5.3684263;2.6275214;3.9138797;7.9031427;84.959310;0.5955373
155;46.835253;28.707961;14.513188;27.707961;13.260403;3.1226416;13.073320;5.1229422;3.7473943;19.476923;10;3;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
156;45.581082;21.755414;10.114488;20.755414;10.520739;2.0094212;9.8753515;7.0564862;3.6285244;17.934193;12;3;0.5000000;1.1432198;59.461682;68.195805;0.2506189;7.5527958;19.798990;0.1284665;15633.381;1302.7818;210.31557;233.21142;22.895842;90.182367;1.9199864;25.787361;7.5527741;19.798991;0.1284665;10000.000;833.33333;134.52980;154.24481;19.715012;87.218363;2.1895572;24.525966;7.4991520;13.052871;330.00000;45.615937;58.667720;13.051783;77.753042;1.7088064;19.101319;6.3818926;5.6155167;77.753042;0.2506189
157;51.085756;21.253720;10.116693;20.253720;9.8118024;2.1847130;9.5806816;10.337275;2.0008610;20.964135;29;3;0.5000000;1.1432198;60.213733;67.583121;0.3364439;7.5527958;19.798990;0.2508296;5952.5364;496.04470;156.35416;197.90995;41.555790;79.002677;27.194067;40.124428;7.5533933;19.799876;0.0260970;8201.3662;683.44718;22.413306;26.816435;4.4031285;83.580485;7.2380859;1.4834349;0.7693449;19.797290;330.00000;45.636516;52.691788;7.0552722;86.610300;9.3497971;19.139859;2.8848246;11.042351;86.610300;0.3364439
158;47.812441;23.403352;13.380857;22.403352;8.7436845;3.4864977;10.330051;7.7977368;2.6774791;19.499413;6;8;0.5000000;1.7525822;52.469434;59.828921;0.3248476;20.140789;19.798990;0.2424785;21868.443;1822.3703;555.28989;609.12262;53.832732;91.162250;3.8378579;28.128467;20.140673;19.799077;0.2424844;10000.000;833.33333;253.92905;286.38281;32.453762;88.667699;4.1435966;26.182822;19.700133;9.3525625;330.00000;45.616075;52.358109;6.7420342;87.123228;1.7191877;12.574413;8.9281368;3.4655198;87.123228;0.3248476
159;45.765631;24.316301;32.544589;23.316301;12.051143;2.1588218;11.118445;5.7041238;4.6918121;17.862274;5;4;0.5000000;1.2810124;51.797232;60.910796;0.5187837;10.070394;19.798990;0.2668120;11175.738;931.31154;312.25561;337.57817;25.322554;92.498758;1.0192018;12.185138;10.068653;19.803388;0.2668593;10000.000;833.33333;279.45439;303.26993;23.815539;92.147082;1.2013348;11.930341;10.050878;17.805285;330.00000;45.615957;50.201472;4.5855155;90.865775;0.5593751;4.9620685;4.1860504;6.9440716;90.865775;0.5187837
160;57.225622;34.086360;35.138639;33.086360;18.756889;2.2952552;15.969366;6.5260241;2.9899791;23.569204;11;4;0.5000000;1.2810124;47.313691;54.295874;0.8169761;10.070394;19.798990;0.8808460;3241.8573;270.15478;299.03534;341.22940;42.194065;87.634693;12.985849;8.9113458;10.073658;19.794785;0.0862123;3642.4332;303.53610;32.884362;40.138165;7.2538028;81.927916;1.7018633;1.0972897;1.1715908;19.798181;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.8169761
161;59.043700;21.898155;38.509026;20.898155;10.606307;2.0176162;9.9446734;14.916097;4.9356365;25.865175;29;3;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
162;48.329588;24.656221;10.611784;23.656221;9.6210259;3.4952804;10.954291;7.9819907;3.3471862;20.310101;9;5;0.5000000;1.4332604;50.024490;57.238959;0.2850583;12.587993;19.798990;0.1973597;16911.077;1409.2565;349.50897;385.63855;36.129582;90.631232;2.2458235;26.702214;12.587939;19.799054;0.1973608;10000.000;833.33333;206.67579;234.25195;27.576161;88.227991;2.5804937;25.269837;12.433445;12.028612;330.00000;45.615955;53.683376;8.0674213;84.972217;1.4342206;14.193167;6.9130059;4.6192888;84.972217;0.2850583
163;45.015344;22.415998;10.034183;21.415998;9.4783166;2.7665554;10.016360;7.5505513;2.6177392;18.758550;13;3;0.5000000;1.1432198;46.256989;53.253778;0.2406158;7.5527958;19.798990;0.1414782;14042.508;1170.2090;208.04760;234.95770;26.910101;88.546832;2.9425966;24.901586;7.5527135;19.801755;0.1414801;10000.000;833.33333;148.15756;170.88183;22.724264;86.701767;3.3703366;23.712948;7.4833434;14.399468;330.00000;45.616161;57.403535;11.787374;79.465770;2.3697426;17.254241;5.7563976;6.0200535;79.465770;0.2406158
164;59.179106;30.796963;26.623539;29.796963;14.090400;3.4537154;14.035053;10.242193;3.1881268;25.640675;16;5;0.5000000;1.4332604;47.725471;53.880771;0.7108405;12.587993;19.798990;1.1145099;2846.4762;237.20635;332.21567;392.47148;60.255808;84.647086;14.241544;24.607610;12.588055;19.799099;0.1123640;3443.1874;286.93228;40.515076;46.458018;5.9429429;87.207929;1.1525166;3.6518645;1.3581829;19.798256;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.7108405
165;57.833292;31.464287;15.854506;30.464287;15.545683;2.9644037;14.491043;5.8317873;3.5943754;21.563931;7;4;0.5000000;1.2810124;41.113709;48.103381;0.4489530;10.070394;19.798990;0.2498798;11773.090;981.09085;308.07055;337.64833;29.577778;91.240064;1.9791827;12.143931;10.071359;19.799118;0.2498533;10000.000;833.33333;261.64580;287.97582;26.330012;90.856867;2.1943772;11.787338;10.025496;16.941249;330.00000;45.615968;51.077139;5.4611714;89.307993;1.0325722;5.2060661;4.4524843;6.6444519;89.307993;0.4489530
