Topology::Stator::Outer diameter (mm);Topology::Stator::Inner diameter (mm);Topology::Stator::Length (mm);Topology::Rotor::Outer diameter (mm);Topology::Rotor::Inner diameter (mm);Magnet::TM (mm);Magnet::R (mm);Slot::HS (mm);Slot::WT (mm);Slot::R (mm);Winding::Coil - Conductor::No. turns per coil (1);Winding::Coil - Conductor::No. wires in hand (1);Topology::Airgap::Length (mm);Winding::Coil - Conductor::Conductor diameter (mm);Winding::Fill factors::Gross (%);Winding::Fill factors::Net (%);Masses::Total (kg);Inputs::Max. line current, rms (A);Inputs::Max. Line-Line voltage, rms (V);Base speed::Mechanical torque (N.m);Base speed::Speed (rpm);Base speed::Electrical frequency (Hz);Base speed::Mechanical power (W);Base speed::Machine electrical power (W);Base speed::Machine total losses (W);Base speed::Machine efficiency (%);Base speed::Control angle (deg);Base speed::Phase angle (deg);Base speed::Line current, rms (A);Base speed::Line-Line voltage, rms (V);Maximum speed::Mechanical torque (N.m);Maximum speed::Speed (rpm);Maximum speed::Electrical frequency (Hz);Maximum speed::Mechanical power (W);Maximum speed::Machine electrical power (W);Maximum speed::Machine total losses (W);Maximum speed::Machine efficiency (%);Maximum speed::Control angle (deg);Maximum speed::Phase angle (deg);Maximum speed::Line current, rms (A);Maximum speed::Line-Line voltage, rms (V);User work. pt.::Electrical frequency (Hz);User work. pt.::Mechanical power (W);User work. pt.::Machine electrical power (W);User work. pt.::Machine total losses (W);User work. pt.::Machine efficiency (%);User work. pt.::Control angle (deg);User work. pt.::Phase angle (deg);User work. pt.::Line current, rms (A);User work. pt.::Line-Line voltage, rms (V);Post Process;Comment
1402; 55.828032; 23.557000; 25.029378; 22.557000; 9.0429514; 3.3917385; 10.430565; 10.132560; 3.2519645; 21.911060;6;5; 0.5000000; 1.4332604; 23.573268; 28.224214; 0.5403194; 12.587993; 19.798990; 0.2902005; 12155.857; 1012.9881; 369.41315; 407.07980; 37.666646; 90.747110; 1.4538740; 19.434558; 12.587936; 19.799053; 0.0277544; 13506.124; 1125.5103; 39.254600; 58.119470; 18.864870; 67.541221; 0.6664440; 2.3881163; 1.6966341; 19.797960; 330.00000; 45.616020; 51.420630; 5.8046091; 88.711517; 0.7885367; 7.4122798; 4.8209518; 6.1958651;1;
1403; 58.828032; 33.077000; 19.029377; 32.077000; 17.045025; 2.7907014; 15.340824; 9.0910036; 4.2775469; 25.629503;9;4; 0.5000000; 1.2810124; 27.285114; 32.106833; 0.4998001; 10.070394; 19.798990; 0.4098468; 6943.2264; 578.60220; 297.99671; 332.48842; 34.491717; 89.626190; 2.2571905; 15.680599; 10.070358; 19.799043; 0.0402618; 7678.8855; 639.90712; 32.375792; 45.573955; 13.198164; 71.040118; 0.8618189; 1.6993539; 1.3298237; 19.798229; 330.00000; 45.616181; 51.869646; 6.2534652; 87.943883; 0.8713969; 4.4919305; 2.8493560; 10.525894;1;
1404; 59.428032; 30.221000; 29.829377; 29.221000; 15.244058; 2.6711854; 13.942703; 8.9103967; 2.9989418; 24.020897;6;6; 0.5000000; 1.5911023; 26.461842; 31.164104; 0.7057573; 15.105592; 19.798990; 0.5514641; 7941.3019; 661.77516; 458.60375; 505.40114; 46.797389; 90.740545; 7.3089991; 12.662550; 15.105540; 19.799048; 0.0554170; 8555.1591; 712.92993; 49.647792; 70.268560; 20.620768; 70.654347; 1.4707936; 1.3943820; 2.0498288; 19.798232; 330.00000; 45.615492; 52.862713; 7.2472203; 86.290487; 2.2207545; 2.2867084; 3.2588966; 9.3380449;1;
1405; 59.068032; 27.174600; 29.349377; 26.174600; 12.324638; 3.0428950; 12.326576; 11.018761; 3.7661048; 24.606061;8;6; 0.5000000; 1.5911023; 30.941637; 35.915895; 0.6983643; 15.105592; 19.798990; 0.6709015; 6028.3667; 502.36389; 423.53281; 470.01880; 46.485986; 90.109760; 2.9544304; 24.871673; 15.115334; 19.788457; 0.0647705; 7136.2972; 594.69144; 48.403701; 60.195205; 11.791505; 80.411223; 0.7294869; 2.9621965; 1.7581163; 19.797657; 330.00000; 45.616151; 51.578194; 5.9620430; 88.440768; 0.8629295; 4.6407685; 2.6575628; 11.166128;1;
1406; 59.668032; 24.318600; 10.149377; 23.318600; 10.523670; 2.9233790; 10.928455; 10.838154; 2.4874997; 22.997454;5;8; 0.5000000; 1.7525822; 24.642597; 29.023931; 0.3457005; 20.140789; 19.798990; 0.1462920; 35443.061; 2953.5884; 542.97557; 633.64662; 90.671059; 85.690595; 6.1180397; 23.466017; 20.142475; 19.799722; 0.0120896; 39289.243; 3274.1036; 49.741104; 132.43674; 82.695638; 37.558387; 2.4166458; 3.7147223; 3.8701684; 19.797258; 330.00000; 45.617103; 57.658170; 12.041067; 79.116460; 4.7024721; 13.867177; 13.782374; 2.4794115;1;
1407; 50.788032; 28.507400; 18.309376; 27.507400; 14.165897; 2.5982659; 13.104133; 7.2535499; 3.9282915; 21.507250;11;4; 0.5000000; 1.2810124; 53.132535; 60.703291; 0.4206662; 10.070394; 19.798990; 0.4086666; 6746.6462; 562.22052; 288.72589; 321.28674; 32.560853; 89.865485; 2.0864514; 21.533683; 10.059867; 19.822798; 0.0395669; 7821.0331; 651.75276; 32.405975; 39.759311; 7.3533359; 81.505374; 0.7268131; 2.3341238; 1.1606525; 19.798109; 330.00000; 45.616059; 50.101991; 4.4859324; 91.046399; 0.9406634; 6.1963762; 2.7895874; 10.413475;1;
1408; 57.652032; 26.298760; 31.461377; 25.298760; 11.972503; 2.9061628; 11.922839; 8.1934759; 3.2871001; 21.342856;18;3; 0.5000000; 1.1432198; 53.416125; 60.703338; 0.7696158; 7.5527958; 19.798990; 0.7843648; 2364.7711; 197.06426; 194.23873; 236.57959; 42.340855; 82.102913; 3.8929742; 24.034981; 7.5612191; 19.779552; 0.0760214; 3060.9815; 255.08179; 24.368297; 27.122546; 2.7542492; 89.845167; 0.4998272; 3.1081547; 0.7921472; 19.798923; 330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;
1409; 59.452032; 41.530760; 33.861377; 40.530760; 23.571327; 2.5467504; 19.628692; 5.1170246; 2.8059368; 25.882404;7;8;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;1;
1410; 54.412032; 22.681160; 27.141378; 21.681160; 8.6908159; 3.2550062; 10.026828; 7.3072752; 2.7729598; 18.647855;16;3; 0.5000000; 1.1432198; 60.779100; 69.044871; 0.6279858; 7.5527958; 19.798990; 0.4935850; 3836.0227; 319.66856; 198.27671; 233.25209; 34.975382; 85.005330; 2.9981155; 25.783751; 7.5535479; 19.799651; 0.0504110; 4864.2344; 405.35286; 25.678437; 28.804223; 3.1257863; 89.148167; 0.4336731; 3.4294670; 0.8415859; 19.797999; 330.00000; 45.616070; 49.519508; 3.9034378; 92.117374; 0.7908153; 7.0036005; 1.7333516; 16.560088;1;
1411; 58.012032; 29.345160; 31.941377; 28.345160; 14.891922; 2.5344532; 13.538967; 6.0851117; 2.5199371; 20.757692;16;3; 0.5000000; 1.1432198; 62.282782; 70.751633; 0.7990012; 7.5527958; 19.798990; 0.7361873; 2789.0386; 232.41989; 215.01633; 254.14098; 39.124649; 84.605139; 14.089038; 11.198463; 7.5535136; 19.799399; 0.0735133; 3259.9116; 271.65930; 25.095763; 29.141550; 4.0457871; 86.116775; 2.3621261; 0.8653930; 0.8516172; 19.798111; 330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;
1412; 59.212032; 23.633160; 23.541377; 22.633160; 11.291715; 2.2945569; 10.742941; 13.189267; 3.3173788; 25.005847;8;6; 0.5000000; 1.5911023; 24.835148; 29.125939; 0.5637472; 15.105592; 19.798990; 0.4388126; 8676.8013; 723.06677; 398.71936; 444.36892; 45.649564; 89.727102; 3.4783926; 30.938477; 15.107052; 19.799749; 0.0442910; 10773.961; 897.83010; 49.971224; 66.155524; 16.184300; 75.535981; 1.1546769; 4.0150838; 1.9343343; 19.795791; 330.00000; 45.616262; 51.201748; 5.5854860; 89.091220; 1.1971711; 8.8532892; 3.9056632; 7.6184199;1;
1413; 51.532032; 22.109960; 23.301376; 21.109960; 8.3337334; 3.2295475; 9.7475930; 6.7088190; 2.5556123; 17.763799;7;5; 0.5000000; 1.4332604; 50.168632; 57.788014; 0.4966076; 12.587993; 19.798990; 0.2934829; 11963.804; 996.98370; 367.68909; 401.44194; 33.752852; 91.592096; 2.1479042; 21.571278; 12.587957; 19.799015; 0.0275613; 13535.402; 1127.9502; 39.066100; 51.776972; 12.710872; 75.450724; 0.5376459; 2.5819156; 1.5117442; 19.797881; 330.00000; 45.616110; 50.731085; 5.1149752; 89.917473; 0.9487870; 8.2888780; 4.7471767; 6.2191412;1;
1414; 51.076032; 21.424520; 36.693376; 20.424520; 9.1017777; 2.6007253; 9.5620785; 9.0599325; 3.3854914; 19.772192;10;3; 0.5000000; 1.1432198; 31.877999; 37.676499; 0.6449457; 7.5527958; 19.798990; 0.3847770; 5295.0724; 441.25603; 213.35832; 242.28929; 28.930972; 88.059327; 1.1242949; 20.728945; 7.5400689; 19.836492; 0.0391734; 6219.3841; 518.28201; 25.513317; 30.735338; 5.2220211; 83.009716; 0.4346938; 2.5344805; 0.8973624; 19.798017; 330.00000; 45.615979; 50.303404; 4.6874250; 90.681694; 0.6773559; 6.4745444; 2.2291452; 13.097537;1;
1415; 55.876032; 22.376520; 33.093378; 21.376520; 8.6992196; 3.1420044; 9.9027587; 10.011186; 3.2206065; 21.199445;6;9; 0.5000000; 1.9173307; 45.271962; 51.765847; 0.7469945; 22.658387; 19.798990; 0.6605576; 8594.6623; 716.22186; 594.52223; 649.65055; 55.128317; 91.514158; 2.9239121; 33.271116; 22.658348; 19.798976; 0.0626759; 10902.875; 908.57295; 71.560010; 86.119595; 14.559585; 83.093761; 0.6324562; 4.1453274; 2.5183700; 19.797505; 330.00000; 45.616071; 50.153588; 4.5375171; 90.952757; 0.7827283; 6.5086466; 3.9194126; 7.3699358;1;
1416; 57.796032; 22.757320; 25.653377; 21.757320; 10.939579; 2.1578246; 10.339204; 10.363982; 2.8383741; 21.742642;18;4; 0.5000000; 1.2810124; 52.886300; 59.777131; 0.6695242; 10.070394; 19.798990; 0.6787392; 3231.9985; 269.33321; 229.72205; 280.15193; 50.429884; 81.999095; 9.7012433; 35.782753; 10.070489; 19.799115; 0.0667949; 4588.3513; 382.36261; 32.094330; 35.763902; 3.6695721; 89.739453; 0.6977413; 5.3807209; 1.0442013; 19.798222; 330.00000; 45.616631; 49.715127; 4.0984961; 91.756038; 1.2389084; 8.2701976; 1.6565992; 17.395453;1;
1417; 55.996032; 31.325320; 23.253378; 30.325320; 16.339026; 2.5181012; 14.533135; 5.9750641; 2.9648855; 21.637724;5;7; 0.5000000; 1.5912727; 46.374238; 53.624197; 0.5735309; 17.623190; 19.798990; 0.4317511; 12040.442; 1003.3701; 544.38289; 594.00709; 49.624193; 91.645858; 8.0696441; 10.625672; 17.621517; 19.802954; 0.0438594; 12766.888; 1063.9074; 58.637613; 85.497939; 26.860326; 68.583657; 1.6627195; 1.0994087; 2.4934849; 19.798389; 330.00000; 45.615105; 51.180358; 5.5652538; 89.126192; 2.7660509; 2.3274164; 4.6658369; 6.3341987;1;
1418; 59.596032; 37.989320; 28.053378; 36.989320; 19.538404; 3.2984123; 17.670057; 7.2875311; 2.3572108; 26.282191;7;9; 0.5000000; 1.9173307; 49.952622; 56.734101; 0.7600762; 22.658387; 19.798990; 0.8764289; 7418.7794; 618.23162; 680.89124; 766.09100; 85.199761; 88.878637; 19.940201; 9.6061710; 22.660408; 19.799370; 0.0734648; 7801.2645; 650.10537; 60.016801; 100.61700; 40.600199; 59.648768; 2.9841050; 0.4258222; 2.9133148; 19.799788; 330.00000; 45.621624; 60.005493; 14.383869; 76.029080; 4.2214763;-0.1720716; 3.3706906; 10.135011;1;
1419; 51.436032; 24.470920; 37.173376; 23.470920; 12.021197; 2.2290157; 11.178206; 6.9515683; 2.6183284; 19.187028;8;3; 0.5000000; 1.1432198; 29.873211; 35.620815; 0.6617767; 7.5527958; 19.798990; 0.3623520; 5935.8860; 494.65717; 225.23965; 252.48147; 27.241815; 89.210370; 2.4635154; 12.915402; 7.5535326; 19.799224; 0.0366488; 6546.4457; 545.53714; 25.124328; 33.408488; 8.2841602; 75.203427; 0.5559427; 1.5947825; 0.9748003; 19.798453; 330.00000; 45.616042; 51.400984; 5.7849418; 88.745465; 0.9169998; 4.2305148; 2.3980434; 12.376853;1;
1420; 52.036032; 21.614920; 17.973377; 20.614920; 10.220229; 2.1094997; 9.7800849; 6.7709613; 4.3397233; 17.578421;5;5; 0.5000000; 1.4332604; 53.540031; 62.492331; 0.4187045; 12.587993; 19.798990; 0.1567087; 23073.716; 1922.8097; 378.65110; 407.90008; 29.248981; 92.829376; 1.1406592; 19.107805; 12.586990; 19.800911; 0.0160807; 25278.128; 2106.5107; 42.567562; 57.882803; 15.315241; 73.540948; 0.5005562; 2.4061631; 1.6897493; 19.798028; 330.00000; 45.615916; 54.048165; 8.4322490; 84.398640; 0.9846587; 11.873164; 8.6742068; 3.6747005;1;
1421; 58.156032; 25.803720; 26.133378; 24.803720; 10.858998; 3.2861150; 11.580331; 8.2556182; 2.0712111; 21.157478;16;4; 0.5000000; 1.2810124; 54.358118; 61.475928; 0.6838052; 10.070394; 19.798990; 0.6389376; 4134.8439; 344.57033; 276.65988; 324.21971; 47.559828; 85.330988; 17.884531; 20.182093; 10.071296; 19.799570; 0.0640946; 4858.0483; 404.83736; 32.607081; 38.893882; 6.2868009; 83.836016; 4.6011728; 0.5903971; 1.1403782; 19.797823; 330.00000; 45.611430; 51.357142; 5.7457120; 88.812243; 6.7563677; 1.2743084; 1.8029587; 16.375148;1;
1422; 59.956032; 41.035720; 28.533378; 40.035720; 22.457823; 2.9267026; 19.286184; 5.1791669; 4.5900477; 25.697027;5;9;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;1;
1423; 52.900032; 24.166280; 13.125376; 23.166280; 12.029601; 2.1160138; 11.054136; 9.6554786; 3.0659751; 21.738618;23;3; 0.5000000; 1.1432198; 55.491723; 62.690641; 0.3824838; 7.5527958; 19.798990; 0.3625162; 4611.4499; 384.28749; 175.06265; 212.09525; 37.032595; 82.539639; 7.0643303; 35.040429; 7.5414884; 19.830927; 0.0361545; 6494.6170; 541.21808; 24.589193; 28.210201; 3.6210082; 87.164188; 1.0224775; 4.9463043; 0.8243521; 19.797430; 330.00000; 45.616153; 50.462449; 4.8462957; 90.396234; 1.8908730; 13.723716; 2.2966124; 13.024075;1;
1424; 55.420032; 21.691080; 16.485378; 20.691080; 9.4672639; 2.5131822; 9.7172443; 12.362299; 4.0504856; 23.207839;9;8; 0.5000000; 1.7525822; 50.958051; 57.840500; 0.4755997; 20.140789; 19.798990; 0.4196549; 9573.7836; 797.81530; 420.73096; 471.97934; 51.248384; 89.141816; 4.0328781; 46.906350; 20.126053; 19.817108; 0.0422392; 15110.859; 1259.2382; 66.839538; 79.932055; 13.092517; 83.620442; 1.2599416; 7.0018309; 2.3493003; 19.792205; 330.00000; 45.616649; 50.183306; 4.5666573; 90.900047; 1.2961539; 16.116743; 5.3148298; 5.6589854;1;
1425; 57.340032; 22.071880; 39.045377; 21.071880; 8.7076234; 3.0290025; 9.7786892; 12.715096; 3.6665248; 23.751035;14;3; 0.5000000; 1.1432198; 25.974936; 30.629485; 0.7887672; 7.5527958; 19.798990; 0.5971414; 3045.7800; 253.81500; 190.46025; 229.52185; 39.061597; 82.981316; 2.0360777; 27.618734; 7.5487208; 19.812270; 0.0574318; 4002.4272; 333.53560; 24.071575; 28.242220; 4.1706451; 85.232588; 0.5115803; 3.5342058; 0.8253256; 19.798219; 330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;
1426; 55.540032; 30.639880; 36.645378; 29.639880; 14.107070; 3.3892790; 13.972620; 8.3261776; 3.7947645; 23.646117;8;4; 0.5000000; 1.2810124; 28.321816; 33.431381; 0.7421236; 10.070394; 19.798990; 0.6487640; 4416.2843; 368.02369; 300.03532; 335.47925; 35.443927; 89.434838; 2.0117578; 13.753723; 10.069922; 19.802273; 0.0623112; 4905.6498; 408.80415; 32.010419; 41.112758; 9.1023388; 77.860063; 0.5354871; 1.5021889; 1.1995583; 19.798532; 330.00000; 45.615850; 53.070571; 7.4547212; 85.953192; 0.6815030; 2.5186801; 1.8922362; 16.138583;1;
1427; 49.060032; 23.404680; 28.005376; 22.404680; 10.549746; 2.5839412; 10.556355; 7.6825698; 2.5086300; 19.384910;14;3; 0.5000000; 1.1432198; 45.824525; 52.641885; 0.5144111; 7.5527958; 19.798990; 0.4556999; 4357.0385; 363.08654; 207.92131; 240.86145; 32.940139; 86.324030; 4.8172046; 21.595780; 7.5528759; 19.801239; 0.0444328; 5227.5233; 435.62694; 24.323599; 29.105853; 4.7822537; 83.569443; 0.7394035; 2.6887316; 0.8496667; 19.798149; 330.00000; 45.616104; 50.442547; 4.8264433; 90.431801; 1.2957191; 6.1659644; 1.8932813; 15.439367;1;
1428; 53.260032; 27.212680; 13.605377; 26.212680; 11.949020; 3.2443042; 12.295264; 7.5471145; 2.2988120; 21.153454;21;3; 0.5000000; 1.1432198; 60.450191; 68.232599; 0.3922566; 7.5527958; 19.798990; 0.3623217; 5464.4112; 455.36760; 207.33201; 243.13754; 35.805523; 85.273552; 16.125133; 20.198529; 7.5528040; 19.799061; 0.0354140; 6468.2917; 539.02430; 23.987973; 29.367551; 5.3795783; 81.681897; 4.6505131; 0.2580821; 0.8588613; 19.797445; 330.00000; 45.614506; 50.952705; 5.3381998; 89.523226; 8.3680603; 4.1894313; 2.2935601; 12.791333;1;
1429; 59.260032; 22.452680; 31.605376; 21.452680; 10.949711; 2.0439585; 10.215350; 10.533262; 3.6406728; 21.759602;5;9; 0.5000000; 1.9173307; 37.244365; 43.133184; 0.7777412; 22.658387; 19.798990; 0.5230308; 11212.417; 934.36812; 614.12268; 665.41942; 51.296734; 92.291067; 2.5135625; 31.099725; 22.657397; 19.802460; 0.0502866; 13748.331; 1145.6942; 72.398767; 90.923132; 18.524366; 79.626345; 0.7316224; 3.8309272; 2.6580717; 19.796813; 330.00000; 45.615985; 50.201078; 4.5850926; 90.866546; 0.8827871; 7.2862454; 4.9005200; 5.9116527;1;
1430; 55.780032; 24.737480; 16.965378; 23.737480; 12.386683; 2.1414726; 11.333372; 10.253935; 3.2833225; 22.622675;7;8; 0.5000000; 1.7525822; 41.372866; 47.347140; 0.4604965; 20.140789; 19.798990; 0.3909573; 12956.822; 1079.7351; 530.46460; 580.39068; 49.926087; 91.397848; 4.0320162; 32.840543; 20.131392; 19.811246; 0.0384708; 16151.287; 1345.9406; 65.067973; 85.762963; 20.694990; 75.869549; 1.1941237; 4.1865584; 2.5079657; 19.795514; 330.00000; 45.616240; 50.484773; 4.8685329; 90.356433; 1.3271522; 10.286264; 5.7085508; 5.1731428;1;
1431; 52.208832; 22.125192; 35.003776; 21.125192; 10.583140; 2.1102840; 10.035025; 9.8270865; 4.2977648; 20.889682;7;6; 0.5000000; 1.5911023; 45.392446; 52.438103; 0.6883766; 15.105592; 19.798990; 0.5362314; 7238.2793; 603.18994; 406.45851; 448.52381; 42.065294; 90.621391; 2.0662489; 30.034689; 15.091367; 19.820825; 0.0509161; 8985.1220; 748.76017; 47.907927; 56.444169; 8.5362419; 84.876663; 0.6114829; 3.5085592; 1.6494615; 19.798186; 330.00000; 45.616042; 49.841532; 4.2254903; 91.522150; 0.7724105; 7.0219921; 3.1983492; 9.0001911;1;
1432; 52.328832; 31.073992; 25.163776; 30.073992; 15.222947; 2.9863808; 14.290401; 5.7909652; 4.0420438; 21.327961;7;3; 0.5000000; 1.1432198; 33.390461; 39.887968; 0.5148984; 7.5527958; 19.798990; 0.2951941; 7486.7850; 623.89875; 231.43639; 255.66382; 24.227431; 90.523716; 1.0289110; 9.2565300; 7.5510882; 19.805788; 0.0293882; 8002.1760; 666.84800; 24.626935; 34.623564; 9.9966292; 71.127672; 0.4643625; 0.9846126; 1.0099756; 19.798748; 330.00000; 45.615988; 51.093360; 5.4773719; 89.279680; 0.5553966; 3.4824986; 2.8979805; 10.188422;1;
1433; 55.448832; 25.742792; 39.323778; 24.742792; 10.859642; 3.2640331; 11.555388; 8.3171785; 3.7479492; 21.188574;15;3; 0.5000000; 1.1432198; 47.782612; 54.763006; 0.8426434; 7.5527958; 19.798990; 0.7988928; 2392.0418; 199.33681; 200.11789; 240.69671; 40.578821; 83.141098; 2.0321355; 21.691255; 7.5493392; 19.810669; 0.0811675; 3009.4930; 250.79108; 25.580219; 28.478416; 2.8981972; 89.823180; 0.4136594; 2.7732899; 0.8316218; 19.798440; 330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;
1434; 59.048832; 32.406792; 14.123778; 31.406792; 17.060748; 2.5434800; 15.067526; 7.0950151; 3.4949265; 23.298411;15;4; 0.5000000; 1.2810124; 62.113684; 70.159624; 0.4712558; 10.070394; 19.798990; 0.4932847; 5497.1388; 458.09490; 283.96380; 320.95863; 36.994830; 88.473645; 7.9235627; 21.633398; 10.080342; 19.775626; 0.0485247; 6443.0448; 536.92040; 32.740318; 38.393226; 5.6529083; 85.276288; 0.9653908; 2.7250557; 1.1200725; 19.798174; 330.00000; 45.615945; 49.924423; 4.3084778; 91.370000; 1.8175475; 5.6335515; 2.3072114; 12.512203;1;
1435; 55.088832; 22.696392; 38.843778; 21.696392; 10.940223; 2.1357428; 10.314260; 10.425543; 4.5151123; 21.773739;17;3; 0.5000000; 1.1432198; 50.544475; 57.889792; 0.8330879; 7.5527958; 19.798990; 0.7538830; 2234.5659; 186.21383; 176.41103; 221.68050; 45.269471; 79.578957; 2.7528887; 31.144527; 7.5529379; 19.799322; 0.0776057; 3182.2740; 265.18950; 25.861865; 28.344888; 2.4830231; 91.239962; 0.5129494; 4.4284702; 0.8292499; 19.797727; 330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;
1436; 58.832832; 25.818952; 37.835778; 24.818952; 13.108405; 2.1668515; 11.867763; 11.373886; 3.8133635; 24.283362;17;4; 0.5000000; 1.2810124; 44.196821; 50.272681; 0.8962666; 10.070394; 19.798990; 1.1418739; 1932.6639; 161.05532; 231.10167; 290.37691; 59.275245; 79.586791; 4.0927003; 32.788685; 10.047854; 19.845677; 0.1125291; 2781.3459; 231.77882; 32.775445; 36.189750; 3.4143050; 90.565547; 0.7004841; 4.5108359; 1.0584842; 19.798933; 330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;
1437; 59.432832; 22.962952; 18.635778; 21.962952; 11.307437; 2.0473354; 10.469642; 11.193279; 2.5347584; 22.674755;14;6; 0.5000000; 1.5911023; 51.901445; 58.488574; 0.5713184; 15.105592; 19.798990; 0.5372294; 6133.9257; 511.16047; 345.08568; 399.33175; 54.246077; 86.415787; 19.480137; 39.594909; 15.105591; 19.799022; 0.0547380; 8149.6733; 679.13944; 46.715118; 54.431189; 7.7160710; 85.824173; 0.0029488; 7.4390396; 1.6058290; 19.798198; 330.00000; 45.617705; 49.881256; 4.2635510; 91.452599; 0.3693599; 12.793348; 2.9316460; 10.053548;1;
1438; 59.552832; 31.911752; 38.795778; 30.911752; 15.947244; 2.9234322; 14.725018; 7.1571574; 2.2790374; 23.113033;13;4; 0.5000000; 1.2810124; 47.755384; 54.503098; 0.9509035; 10.070394; 19.798990; 0.9336756; 2977.8718; 248.15598; 291.15928; 341.84162; 50.682340; 85.173736; 18.588483; 8.2055660; 10.071297; 19.799422; 0.0933274; 3364.8554; 280.40462; 32.885475; 41.065466; 8.1799907; 80.080609; 1.6179049; 1.8942851; 1.1985224; 19.798578; 330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;
1439; 56.672832; 31.340552; 34.955778; 30.340552; 15.588433; 2.8988377; 14.445566; 9.0933317; 4.7070380; 24.763607;6;8; 0.5000000; 1.7525822; 40.938492; 47.041344; 0.7910531; 20.140789; 19.798990; 0.9599029; 5841.7370; 486.81142; 587.21603; 642.75817; 55.542137; 91.358782; 2.3948427; 21.485948; 20.141493; 19.800646; 0.0922908; 6666.2048; 555.51707; 64.426672; 79.761050; 15.334378; 80.774603; 0.7276466; 2.3164511; 2.3283803; 19.798094; 330.00000; 45.616001; 52.891161; 7.2751602; 86.245036; 0.6851245; 2.6673149; 2.5731540; 11.836466;1;
1440; 55.592832; 22.201352; 33.515779; 21.201352; 9.8267184; 2.5156950; 9.9717521; 10.487685; 3.2992232; 21.588361;16;4; 0.5000000; 1.2810124; 50.825987; 57.710468; 0.7560167; 10.070394; 19.798990; 0.7885639; 2775.6841; 231.30701; 229.21104; 281.05310; 51.842054; 81.554356; 4.0297429; 35.537133; 10.064367; 19.813858; 0.0767959; 4041.5492; 336.79576; 32.502332; 35.941028; 3.4386959; 90.432394; 0.5991156; 4.9349829; 1.0518888; 19.798649; 330.00000; 45.270684; 49.398034; 4.1273494; 91.644709; 0.8434230; 6.7759610; 1.4689689; 19.587348;1;
1441; 50.192832; 24.105352; 26.315776; 23.105352; 12.031109; 2.0934999; 11.029301; 8.4497236; 3.4191750; 20.502399;5;6; 0.5000000; 1.5911023; 31.594178; 37.276377; 0.4885113; 15.105592; 19.798990; 0.3126456; 13672.384; 1139.3653; 447.63622; 489.66042; 42.024200; 91.417685; 1.8307574; 19.062922; 15.107031; 19.799406; 0.0307089; 15063.771; 1255.3142; 48.442525; 70.773193; 22.330668; 68.447562; 0.8700488; 2.2088181; 2.0657496; 19.797996; 330.00000; 45.615993; 51.069719; 5.4537259; 89.321018; 0.8796118; 6.7225389; 5.3633316; 5.5170378;1;
