Topology::Stator::Outer diameter (mm);Topology::Stator::Inner diameter (mm);Topology::Stator::Length (mm);Topology::Rotor::Outer diameter (mm);Topology::Rotor::Inner diameter (mm);Magnet::TM (mm);Magnet::R (mm);Slot::HS (mm);Slot::WT (mm);Slot::R (mm);Winding::Coil - Conductor::No. turns per coil (1);Winding::Coil - Conductor::No. wires in hand (1);Topology::Airgap::Length (mm);Winding::Coil - Conductor::Conductor diameter (mm);Winding::Fill factors::Gross (%);Winding::Fill factors::Net (%);Masses::Total (kg);Inputs::Max. line current, rms (A);Inputs::Max. Line-Line voltage, rms (V);Base speed::Mechanical torque (N.m);Base speed::Speed (rpm);Base speed::Electrical frequency (Hz);Base speed::Mechanical power (W);Base speed::Machine electrical power (W);Base speed::Machine total losses (W);Base speed::Machine efficiency (%);Base speed::Control angle (deg);Base speed::Phase angle (deg);Base speed::Line current, rms (A);Base speed::Line-Line voltage, rms (V);Maximum speed::Mechanical torque (N.m);Maximum speed::Speed (rpm);Maximum speed::Electrical frequency (Hz);Maximum speed::Mechanical power (W);Maximum speed::Machine electrical power (W);Maximum speed::Machine total losses (W);Maximum speed::Machine efficiency (%);Maximum speed::Control angle (deg);Maximum speed::Phase angle (deg);Maximum speed::Line current, rms (A);Maximum speed::Line-Line voltage, rms (V);User work. pt.::Electrical frequency (Hz);User work. pt.::Mechanical power (W);User work. pt.::Machine electrical power (W);User work. pt.::Machine total losses (W);User work. pt.::Machine efficiency (%);User work. pt.::Control angle (deg);User work. pt.::Phase angle (deg);User work. pt.::Line current, rms (A);User work. pt.::Line-Line voltage, rms (V)
11;59.064000;32.319360;32.752001;31.319360;17.348219;2.3685191;15.067550;8.5648599;3.1434593;24.724540;14;6;0.5000000;1.5911023;62.781487;70.407189;0.8757800;15.105592;19.798990;1.4808242;2575.2976;214.60814;399.35538;469.44859;70.093213;85.069033;14.690680;25.057652;15.107005;19.799541;0.1473197;3110.6629;259.22191;47.989067;53.757619;5.7685517;89.269332;3.8959203;1.0401357;1.5680854;19.798612;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
12;52.584000;25.084160;24.112000;24.084160;10.790030;3.0636134;11.276177;9.1885672;3.1791345;21.730647;5;8;0.5000000;1.7525822;34.119490;39.676929;0.5051515;20.140789;19.798990;0.4050160;13731.718;1144.3098;582.40576;636.07886;53.673098;91.561880;2.5123738;22.934242;20.140689;19.798890;0.0414579;15493.518;1291.1265;67.264544;96.384946;29.120402;69.787396;1.0752221;2.8125916;2.8146103;19.797577;330.00000;45.615973;51.008390;5.3924168;89.428373;0.9356707;6.4859030;5.5748192;5.2913451
13;55.584000;34.604160;18.112002;33.604160;18.786919;2.4651690;16.185788;5.7509020;3.1407610;23.052982;14;3;0.5000000;1.1432198;55.542839;63.599678;0.4810503;7.5527958;19.798990;0.4514177;4762.5104;396.87587;225.13508;255.37363;30.238550;88.159095;11.022965;9.6269065;7.5501829;19.808172;0.0451643;5317.8261;443.15217;25.151138;31.551484;6.4003461;79.714596;1.5464113;1.1867941;0.9200997;19.798139;330.00000;45.614588;51.148136;5.5335486;89.181329;3.1436249;2.6169639;1.9562431;15.092044
14;59.904000;23.560960;23.872002;22.560960;10.826864;2.5011967;10.655181;10.312010;4.3534121;22.092490;10;3;0.5000000;1.1432198;27.898023;33.265579;0.6106266;7.5527958;19.798990;0.2835331;7299.7073;608.30894;216.73942;242.06196;25.322544;89.538817;1.1184820;20.865024;7.5412582;19.832634;0.0289098;8431.6126;702.63438;25.526069;31.566033;6.0399638;80.865623;0.4417059;2.5864762;0.9216507;19.797903;330.00000;45.615940;50.713328;5.0973878;89.948623;0.7726951;8.4562425;2.9754528;9.9291970
15;54.648000;21.923520;10.864001;20.923520;8.9974661;2.8310955;9.7539861;11.711871;2.3481761;22.673631;17;3;0.5000000;1.1432198;29.684505;34.437942;0.3145731;7.5527958;19.798990;0.1878155;9787.6147;815.63456;192.50275;223.37174;30.868990;86.180441;8.5849748;30.421866;7.5535413;19.799723;0.0189241;12218.933;1018.2444;24.214583;33.581909;9.3673267;72.106033;1.3726079;4.5898930;0.9816280;19.795030;330.00000;45.617432;55.129756;9.5123246;82.745571;3.9905129;18.600875;4.3204928;7.7564311
16;58.848000;25.731520;26.464000;24.731520;10.399333;3.4901622;11.493219;7.7744697;4.1712002;20.640230;12;4;0.5000000;1.2810124;61.203469;69.576506;0.7092778;10.070394;19.798990;0.5743770;4614.1377;384.51147;277.53400;314.18484;36.650839;88.334626;2.0031566;24.540491;10.070908;19.800496;0.0587792;5615.4372;467.95310;34.564919;38.319310;3.7543911;90.202352;0.4163414;3.0451241;1.1192843;19.798219;330.00000;45.615973;49.198864;3.5828914;92.717532;0.6384050;5.4141348;1.9926857;14.238345
17;55.608000;22.113920;22.144002;21.113920;10.115917;2.3398698;9.9719925;9.4228994;3.3024080;20.479859;13;4;0.5000000;1.2810124;49.351364;56.351896;0.5506915;10.070394;19.798990;0.4210546;5797.1404;483.09503;255.61175;292.07403;36.462286;87.516081;3.0072802;32.259578;10.069986;19.802594;0.0402336;7617.5819;634.79849;32.094807;36.978746;4.8839384;86.792580;0.6065492;4.0472017;1.0812163;19.798411;330.00000;45.616180;49.717292;4.1011114;91.751137;0.9625158;10.116762;2.6848709;10.835484
18;59.208000;28.777920;26.944000;27.777920;13.318752;3.1184525;13.109347;5.6661055;3.4040372;20.055066;10;4;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
19;59.808000;25.921920;37.744001;24.921920;11.517784;2.9989365;11.711226;5.4854986;2.1254321;18.446459;7;6;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
20;58.992000;22.190080;20.656000;21.190080;9.3664091;2.7418240;9.9095840;9.9449762;3.7224742;21.040016;12;4;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
21;55.512000;24.474880;36.016002;23.474880;10.803381;2.8393381;11.027605;9.6656487;3.3651240;21.903089;14;3;0.5000000;1.1432198;34.867808;40.478423;0.7439998;7.5527958;19.798990;0.6337547;3046.5802;253.88168;202.19128;239.22074;37.029459;84.520799;2.4179500;22.557413;7.5535428;19.799556;0.0644337;3783.4592;315.28827;25.528826;29.409969;3.8811423;86.803310;0.4451336;2.9220707;0.8589336;19.798034;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
22;56.112000;21.618880;16.816002;20.618880;9.0041415;2.7189578;9.6297005;6.9504113;2.4411708;17.759851;9;4;0.5000000;1.2810124;48.915056;56.342800;0.4518918;10.070394;19.798990;0.2107113;13074.860;1089.5716;288.50515;317.58787;29.082713;90.842625;2.5632095;23.144272;10.070164;19.801907;0.0201630;15031.171;1252.5976;31.737814;42.639367;10.901553;74.433126;0.6453368;2.8851146;1.2452502;19.797502;330.00000;45.616122;52.418675;6.8025523;87.022655;1.4739303;11.869599;5.2258600;5.9072166
23;59.712000;28.282880;21.616001;27.282880;12.205248;3.4984047;12.766839;5.7282479;2.1881481;19.869688;9;4;0.5000000;1.2810124;51.283867;59.069247;0.6041744;10.070394;19.798990;0.3309683;8847.8697;737.32248;306.65764;342.46285;35.805206;89.544791;12.952349;7.5005292;10.071352;19.799225;0.0325291;9470.5820;789.21516;32.260940;46.875842;14.614903;68.822101;2.1077425;0.9359394;1.3681711;19.798132;330.00000;45.615685;51.797474;6.1817893;88.065462;4.7166448;2.7594082;3.4422235;8.6735274
24;59.352000;25.236480;21.136001;24.236480;12.285828;2.3701144;11.525711;7.8366120;2.9553112;20.454852;10;4;0.5000000;1.2810124;42.092181;48.559564;0.5776563;10.070394;19.798990;0.3626957;7613.3811;634.44843;289.16694;320.59149;31.424549;90.197947;3.0123198;21.828475;10.068724;19.802892;0.0344846;8800.3451;733.36210;31.779968;39.467198;7.6872305;80.522483;0.5486688;2.6305176;1.1523413;19.798105;330.00000;45.616092;50.202411;4.5863183;90.864347;1.0951224;7.1736157;3.1193834;9.3486455
25;56.952000;36.660480;37.936001;35.660480;19.484515;2.8507712;17.117547;6.1629315;4.0075041;24.493171;9;6;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
26;48.696000;25.503040;30.928000;24.503040;12.654771;2.2808429;11.681309;6.0697177;4.3296093;18.821238;5;6;0.5000000;1.5911023;59.557689;68.609450;0.5703892;15.105592;19.798990;0.4077077;10798.037;899.83642;461.02277;495.56879;34.546025;93.029015;1.5021217;16.949035;15.107108;19.799289;0.0415679;11807.496;983.95798;51.397743;62.802508;11.404764;81.840272;0.4402291;1.9587380;1.8328534;19.798307;330.00000;45.615973;49.530404;3.9144305;92.096914;0.5488750;4.7349123;4.1611786;6.8817781
27;58.896000;24.551040;34.528001;23.551040;10.053873;3.2412922;10.965197;10.187725;3.7851902;22.463245;13;3;0.5000000;1.1432198;31.762243;37.142936;0.7954605;7.5527958;19.798990;0.5678965;3464.7355;288.72796;206.04778;240.38396;34.336187;85.716107;1.9629498;21.875574;7.5556128;19.793943;0.0576711;4230.3577;352.52981;25.548409;29.545235;3.9968258;86.472181;0.4240337;2.7915393;0.8627965;19.798098;330.00000;45.615981;50.397847;4.7818652;90.511767;0.6528592;5.0286267;1.5460523;18.818299
28;59.496000;21.695040;15.328001;20.695040;8.2529047;3.1217762;9.5670759;10.007119;2.5065851;20.854639;11;5;0.5000000;1.4332604;42.368114;48.469352;0.4718622;12.587993;19.798990;0.2901139;10657.149;888.09573;323.77118;361.56947;37.798291;89.546050;6.0839658;33.136218;12.570280;19.830536;0.0290131;13470.569;1122.5474;40.926923;52.112966;11.186043;78.535010;0.9792288;4.6697807;1.5234570;19.795448;330.00000;45.616286;51.466791;5.8505049;88.632466;1.8764785;14.206388;4.7295281;6.4642030
29;58.536000;21.504640;34.048001;20.504640;10.132725;2.1138661;9.7238535;14.830720;4.1977013;25.583040;17;4;0.5000000;1.2810124;36.276224;41.681234;0.7786543;10.070394;19.798990;0.8083025;2303.5270;191.96059;194.98259;251.93759;56.955000;77.393211;4.4074446;43.167309;10.071913;19.801240;0.0798962;3911.5349;325.96124;32.726670;36.645453;3.9187834;89.306222;0.8100256;6.8479346;1.0764128;19.797794;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
30;50.976000;28.930240;23.968001;27.930240;14.813686;2.4253856;13.358774;5.5814657;4.5037520;20.046586;7;4;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
31;49.924800;23.842752;15.366400;22.842752;10.447806;2.7913654;10.723535;7.8614377;3.5018406;19.782814;15;3;0.5000000;1.1432198;54.577275;62.319529;0.3655368;7.5527958;19.798990;0.2799283;6981.2698;581.77248;204.64914;232.51160;27.862466;88.016742;2.0681652;26.154593;7.5454939;19.820412;0.0266996;8578.0591;714.83826;23.984052;28.503978;4.5199261;84.142824;0.5276855;3.1246719;0.8326369;19.798224;330.00000;45.615977;50.850038;5.2340608;89.706869;1.0937589;11.154398;2.9967928;9.9656070
32;56.644800;25.175552;34.326401;24.175552;12.286472;2.3480325;11.500768;7.8981724;4.6320493;20.485948;10;4;0.5000000;1.2810124;56.275073;64.508119;0.8026524;10.070394;19.798990;0.6005292;4502.8853;375.24044;283.17415;318.94570;35.771546;88.784440;1.9911905;22.563595;10.071391;19.799514;0.0613283;5374.3871;447.86559;34.515853;38.459147;3.9432945;89.746797;0.4172962;2.7345438;1.1230541;19.798311;330.00000;45.615912;49.320380;3.7044681;92.488971;0.6254792;4.6850345;1.9169415;14.825186
33;57.964800;28.412352;16.086400;27.412352;13.327800;2.9833688;12.960334;8.4315762;2.5284220;22.637752;25;3;0.5000000;1.1432198;60.054467;67.549577;0.5026497;7.5527958;19.798990;0.5426725;3423.0073;285.25061;194.52448;237.41477;42.890290;81.934448;16.179100;23.623789;7.5534981;19.799601;0.0544793;4251.8069;354.31724;24.256807;27.947962;3.6911551;86.792758;5.2728123;0.0478236;0.8152411;19.798331;330.00000;45.610451;50.329811;4.7193601;90.623132;7.3315576;2.4478402;1.5354352;18.815971
34;56.284800;22.129152;33.846401;21.129152;9.3670528;2.7197421;9.8846405;10.006537;2.3992124;21.071113;11;4;0.5000000;1.2810124;32.812178;38.093592;0.7156452;10.070394;19.798990;0.5299151;4935.7336;411.31113;273.89661;313.83225;39.935634;87.274847;5.9467691;24.689779;10.078803;19.785522;0.0519552;5959.7105;496.64254;32.425183;39.599005;7.1738226;81.883831;0.8508400;3.1979726;1.1561861;19.797584;330.00000;45.616335;51.045452;5.4291168;89.364152;1.3572980;6.1610927;2.1869463;13.487870
35;59.884800;28.793152;38.646401;27.793152;15.566431;2.0000533;13.396563;11.319003;4.7915377;25.715579;13;6;0.5000000;1.5911023;52.701743;59.524749;0.9866688;15.105592;19.798990;1.5298150;2183.9473;181.99561;349.87240;421.77127;71.898875;82.953112;4.0762168;35.491437;15.080050;19.835612;0.1513494;3131.8782;260.98985;49.637992;54.620436;4.9824445;90.878058;0.8024057;4.7533944;1.5981283;19.798771;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
36;57.148800;24.680512;28.998401;23.680512;11.174696;2.7271205;11.158476;5.4256843;3.7708122;17.765940;6;3;0.5000000;1.1432198;39.915776;47.598843;0.6837436;7.5527958;19.798990;0.2193384;10199.129;849.92739;234.26446;254.99803;20.733573;91.869124;0.8611670;10.093402;7.5527789;19.799029;0.0220124;10879.723;906.64356;25.079244;32.857901;7.7786578;76.326371;0.2514589;1.2102923;0.9585594;19.798722;330.00000;45.615931;50.728923;5.1129926;89.920952;0.4879657;4.9908211;3.8029028;7.7200163
37;56.788800;21.634112;28.518402;20.634112;8.2535484;3.0996943;9.5421324;10.068679;4.1833233;20.885735;10;4;0.5000000;1.2810124;41.589629;48.276049;0.6698784;10.070394;19.798990;0.4070397;6329.0571;527.42142;269.77670;303.27280;33.496099;88.955126;1.7243774;28.589305;10.070296;19.801761;0.0417375;7889.5502;657.46252;34.483141;39.841101;5.3579605;86.551676;0.4274038;3.7215097;1.1645770;19.797330;330.00000;45.616056;49.728405;4.1123492;91.730382;0.6522272;8.8944108;2.7844202;10.413291
38;58.108800;24.870912;10.278401;23.870912;12.294876;2.2350306;11.376698;10.602083;2.0796960;23.037539;25;3;0.5000000;1.1432198;44.676943;50.595417;0.3737599;7.5527958;19.798990;0.2680800;6531.2838;544.27365;183.35452;221.87857;38.524058;82.637324;20.814916;31.116401;7.5534557;19.799730;0.0270425;8147.9829;678.99858;23.074142;29.309750;6.2356080;78.725141;5.5205362;1.7512586;0.8593191;19.796508;330.00000;45.621312;52.483045;6.8617331;86.925810;11.358740;10.693757;2.8804834;10.672886
