Topology::Stator::Outer diameter (mm);Topology::Stator::Inner diameter (mm);Topology::Stator::Length (mm);Topology::Rotor::Outer diameter (mm);Topology::Rotor::Inner diameter (mm);Magnet::TM (mm);Magnet::R (mm);Slot::HS (mm);Slot::WT (mm);Slot::R (mm);Winding::Coil - Conductor::No. turns per coil (1);Winding::Coil - Conductor::No. wires in hand (1);Topology::Airgap::Length (mm);Winding::Coil - Conductor::Conductor diameter (mm);Winding::Fill factors::Gross (%);Winding::Fill factors::Net (%);Masses::Total (kg);Inputs::Max. line current, rms (A);Inputs::Max. Line-Line voltage, rms (V);Base speed::Mechanical torque (N.m);Base speed::Speed (rpm);Base speed::Electrical frequency (Hz);Base speed::Mechanical power (W);Base speed::Machine electrical power (W);Base speed::Machine total losses (W);Base speed::Machine efficiency (%);Base speed::Control angle (deg);Base speed::Phase angle (deg);Base speed::Line current, rms (A);Base speed::Line-Line voltage, rms (V);Maximum speed::Mechanical torque (N.m);Maximum speed::Speed (rpm);Maximum speed::Electrical frequency (Hz);Maximum speed::Mechanical power (W);Maximum speed::Machine electrical power (W);Maximum speed::Machine total losses (W);Maximum speed::Machine efficiency (%);Maximum speed::Control angle (deg);Maximum speed::Phase angle (deg);Maximum speed::Line current, rms (A);Maximum speed::Line-Line voltage, rms (V);User work. pt.::Electrical frequency (Hz);User work. pt.::Mechanical power (W);User work. pt.::Machine electrical power (W);User work. pt.::Machine total losses (W);User work. pt.::Machine efficiency (%);User work. pt.::Control angle (deg);User work. pt.::Phase angle (deg);User work. pt.::Line current, rms (A);User work. pt.::Line-Line voltage, rms (V)
310;58.441920;30.482381;13.442562;29.482381;16.046232;2.3634487;14.150328;6.9727701;4.8166048;22.213960;6;5;0.5000000;1.4332604;40.885787;47.696939;0.4132879;12.587993;19.798990;0.2183044;16775.175;1397.9312;383.49366;416.22690;32.733239;92.135722;1.3984562;15.397061;12.589199;19.799152;0.0204723;18090.444;1507.5370;38.783351;55.392877;16.609526;70.015050;0.6006674;1.6785814;1.6163241;19.798346;330.00000;45.615916;51.625314;6.0093976;88.359591;0.8149373;7.3788574;6.2911663;4.7651118
311;50.041920;22.866381;12.242561;21.866381;10.247684;2.5427227;10.297510;7.2436805;2.2345125;18.676871;10;5;0.5000000;1.4332604;58.681507;66.632702;0.3292192;12.587993;19.798990;0.2203695;15274.608;1272.8840;352.49273;389.75649;37.263757;90.439221;9.8721596;25.462951;12.607793;19.770871;0.0217414;17523.529;1460.2940;39.896780;55.035088;15.138308;72.493352;1.1119393;3.8634260;1.6072563;19.796227;330.00000;45.616643;52.944625;7.3279826;86.159157;3.9653956;13.183084;6.1200189;5.1201398
312;56.161920;27.055181;20.402561;26.055181;13.886453;2.2193380;12.472756;8.7283374;2.9660003;22.255928;21;3;0.5000000;1.1432198;52.611127;59.581754;0.5387004;7.5527958;19.798990;0.5892281;3127.5495;260.62912;192.98176;233.12680;40.145033;82.779743;9.0202095;25.838832;7.5535317;19.799673;0.0577536;3984.6681;332.05568;24.099052;27.390842;3.2917907;87.982149;0.7054288;3.7423602;0.7991555;19.798855;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
313;57.481920;30.291981;32.162561;29.291981;14.927780;2.8546743;13.932322;9.2617412;3.8623730;24.407732;10;3;0.5000000;1.1432198;22.993230;27.494438;0.6873034;7.5527958;19.798990;0.5239983;4043.0439;336.92033;221.85384;251.81456;29.960711;88.102073;1.9400562;13.533018;7.5527829;19.799003;0.0505897;4541.0574;378.42145;24.057335;31.334223;7.2768881;76.776548;0.5397208;1.5241797;0.9142527;19.798503;330.00000;45.615958;52.614390;6.9984324;86.698634;0.7668022;3.1016424;1.7333449;17.511893
314;58.081920;27.435981;12.962561;26.435981;13.126813;2.7351583;12.534201;9.0811342;2.5837679;22.799125;7;5;0.5000000;1.4332604;25.916572;30.586757;0.3771032;12.587993;19.798990;0.1958572;18034.083;1502.8403;369.88126;419.02286;49.141599;88.272335;8.8956839;13.797209;12.600212;19.771512;0.0186865;19324.085;1610.3404;37.814155;71.576604;33.762450;52.830328;2.1987445;1.7758278;2.0881108;19.798480;330.00000;45.615878;53.766702;8.1508242;84.840386;5.4742719;6.6969934;6.8535790;4.5504151
315;58.225920;23.894541;37.154562;22.894541;9.0938889;3.4868201;10.575565;11.251641;2.1350420;23.198911;7;7;0.5000000;1.5912727;27.638804;32.151588;0.7861281;17.623190;19.798990;0.6554941;7403.1766;616.93138;508.17763;567.41265;59.235021;89.560504;13.910927;20.111904;17.639647;19.776945;0.0660358;8220.7423;685.06186;56.848550;77.448956;20.600406;73.401312;2.5877733;2.1628455;2.2610881;19.796619;330.00000;45.614681;53.298429;7.6837486;85.583537;3.6732234;2.9238500;3.1574893;9.7040640
316;54.145920;29.035341;11.714562;28.035341;15.333557;2.2029861;13.466924;8.6182898;3.4109487;23.135960;10;7;0.5000000;1.5912727;59.031374;66.528061;0.3861512;17.623190;19.798990;0.4094281;10885.841;907.15342;466.73276;515.74302;49.010268;90.497153;7.9571673;31.415959;17.633718;19.785420;0.0421714;13380.209;1115.0174;59.089401;74.829160;15.739758;78.965742;1.5376551;4.1170088;2.1851350;19.795299;330.00000;45.616087;50.419828;4.8037410;90.472516;1.8374143;9.8542610;4.7390200;6.2153584
317;54.745920;26.179341;22.514562;25.179341;13.534318;2.0826058;12.069019;5.9030524;2.4869956;18.992723;5;8;0.5000000;1.7525822;59.670253;68.144249;0.5548784;20.140789;19.798990;0.3849034;15112.456;1259.3714;609.13767;660.00856;50.870883;92.292390;7.9771879;17.152187;20.142764;19.799308;0.0395838;16318.247;1359.8539;67.642446;94.164630;26.522184;71.834240;1.5440309;2.1144248;2.7469457;19.797778;330.00000;45.615256;50.428780;4.8135244;90.454807;2.7447681;4.7592294;5.8055123;5.0232703
318;57.745920;35.699341;16.514561;34.699341;18.534663;2.9824330;16.604062;7.3961263;3.1579260;25.245797;10;8;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
319;58.345920;32.843341;27.314562;31.843341;16.733695;2.8629169;15.205941;7.2155193;4.8793209;23.637190;7;3;0.5000000;1.1432198;24.870589;30.152960;0.6481719;7.5527958;19.798990;0.3427430;6423.9107;535.32589;230.56676;255.81937;25.252602;90.128737;1.1303876;9.0351142;7.5535294;19.799120;0.0341735;6887.6274;573.96895;24.648370;34.962019;10.313648;70.500421;0.5005562;0.9577351;1.0198361;19.798756;330.00000;45.615977;51.740766;6.1247893;88.162546;0.5857299;2.9668130;2.5449033;11.720839
320;58.105920;38.745741;16.994562;37.745741;21.454082;2.6107233;18.220190;5.2877621;2.3907629;24.660633;8;8;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
321;56.305920;23.513741;14.594562;22.513741;9.8535294;2.9709999;10.514120;10.898844;2.5172743;22.655714;21;4;0.5000000;1.2810124;52.947594;59.629382;0.4530314;10.070394;19.798990;0.4387042;5024.5183;418.70986;230.83138;277.82715;46.995775;83.084528;18.620636;36.477204;10.071290;19.799927;0.0452921;6666.2505;555.52088;31.617863;36.612285;4.9944218;86.358617;0.2252623;6.8084444;1.0780153;19.797844;330.00000;45.619276;50.139295;4.5200198;90.985075;1.3173034;13.651971;2.3895942;12.455250
322;57.649920;38.060301;30.386561;37.060301;19.223855;3.4810370;17.659891;5.1042452;3.5752939;24.134396;9;5;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
323;57.169920;26.065101;39.746560;25.065101;11.664629;2.9766498;11.788388;11.248731;4.5981780;24.281281;11;7;0.5000000;1.5912727;57.314746;64.681043;0.9455178;17.623190;19.798990;1.4028107;2770.4638;230.87199;406.98665;479.74352;72.756871;84.834215;3.8981664;37.461932;17.624944;19.799987;0.1373160;4003.4952;333.62460;57.569052;63.012124;5.4430719;91.361866;0.6996281;5.0262813;1.8444738;19.798715;330.00000;45.617801;50.741122;5.1233211;89.903020;0.6540860;4.0282932;1.5042693;19.515438
324;57.769920;23.209101;20.546561;22.209101;9.8636615;2.8571338;10.390267;11.068124;3.3195729;22.672674;8;9;0.5000000;1.9173307;50.347718;57.014407;0.5799265;22.658387;19.798990;0.5696373;8972.3902;747.69918;535.22355;591.16703;55.943480;90.536773;5.5039417;40.495780;22.663228;19.802261;0.0561079;12526.053;1043.8378;73.598190;87.591213;13.993023;84.024627;1.0432668;5.5551894;2.5651086;19.795544;330.00000;45.616269;49.915194;4.2989249;91.387542;1.2165388;9.8570120;4.4497173;6.5157411
325;54.289920;25.493901;35.906561;24.493901;11.304090;2.9529195;11.508721;5.7195354;3.6715266;18.466486;6;5;0.5000000;1.4332604;57.622775;66.407386;0.7698711;12.587993;19.798990;0.4775118;7654.8345;637.90288;382.77934;415.12447;32.345126;92.208331;1.0992981;15.946892;12.575939;19.820814;0.0483592;8416.5384;701.37820;42.622708;50.407367;7.7846587;84.556506;0.3003337;1.8384470;1.4710054;19.798511;330.00000;45.615972;49.498909;3.8829375;92.155509;0.4077688;3.8684413;2.9911931;9.5492587
326;57.889920;32.157901;10.706561;31.157901;17.503468;2.2332306;15.020643;7.0320024;3.0638519;23.110953;8;7;0.5000000;1.5912727;56.569823;64.145301;0.3885755;17.623190;19.798990;0.3220830;15424.994;1285.4162;520.26122;570.42780;50.166583;91.205446;11.752287;19.275243;17.623114;19.799056;0.0313082;16935.040;1411.2533;55.522983;79.772548;24.249565;69.601616;2.2904125;2.1477788;2.3283260;19.796758;330.00000;45.614972;51.255412;5.6404394;88.995427;5.1255722;5.8868382;5.9709910;4.9619415
327;50.089920;21.685901;20.306561;20.685901;9.9039519;2.2929886;9.7697032;7.1223058;2.2031545;17.965256;9;3;0.5000000;1.1432198;33.908696;39.996083;0.4036738;7.5527958;19.798990;0.1869838;11334.881;944.57338;221.94711;248.05066;26.103552;89.476524;3.2998442;16.724580;7.5527630;19.799031;0.0182590;12530.034;1044.1695;23.958412;35.424925;11.466512;67.631513;0.7701838;2.1849314;1.0339760;19.798119;330.00000;45.616136;53.024403;7.4082675;86.028570;2.0897864;9.4079187;4.4084039;7.0285871
328;53.689920;28.349901;25.106561;27.349901;13.103330;3.0732997;12.906625;8.4347728;4.5954797;22.609723;11;4;0.5000000;1.2810124;46.993902;53.939961;0.5644204;10.070394;19.798990;0.5634544;4854.2065;404.51721;286.42152;321.69473;35.273203;89.035194;2.0067755;21.343632;10.070373;19.801471;0.0578516;5700.9733;475.08111;34.537694;40.001128;5.4634341;86.341800;0.5282942;2.5483021;1.1679060;19.798064;330.00000;45.615976;50.067201;4.4512247;91.109500;0.6919455;4.6582082;2.0602042;14.005626
329;59.689920;23.589901;13.106561;22.589901;9.1040211;3.3729540;10.451712;11.420921;2.9373405;23.215871;21;4;0.5000000;1.2810124;51.967348;58.580593;0.4642103;10.070394;19.798990;0.4168518;5065.9809;422.16508;221.14331;266.53778;45.394465;82.968844;12.534086;39.479440;10.071348;19.800038;0.0424135;7304.0465;608.67054;32.441179;37.048423;4.6072441;87.564264;0.1278513;7.0819046;1.0850960;19.797418;330.00000;45.617269;50.109434;4.4921649;91.035291;0.9132233;15.328510;2.5950225;11.544335
330;57.529920;29.111501;10.226561;28.111501;14.584049;2.6049402;13.404515;9.1403665;3.8310150;23.696117;9;7;0.5000000;1.5912727;51.143809;57.978229;0.3791124;17.623190;19.798990;0.3308141;13618.473;1134.8727;471.78161;517.84157;46.059960;91.105395;4.0247954;31.049553;17.617531;19.808070;0.0327287;16743.441;1395.2867;57.385532;74.783114;17.397582;76.735948;1.2467945;3.8071122;2.1859455;19.795934;330.00000;45.616079;50.934492;5.3184130;89.558327;1.5109194;11.131067;5.8664070;5.0948695
331;58.129920;26.255501;21.026561;25.255501;12.783081;2.4854242;12.006394;8.9597596;2.5524099;22.087510;7;9;0.5000000;1.9173307;49.253002;55.862037;0.5863674;22.658387;19.798990;0.5551188;11022.370;918.53086;640.75139;699.35562;58.604222;91.620254;13.364289;25.843723;22.655769;19.801725;0.0580320;12408.164;1034.0136;75.405567;96.599145;21.193579;78.060284;1.7287240;3.6475751;2.8246180;19.795658;330.00000;45.615842;50.640082;5.0242393;90.078532;2.8512229;5.5750161;4.4921413;6.5013553
332;57.673920;25.570061;34.418561;24.570061;10.551125;3.3566020;11.445880;11.310873;3.3822890;24.095903;10;8;0.5000000;1.7525822;49.734965;56.171665;0.8328649;20.140789;19.798990;1.1977378;3870.1408;322.51173;485.41940;556.90203;71.482637;87.164235;7.8948561;36.273727;20.142757;19.799883;0.1198853;5261.1132;438.42610;66.049911;74.298695;8.2487842;88.897807;1.0148708;4.9680777;2.1697817;19.797940;330.00000;45.618696;51.074554;5.4558582;89.317855;0.9891213;4.4571621;1.9763443;14.923135
333;57.793920;34.518861;24.578561;33.518861;18.190931;2.7326988;16.076256;7.2747517;3.1265679;24.534182;9;5;0.5000000;1.4332604;40.823870;46.993679;0.6201459;12.587993;19.798990;0.6451687;5661.1173;471.75978;382.47588;425.38222;42.906333;89.913463;12.369068;9.7910697;12.587970;19.799006;0.0629487;6179.7291;514.97743;40.736590;53.693945;12.957355;75.868126;1.8255002;1.1507280;1.5662897;19.797945;330.00000;45.614068;53.002965;7.3888971;86.059465;2.9247539;1.5704398;2.3723414;12.852847
334;58.393920;31.662861;35.378562;30.662861;16.389964;2.6131828;14.678135;7.0941447;4.8479628;22.925575;6;7;0.5000000;1.5912727;53.264572;60.933637;0.8725953;17.623190;19.798990;0.8663643;5819.6195;484.96829;527.98761;573.11109;45.123473;92.126575;1.9784072;18.501165;17.623171;19.798982;0.0884603;6512.9805;542.74837;60.333238;69.702379;9.3691413;86.558362;0.4269293;2.1457782;2.0344786;19.798353;330.00000;45.615930;50.603870;4.9879403;90.143164;0.4163986;2.6095221;2.4042788;12.123085
335;57.313920;22.523661;33.938561;21.523661;10.631706;2.2283117;10.204752;13.419237;4.1494520;24.681068;11;8;0.5000000;1.7525822;52.889227;59.712364;0.8315393;20.140789;19.798990;1.1081912;3288.1930;274.01609;381.59319;458.01040;76.417210;83.315399;6.3955284;48.469337;20.144346;19.801820;0.1119028;5703.4296;475.28580;66.835281;73.699823;6.8645419;90.685810;1.0207448;7.8380241;2.1673060;19.796744;330.00000;45.616553;49.833838;4.2172845;91.537307;0.9018273;7.6521794;2.1009543;13.801063
336;54.433920;21.952461;30.098561;20.952461;10.271167;2.2045813;9.9250851;7.8900419;3.2228006;18.866272;6;6;0.5000000;1.5911023;45.172037;52.237307;0.6563946;15.105592;19.798990;0.3893699;10685.637;890.46978;435.70390;473.16250;37.458605;92.083353;1.9243759;24.017062;15.105559;19.799003;0.0405265;12328.731;1027.3943;52.322269;64.222197;11.899928;81.470693;0.5463148;3.0306225;1.8758677;19.797422;330.00000;45.616007;49.908377;4.2923700;91.399500;0.7678978;7.2021194;4.3440170;6.6688071
337;57.433920;31.472461;24.098561;30.472461;15.271512;3.1044085;14.460128;9.3831158;3.8937310;25.119346;11;5;0.5000000;1.4332604;39.891848;45.665667;0.6032459;12.587993;19.798990;0.7568672;4455.8844;371.32370;353.16872;398.49944;45.330718;88.624647;3.9717013;22.608826;12.587972;19.799003;0.0749061;5257.6179;438.13483;41.241541;50.557375;9.3158332;81.573740;0.9624520;2.5721303;1.4760573;19.797721;330.00000;45.616298;52.422128;6.8058306;87.017256;1.1119841;3.6618652;2.0040393;15.050459
338;58.033920;28.616461;34.898561;27.616461;13.470544;2.9848924;13.062007;9.2025089;2.6151259;23.510739;8;8;0.5000000;1.7525822;44.977065;51.101011;0.8305006;20.140789;19.798990;1.0314192;5392.6056;449.38380;582.45516;647.14115;64.685986;90.004347;14.958503;20.474779;20.149472;19.788817;0.1043420;6061.8355;505.15296;66.235679;80.250153;14.014474;82.536514;3.5915832;1.0066390;2.3448027;19.797028;330.00000;45.608172;53.104010;7.4958382;85.884610;3.6818932;0.9448643;2.3610747;12.995193
339;53.833920;24.808461;19.298562;23.808461;12.070406;2.3249616;11.322990;10.605279;4.1467537;23.009510;11;5;0.5000000;1.4332604;44.142080;50.530990;0.4729019;12.587993;19.798990;0.4488487;6885.4592;573.78827;323.63945;364.19887;40.559413;88.863389;3.0982085;32.467279;12.587970;19.798979;0.0437221;8897.7000;741.47500;40.738756;49.114562;8.3758063;82.946389;0.9474423;3.9645879;1.4360827;19.796904;330.00000;45.616246;50.213495;4.5972492;90.844594;1.1117474;9.3123606;3.1670202;9.2283045
340;58.153920;37.565261;25.058562;36.565261;21.110351;2.3609892;17.692383;5.1663875;2.3594049;23.949018;7;5;0.5000000;1.4332604;50.319545;58.428320;0.6505703;12.587993;19.798990;0.4470154;8015.0624;667.92187;375.19581;427.97023;52.774423;87.668670;8.9760040;7.5219287;12.587914;19.799096;0.0427754;8353.1356;696.09464;37.417244;67.365295;29.948051;55.543799;1.4943110;0.7982048;1.9635260;19.799036;330.00000;45.616980;55.999026;10.382046;81.460309;2.2807348;1.7292908;3.3646356;9.5987128
341;54.337920;24.313421;13.970560;23.313421;10.960358;2.7031854;10.980914;5.5981608;3.6401686;17.754871;5;3;0.5000000;1.1432198;31.408789;38.286097;0.3575842;7.5527958;19.798990;0.0820461;26513.807;2209.4839;227.80266;255.52125;27.718586;89.152141;0.5562944;9.4099410;7.5527264;19.799155;0.0078349;27680.952;2306.7460;22.711406;43.190416;20.479010;52.584366;0.5005562;1.2264948;1.2598823;19.798866;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
342;59.737920;22.409421;21.170561;21.409421;8.7585609;3.1240841;9.9236894;13.834176;2.5513306;25.038887;22;3;0.5000000;1.1432198;29.751207;34.262385;0.5400230;7.5527958;19.798990;0.4857683;3418.8180;284.90150;173.91370;216.88710;42.973401;80.186281;12.139362;33.135539;7.5535176;19.799874;0.0499046;4667.2231;388.93526;24.390915;28.847203;4.4562877;84.552098;0.4705223;5.8317695;0.8442777;19.796342;330.00000;45.618226;50.853377;5.2351514;89.705401;1.2552601;11.193293;1.7139419;17.435067
343;57.577920;27.931021;18.290560;26.931021;14.240317;2.3552061;12.876709;9.0189919;3.7996569;22.984502;9;5;0.5000000;1.4332604;38.793311;44.733260;0.4955110;12.587993;19.798990;0.4031185;8512.7098;709.39248;359.35954;395.59183;36.232281;90.840994;2.6055184;23.593196;12.587965;19.799033;0.0388909;9897.9790;824.83158;40.310995;50.696388;10.385393;79.514530;0.7322935;2.7373695;1.4803931;19.797740;330.00000;45.616041;50.214479;4.5984378;90.842407;0.9999117;6.9432790;3.5232290;8.2717702
344;58.177920;25.075021;29.090561;24.075021;12.439349;2.2356900;11.478588;8.8383849;2.5210518;21.375895;6;7;0.5000000;1.5912727;34.744778;40.275603;0.6931494;17.623190;19.798990;0.4977982;9918.5467;826.54556;517.04690;566.26664;49.219738;91.308028;7.3319023;20.447742;17.623132;19.799021;0.0494534;11016.377;918.03143;57.051051;77.225990;20.174939;73.875454;1.2136546;2.6391961;2.2538091;19.797375;330.00000;45.616252;51.278291;5.6620394;88.958213;1.9682389;4.7893184;4.0304662;7.3264289
345;53.977920;21.267021;13.490560;20.267021;8.0409392;3.0748950;9.3647867;7.7065249;4.4073316;18.340035;7;3;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
346;58.806720;26.270733;32.728960;25.270733;12.034216;2.8652965;11.919042;9.5433967;4.6492143;22.678763;5;9;0.5000000;1.9173307;43.895501;50.541066;0.8125159;22.658387;19.798990;0.6782232;9154.0904;762.84086;650.15433;701.00764;50.853303;92.745685;2.0195443;25.569980;22.655269;19.804392;0.0637854;10667.533;888.96108;71.254749;86.080181;14.825432;82.777183;0.6160507;2.8248125;2.5138547;19.798238;330.00000;45.615933;50.141800;4.5258667;90.973865;0.6622796;4.5137828;3.8441600;7.4916059
347;55.326720;28.555533;18.088962;27.555533;13.471188;2.9628106;13.037064;9.2640692;4.2918641;23.541836;7;7;0.5000000;1.5912727;42.551168;48.826301;0.4739759;17.623190;19.798990;0.4487097;10688.875;890.73962;502.25708;547.33323;45.076143;91.764406;2.1320926;25.106644;17.593682;19.835310;0.0444998;12398.552;1033.2126;57.777377;74.498725;16.721349;77.554853;0.9452563;2.8217957;2.1756635;19.797273;330.00000;45.615971;50.426634;4.8106635;90.460074;0.9536627;6.4698154;4.4266959;6.5775006
348;47.646720;27.032333;17.848960;26.032333;13.514503;2.3971530;12.416878;5.8812077;2.8559892;19.397374;5;6;0.5000000;1.5911023;45.829837;53.239230;0.3615709;15.105592;19.798990;0.2406923;17983.526;1498.6271;453.27900;500.79141;47.512417;90.512534;3.2593160;14.814394;15.105476;19.798977;0.0250898;19200.130;1600.0108;50.446306;81.876956;31.430650;61.612337;1.2020079;1.8175252;2.3891093;19.798976;330.00000;45.616040;51.758223;6.1421824;88.132934;1.6187347;6.4150495;6.7899606;4.4177601
349;55.566720;22.653133;28.408962;21.653133;8.7508009;3.2150041;10.022815;11.191826;3.7804220;22.518393;6;9;0.5000000;1.9173307;41.066196;47.166821;0.6494479;22.658387;19.798990;0.5762701;9662.1652;805.18043;583.08139;637.35304;54.271651;91.484837;2.6412808;34.915384;22.662658;19.801564;0.0559930;12473.763;1039.4802;73.140801;90.182029;17.041228;81.103522;0.9298001;4.3201946;2.6380559;19.796225;330.00000;45.616055;50.291076;4.6750210;90.704074;0.8910803;7.7663278;4.4661941;6.4979496
350;50.766720;21.701133;32.008961;20.701133;9.1533589;2.6737251;9.6821351;10.240573;3.9453069;21.091140;10;3;0.5000000;1.1432198;28.679295;34.159560;0.5615972;7.5527958;19.798990;0.3413890;5944.1985;495.34988;212.50613;240.65256;28.146421;88.304125;1.5735462;21.698688;7.5527835;19.799020;0.0326159;7008.2805;584.02338;23.936983;29.955954;6.0189709;79.907263;0.5278848;2.5397159;0.8746160;19.798071;330.00000;45.615994;50.716510;5.1005156;89.943086;0.7443301;7.6948127;2.5053446;11.761421
351;55.686720;31.601933;18.568962;30.601933;16.390607;2.5911009;14.653191;7.1557050;3.5247010;22.956671;5;7;0.5000000;1.5912727;36.744809;42.779634;0.4725466;17.623190;19.798990;0.3583015;14141.186;1178.4321;530.59497;583.63908;53.044111;90.911487;3.3932301;15.043129;17.623084;19.799098;0.0371008;15147.939;1262.3282;58.852502;91.766834;32.914333;64.132649;1.1934865;1.7464034;2.6776502;19.798692;330.00000;45.616116;51.387878;5.7717620;88.768242;1.2716921;4.5764429;5.4907655;5.4035043
352;58.830720;37.580493;36.760961;36.580493;20.361486;2.7408615;17.605031;5.7500246;4.4562093;24.540271;6;4;0.5000000;1.2810124;33.262364;39.583828;0.8668809;10.070394;19.798990;0.6195600;4775.6971;397.97475;309.84805;341.61090;31.762848;90.702039;1.6421793;8.4706437;10.071384;19.799142;0.0617846;5118.1080;426.50900;33.114528;44.166873;11.052345;74.975940;0.4536686;0.9215042;1.2883574;19.798765;330.00000;45.615851;53.847688;8.2318375;84.712737;0.5489656;1.5779523;2.0058662;15.449385
353;58.950720;22.729293;26.920961;21.729293;11.001293;2.1169583;10.335407;11.713903;4.2004883;23.078550;5;9;0.5000000;1.9173307;34.137526;39.744367;0.6731090;22.658387;19.798990;0.4519926;12730.103;1060.8419;602.54830;653.40393;50.855628;92.216816;2.0990689;32.789236;22.623799;19.835135;0.0444081;15833.378;1319.4482;73.631692;94.571437;20.939745;77.858277;0.8422383;4.1453515;2.7658858;19.796018;330.00000;45.615965;50.277744;4.6617784;90.727948;0.9145483;8.8186495;5.6152157;5.1956083
354;55.470720;25.014093;12.280962;24.014093;12.438264;2.2144724;11.453428;11.434576;3.8431381;23.941622;7;7;0.5000000;1.5912727;32.769154;37.987845;0.3612945;17.623190;19.798990;0.2483977;17885.823;1490.4852;465.24871;515.96214;50.713429;90.171095;3.1050790;31.377455;17.623088;19.799100;0.0250950;21913.326;1826.1105;57.587053;87.343266;29.756213;65.931875;1.9662513;3.8114301;2.5532398;19.796583;330.00000;45.616170;52.618740;7.0025700;86.691871;1.5798671;14.036579;7.6848488;4.0642993
