Topology::Stator::Outer diameter (mm);Topology::Stator::Inner diameter (mm);Topology::Stator::Length (mm);Topology::Rotor::Outer diameter (mm);Topology::Rotor::Inner diameter (mm);Magnet::TM (mm);Magnet::R (mm);Slot::HS (mm);Slot::WT (mm);Slot::R (mm);Winding::Coil - Conductor::No. turns per coil (1);Winding::Coil - Conductor::No. wires in hand (1);Topology::Airgap::Length (mm);Winding::Coil - Conductor::Conductor diameter (mm);Winding::Fill factors::Gross (%);Winding::Fill factors::Net (%);Masses::Total (kg);Inputs::Max. line current, rms (A);Inputs::Max. Line-Line voltage, rms (V);Base speed::Mechanical torque (N.m);Base speed::Speed (rpm);Base speed::Electrical frequency (Hz);Base speed::Mechanical power (W);Base speed::Machine electrical power (W);Base speed::Machine total losses (W);Base speed::Machine efficiency (%);Base speed::Control angle (deg);Base speed::Phase angle (deg);Base speed::Line current, rms (A);Base speed::Line-Line voltage, rms (V);Maximum speed::Mechanical torque (N.m);Maximum speed::Speed (rpm);Maximum speed::Electrical frequency (Hz);Maximum speed::Mechanical power (W);Maximum speed::Machine electrical power (W);Maximum speed::Machine total losses (W);Maximum speed::Machine efficiency (%);Maximum speed::Control angle (deg);Maximum speed::Phase angle (deg);Maximum speed::Line current, rms (A);Maximum speed::Line-Line voltage, rms (V);User work. pt.::Electrical frequency (Hz);User work. pt.::Mechanical power (W);User work. pt.::Machine electrical power (W);User work. pt.::Machine total losses (W);User work. pt.::Machine efficiency (%);User work. pt.::Control angle (deg);User work. pt.::Phase angle (deg);User work. pt.::Line current, rms (A);User work. pt.::Line-Line voltage, rms (V)
209; 54.394560; 29.108454; 31.886081; 28.108454; 14.133822; 2.8289658; 13.346986; 9.0236391; 4.6116541; 23.577866;10;5; 0.5000000; 1.4332604; 46.536333; 53.237614; 0.6930489; 12.587993; 19.798990; 0.8365201; 4000.5521; 333.37934; 350.44909; 395.82910; 45.380003; 88.535455; 2.1066719; 23.536451; 12.569125; 19.832054; 0.0810603; 4789.0647; 399.08873; 40.652534; 47.640158; 6.9876235; 85.332493; 0.7150104; 2.5606185; 1.3909647; 19.798353; 330.00000; 45.616005; 51.463148; 5.8471427; 88.638195; 0.7755781; 3.4413026; 1.7994691; 16.479134
210; 54.994560; 26.252454; 12.686081; 25.252454; 12.332854; 2.7094497; 11.948865; 8.8430322; 3.3330490; 21.969259;7;7; 0.5000000; 1.5912727; 43.396521; 49.735468; 0.3775989; 17.623190; 19.798990; 0.2779231; 16892.575; 1407.7146; 491.64222; 537.31541; 45.673194; 91.499742; 3.0373977; 27.259071; 17.615486; 19.810697; 0.2780545; 10000.000; 833.33333; 291.17798; 325.18974; 34.011767; 89.540947; 3.4599983; 25.880981; 17.411113; 11.985316; 330.00000; 45.616043; 51.429502; 5.8134597; 88.696255; 1.4593652; 10.886248; 6.9286734; 4.3603679
211; 50.794560; 22.444454; 27.086080; 21.444454; 10.934444; 2.0486546; 10.210064; 7.7111722; 2.2193288; 18.933399;8;3; 0.5000000; 1.1432198; 25.898637; 31.104160; 0.4912540; 7.5527958; 19.798990; 0.2284218; 9352.3154; 779.35961; 223.70994; 251.36278; 27.652837; 88.998834; 3.7530381; 13.954511; 7.5527622; 19.799038; 0.0833459; 10000.000; 833.33333; 87.279618; 101.68781; 14.408195; 85.830952; 1.8075976; 5.5427576; 2.9792126; 19.798363; 330.00000; 45.615965; 52.305236; 6.6892705; 87.211088; 1.9614308; 6.7003290; 3.6627458; 8.2884081
212; 58.378560; 26.328614; 11.198080; 25.328614; 11.583345; 3.1114039; 11.886456; 9.3651089; 3.7531152; 22.529416;6;7; 0.5000000; 1.5912727; 36.099584; 41.846705; 0.3731709; 17.623190; 19.798990; 0.2102239; 22741.161; 1895.0968; 500.63739; 548.47873; 47.841335; 91.277449; 1.9192628; 24.829768; 17.623087; 19.799071; 0.2102242; 10000.000; 833.33333; 220.14625; 248.31424; 28.167991; 88.656313; 2.3620105; 22.888189; 17.234320; 9.0294320; 330.00000; 45.615945; 53.113259; 7.4973142; 85.884289; 1.2852021; 12.092153; 9.0259726; 3.4699814
213; 54.898560; 28.613414; 26.558081; 27.613414; 13.022046; 3.2080538; 13.004694; 6.5511510; 3.7504170; 20.857858;6;4; 0.5000000; 1.2810124; 32.980481; 39.154041; 0.5835807; 10.070394; 19.798990; 0.3221308; 9168.9697; 764.08081; 309.30108; 338.17370; 28.872625; 91.462191; 1.0469983; 11.730089; 10.066794; 19.808634; 0.0320879; 9817.7676; 818.14730; 32.990011; 45.200434; 12.210423; 72.986049; 0.4004449; 1.3699964; 1.3187044; 19.798616; 330.00000; 45.615972; 50.757317; 5.1413442; 89.870733; 0.5481520; 4.0308928; 3.5235835; 8.3131239
214; 58.498560; 35.277414; 31.358080; 34.277414; 19.223152; 2.4875007; 16.516832; 5.3289875; 3.4973942; 22.967695;6;4; 0.5000000; 1.2810124; 36.585546; 43.433883; 0.7579445; 10.070394; 19.798990; 0.4694694; 6332.0661; 527.67218; 311.30160; 343.20166; 31.900057; 90.705156; 5.0027882; 6.3720594; 10.070056; 19.799658; 0.0461169; 6726.2086; 560.51739; 32.483225; 45.880998; 13.397773; 70.798863; 0.8880958; 0.6830152; 1.3382610; 19.798728; 330.00000; 45.615831; 52.617511; 7.0016800; 86.693251; 1.4710490; 1.5049361; 2.5564358; 11.862636
215; 54.538560; 25.567014; 26.078080; 24.567014; 13.102626; 2.0797634; 11.763566; 8.6595152; 4.5175800; 21.443022;8;4; 0.5000000; 1.2810124; 36.974263; 43.317450; 0.5742159; 10.070394; 19.798990; 0.3655148; 7737.1243; 644.76036; 296.15093; 325.67821; 29.527273; 90.933605; 1.6942999; 19.427415; 10.070377; 19.799018; 0.0375970; 8759.9680; 729.99734; 34.489292; 41.990530; 7.5012385; 82.135880; 0.5411599; 2.3057277; 1.2257578; 19.798038; 330.00000; 45.615999; 49.977180; 4.3611802; 91.273657; 0.7421042; 6.1902020; 3.1046811; 9.3377375
216; 58.282560; 28.689574; 25.070080; 27.689574; 15.270809; 2.1108721; 13.317069; 9.6078582; 3.8158313; 23.952645;8;5; 0.5000000; 1.4332604; 30.446705; 35.552337; 0.6076981; 12.587993; 19.798990; 0.5009870; 6953.3576; 579.44647; 364.79566; 402.83372; 38.038053; 90.557381; 2.1263972; 21.086596; 12.569580; 19.831121; 0.0485012; 7933.1812; 661.09843; 40.292927; 51.541481; 11.248553; 78.175727; 0.7366182; 2.3460907; 1.5045990; 19.797929; 330.00000; 45.616058; 50.991520; 5.3754614; 89.458127; 0.9136542; 4.9121134; 2.8995893; 10.137341
217; 48.322560; 23.739174; 31.790080; 22.739174; 10.150456; 2.9030484; 10.643825; 8.6849227; 2.1706181; 20.554510;9;8; 0.5000000; 1.7525822; 61.216033; 68.895244; 0.6034721; 20.140789; 19.798990; 0.8104603; 6319.6645; 526.63871; 536.35755; 601.96063; 65.603083; 89.101765; 17.267270; 29.404345; 20.140762; 19.799020; 0.0838310; 7357.6432; 613.13693; 64.591014; 77.757308; 13.166295; 83.067450; 4.5182122; 1.5080628; 2.2623320; 19.796980; 330.00000; 45.615250; 51.465087; 5.8498368; 88.633388; 5.0839226; 2.1617343; 2.7350078; 10.773728
218; 58.522560; 22.787174; 35.390080; 21.787174; 10.550422; 2.3630657; 10.302821; 11.535615; 3.3043892; 22.929203;6;7; 0.5000000; 1.5912727; 27.883278; 32.705287; 0.7813538; 17.623190; 19.798990; 0.5575231; 8312.7466; 692.72889; 485.32875; 533.64478; 48.316034; 90.946031; 2.5456907; 28.005488; 17.622996; 19.801699; 0.0477607; 10000.000; 833.33333; 50.014846; 65.611287; 15.596442; 76.229027; 0.7103996; 3.0910147; 1.9164646; 19.798376; 330.00000; 45.616099; 51.003441; 5.3873422; 89.437297; 0.8673116; 6.1981924; 3.6416878; 8.0703024
219; 56.722560; 31.355174; 32.990081; 30.355174; 15.949869; 2.7233422; 14.496752; 7.1466972; 3.4309006; 22.824284;20;3; 0.5000000; 1.1432198; 62.908055; 71.031151; 0.8001440; 7.5527958; 19.798990; 1.1196476; 1671.7465; 139.31220; 196.01097; 244.15684; 48.145878; 80.280758; 7.0186971; 19.525212; 7.5502498; 19.808267; 0.1108039; 2122.5197; 176.87664; 24.628351; 27.424024; 2.7956734; 89.805751; 0.8064544; 2.5739620; 0.7999715; 19.798899; 330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
220; 58.642560; 31.735974; 25.550081; 30.735974; 15.190228; 3.2391625; 14.558197; 7.4994940; 3.0486682; 23.367481;6;5; 0.5000000; 1.4332604; 27.684874; 32.804965; 0.6218962; 12.587993; 19.798990; 0.4118974; 8940.3941; 745.03284; 385.63317; 426.98548; 41.352317; 90.315287; 7.1747745; 8.4401550; 12.587943; 19.799062; 0.0407812; 9495.4692; 791.28910; 40.551315; 61.810707; 21.259393; 65.605647; 1.3990899; 0.9172060; 1.8028372; 19.798604; 330.00000; 45.615631; 52.500449; 6.8848174; 86.886174; 2.4858414; 2.0466878; 3.5600602; 8.4940374
221; 56.362560; 28.308774; 32.510080; 27.308774; 13.030449; 3.0950519; 12.880624; 9.2550614; 4.1980637; 23.409449;21;3; 0.5000000; 1.1432198; 54.543438; 61.769870; 0.7679747; 7.5527958; 19.798990; 1.0459167; 1669.1774; 139.09812; 182.82190; 232.98537; 50.163472; 78.469261; 3.1458875; 25.920710; 7.5535489; 19.799762; 0.1018868; 2291.9400; 190.99500; 24.453991; 26.927634; 2.4736435; 90.813736; 0.4984639; 3.4285816; 0.7868092; 19.798759; 330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
222; 50.506560; 29.527334; 38.702080; 28.527334; 15.998563; 2.0461952; 13.752118; 5.9047896; 2.7621288; 20.668457;10;3; 0.5000000; 1.1432198; 41.691101; 48.637211; 0.6898933; 7.5527958; 19.798990; 0.5788190; 3700.9394; 308.41162; 224.32795; 255.57639; 31.248435; 87.773348; 7.2779401; 9.3602612; 7.5535321; 19.799318; 0.0574596; 4133.8178; 344.48482; 24.873807; 31.436190; 6.5623829; 79.124751; 1.2006997; 0.9647687; 0.9168880; 19.798499; 330.00000; 45.615456; 52.657728; 7.0422713; 86.626329; 2.1286657; 1.5994724; 1.5837734; 19.159433
223; 54.946560; 27.432934; 34.622080; 26.432934; 12.678314; 2.9583196; 12.476887; 6.4297764; 3.7190590; 20.146244;5;8; 0.5000000; 1.7525822; 59.043290; 67.427677; 0.7768879; 20.140789; 19.798990; 0.6741792; 8561.9884; 713.49903; 604.47535; 650.38406; 45.908713; 92.941292; 1.9649381; 19.668463; 20.140757; 19.799019; 0.0690790; 9537.9490; 794.82909; 68.996941; 82.207032; 13.210091; 83.930704; 0.4354575; 2.3793313; 2.3998544; 19.798117; 330.00000; 45.615946; 50.071017; 4.4550708; 91.102496; 0.5135216; 3.4718355; 3.4473573; 8.3499462
224; 58.546560; 34.096934; 39.422080; 33.096934; 18.879420; 2.2377665; 15.989026; 5.2076129; 3.4660362; 22.256080;5;9;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
225; 50.746560; 23.624934; 19.022081; 22.624934; 11.278176; 2.2983888; 10.737870; 7.8325468; 2.2506868; 19.645014;9;5; 0.5000000; 1.4332604; 45.571924; 52.247558; 0.4196544; 12.587993; 19.798990; 0.3191079; 10864.749; 905.39576; 363.06623; 402.06259; 38.996357; 90.300924; 9.8841858; 21.353494; 12.604584; 19.775995; 0.3186954; 10000.000; 833.33333; 333.73701; 370.97453; 37.237522; 89.962243; 9.8928916; 21.150722; 12.562710; 18.282656; 330.00000; 45.615916; 51.075496; 5.4595797; 89.310765; 3.3271199; 7.8913065; 4.3328446; 6.8655164
226; 53.746560; 33.144934; 13.022079; 32.144934; 16.280250; 3.1973517; 15.273129; 6.7909903; 3.2762691; 23.363457;11;4; 0.5000000; 1.2810124; 46.714720; 53.590734; 0.3666103; 10.070394; 19.798990; 0.3318180; 8646.4143; 720.53452; 300.44476; 335.68660; 35.241845; 89.501563; 8.4873340; 13.564588; 10.070381; 19.799016; 0.0333437; 9492.9968; 791.08307; 33.147093; 46.552501; 13.405408; 71.203678; 1.7966186; 1.3810348; 1.3576778; 19.798020; 330.00000; 45.615187; 51.567223; 5.9520356; 88.457715; 3.8606955; 3.9606250; 3.4285217; 8.6743947
227; 59.746560; 28.384934; 31.022079; 27.384934; 12.280941; 3.4970060; 12.818216; 9.7771381; 4.6181299; 23.969605;21;3; 0.5000000; 1.1432198; 53.291151; 60.425832; 0.8180570; 7.5527958; 19.798990; 1.0038446; 1737.7930; 144.81608; 182.68089; 231.89864; 49.217748; 78.776181; 2.7416307; 26.453926; 7.5529327; 19.799193; 0.1028244; 2388.6960; 199.05800; 25.720876; 28.120909; 2.4000321; 91.465311; 0.5103678; 3.6284859; 0.8218811; 19.798277; 330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
228; 58.066560; 22.101734; 18.782079; 21.101734; 8.3201944; 3.2333794; 9.7425224; 11.352098; 4.4889203; 22.402966;7;4; 0.5000000; 1.2810124; 24.606043; 29.734728; 0.4783185; 10.070394; 19.798990; 0.1887893; 14601.093; 1216.7577; 288.66318; 317.77710; 29.113924; 90.838256; 1.0314487; 23.063522; 10.071401; 19.799413; 0.1887704; 10000.000; 833.33333; 197.67995; 221.26060; 23.580651; 89.342589; 1.4858682; 22.001605; 9.9828606; 13.801536; 330.00000; 45.615940; 53.013477; 7.3975376; 86.045930; 0.9063318; 12.737235; 5.8150839; 5.3942355
229; 47.535360; 24.059046; 37.540480; 23.059046; 9.3923237; 3.3963547; 10.680435; 7.8319648; 2.1433141; 19.861488;9;6; 0.5000000; 1.5911023; 53.109861; 60.340166; 0.6313499; 15.105592; 19.798990; 0.7550235; 5460.5481; 455.04568; 431.74301; 486.06275; 54.319743; 88.824541; 13.745167; 20.262581; 15.106993; 19.799463; 0.0766124; 6176.1768; 514.68140; 49.550421; 60.670399; 11.119978; 81.671494; 2.5798414; 1.8255595; 1.7717771; 19.797089; 330.00000; 45.613218; 52.033055; 6.4198367; 87.662003; 3.5030987; 2.2908013; 2.3328121; 12.835299
230; 59.535360; 38.339046; 13.540480; 37.339046; 21.391978; 2.4965276; 18.045391; 6.3388909; 4.4723836; 25.508414;5;5; 0.5000000; 1.4332604; 29.077343; 34.727623; 0.4154294; 12.587993; 19.798990; 0.2279617; 15728.665; 1310.7221; 375.47623; 425.60894; 50.132711; 88.220945; 1.9732403; 9.6179660; 12.587870; 19.799156; 0.2279605; 10000.000; 833.33333; 238.71971; 269.13972; 30.420010; 88.697317; 2.2559448; 8.8914138; 12.270577; 12.817330; 330.00000; 45.615936; 52.457237; 6.8413010; 86.958328; 1.1017611; 4.2871976; 5.9585128; 5.0952827
231; 57.495360; 29.009446; 30.820480; 28.009446; 14.513541; 2.6037463; 13.353787; 7.4875850; 2.4649890; 21.992308;17;4; 0.5000000; 1.2810124; 63.843467; 71.871559; 0.7829425; 10.070394; 19.798990; 0.9592676; 2715.5533; 226.29610; 272.78890; 326.18014; 53.391235; 83.631365; 16.148222; 19.237278; 10.071323; 19.799547; 0.0947764; 3264.7057; 272.05881; 32.402094; 37.008085; 4.6059915; 87.554094; 4.6811102;-0.0135279; 1.0828621; 19.798614; 330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
232; 52.095360; 30.913446; 23.620481; 29.913446; 16.710153; 2.1854401; 14.410363; 6.8554606; 2.4898712; 22.312184;7;8; 0.5000000; 1.7525822; 57.492998; 65.179312; 0.5411862; 20.140789; 19.798990; 0.6249757; 9285.5353; 773.79461; 607.71320; 668.57482; 60.861626; 90.896812; 16.595576; 14.589359; 20.139594; 19.802428; 0.0919564; 10000.000; 833.33333; 96.296511; 121.75842; 25.461905; 79.088176; 4.3270477; 1.8935406; 3.5553058; 19.797651; 330.00000; 45.614906; 52.397190; 6.7822844; 87.056015; 4.7125298; 1.8632654; 3.7785665; 7.9709674
233; 51.639360; 30.228006; 37.012480; 29.228006; 14.479925; 3.0557538; 13.850065; 6.6719437; 3.6744022; 21.785947;7;5; 0.5000000; 1.4332604; 43.636205; 50.497096; 0.7014461; 12.587993; 19.798990; 0.7081568; 5098.5619; 424.88016; 378.09916; 417.04942; 38.950257; 90.660518; 2.1980876; 14.957745; 12.587974; 19.798997; 0.0721849; 5643.4852; 470.29044; 42.660128; 52.418836; 9.7587082; 81.383203; 0.5407201; 1.7226413; 1.5296072; 19.798396; 330.00000; 45.615807; 52.043509; 6.4277012; 87.649370; 0.6068621; 2.5333179; 2.1366876; 14.019216
234; 51.879360; 24.325606; 17.332481; 23.325606; 9.7595383; 3.3079474; 10.835816; 8.5997009; 3.1629602; 20.762504;6;7; 0.5000000; 1.5912727; 40.875273; 47.160701; 0.4072947; 17.623190; 19.798990; 0.2947899; 16262.028; 1355.1690; 502.01418; 547.67910; 45.664928; 91.662102; 2.2546241; 25.010039; 17.623113; 19.799080; 0.2947908; 10000.000; 833.33333; 308.70417; 342.55546; 33.851293; 90.118011; 2.6602043; 23.800580; 17.416345; 12.411190; 330.00000; 45.616033; 51.020719; 5.4046861; 89.406880; 1.0924897; 9.4033123; 6.5622656; 4.5482198
235; 59.199360; 22.802406; 17.092481; 21.802406; 9.7998287; 2.7438022; 10.215253; 14.653883; 2.0465417; 26.055086;7;8; 0.5000000; 1.7525822; 21.384507; 25.039390; 0.4313534; 20.140789; 19.798990; 0.2983049; 16900.210; 1408.3508; 527.93582; 604.69644; 76.760629; 87.305924; 16.222959; 28.918099; 20.140584; 19.799184; 0.2983694; 10000.000; 833.33333; 312.45174; 361.17592; 48.724178; 86.509572; 16.411842; 26.860154; 19.529702; 11.965078; 330.00000; 45.619510; 53.180654; 7.5611435; 85.782154; 7.1201958; 9.3076295; 6.9748529; 4.4519871
236; 53.799360; 24.706406; 39.892480; 23.706406; 11.999898; 2.3237677; 11.272261; 8.9524974; 2.7789994; 21.305701;12;3; 0.5000000; 1.1432198; 30.626443; 35.881219; 0.7462561; 7.5527958; 19.798990; 0.5969314; 3365.5034; 280.45861; 210.37934; 245.40285; 35.023506; 85.728158; 3.5219816; 18.673717; 7.5532564; 19.800243; 0.0579974; 3998.0767; 333.17306; 24.282228; 29.424694; 5.1424661; 82.523298; 0.6229978; 2.2750621; 0.8588912; 19.798313; 330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
237; 55.263360; 24.401766; 15.844480; 23.401766; 12.008302; 2.2107658; 11.148192; 11.656408; 3.2283745; 23.857291;8;9; 0.5000000; 1.9173307; 43.603416; 49.533004; 0.4498616; 22.658387; 19.798990; 0.4553460; 11392.390; 949.36587; 543.23163; 601.15539; 57.923756; 90.364595; 7.9223283; 39.308031; 22.655944; 19.797196; 0.4553957; 10000.000; 833.33333; 476.88930; 531.47124; 54.581938; 89.730030; 8.1696637; 38.825278; 22.596434; 17.429272; 330.00000; 45.616101; 50.378734; 4.7626325; 90.546343; 1.7142415; 11.654145; 5.4776673; 5.4143114
238; 58.863360; 31.065766; 20.644479; 30.065766; 15.211136; 2.9893485; 14.285546; 7.8996142; 3.3300037; 23.432497;5;8; 0.5000000; 1.7525822; 35.809401; 41.526757; 0.5588328; 20.140789; 19.798990; 0.4485508; 12969.414; 1080.7845; 609.20101; 663.97392; 54.772910; 91.750744; 5.0759103; 15.988629; 20.140695; 19.799048; 0.4485519; 10000.000; 833.33333; 469.72248; 514.33497; 44.612492; 91.326179; 5.2783497; 15.482717; 19.988004; 15.415659; 330.00000; 45.616077; 51.077365; 5.4612881; 89.307812; 1.4787494; 3.9986373; 5.0920724; 5.7994093
239; 49.503360; 23.259366; 38.164480; 22.259366; 11.288087; 2.1628729; 10.588965; 9.3307021; 3.0515334; 20.960385;6;8; 0.5000000; 1.7525822; 42.174509; 48.440011; 0.6588165; 20.140789; 19.798990; 0.7027799; 7474.2845; 622.85704; 550.06948; 605.54630; 55.476819; 90.838550; 3.4898513; 28.762691; 20.142752; 19.799667; 0.0689240; 9059.6059; 754.96716; 65.389553; 81.629868; 16.240315; 80.104935; 1.0344670; 3.3611521; 2.3849520; 19.796913; 330.00000; 45.616061; 51.214408; 5.5983472; 89.068804; 1.0157282; 5.0605586; 3.3442493; 8.8127202
240; 51.543360; 32.588966; 20.884480; 31.588966; 18.168253; 2.0547899; 15.280786; 5.6444971; 2.0342497; 21.938980;9;6;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
241; 52.143360; 29.732966; 31.684481; 28.732966; 13.366421; 3.4357060; 13.507557; 6.7340860; 2.4585132; 21.600569;6;7; 0.5000000; 1.5912727; 45.603046; 52.419650; 0.6379825; 17.623190; 19.798990; 0.6204086; 8345.7287; 695.47739; 542.21393; 597.22659; 55.012666; 90.788644; 13.754057; 8.8851414; 17.622733; 19.801495; 0.0612163; 8914.5405; 742.87838; 57.147152; 80.961258; 23.814106; 70.585800; 2.1544105; 1.1355616; 2.3638487; 19.797805; 330.00000; 45.613310; 53.160799; 7.5474889; 85.802529; 3.1502575; 1.5905259; 3.4161638; 8.9489566
242; 55.743360; 36.396966; 36.484481; 35.396966; 19.567527; 2.7151529; 17.019695; 5.5119225; 2.2054904; 23.710406;5;6; 0.5000000; 1.5911023; 38.709540; 45.570249; 0.7905342; 15.105592; 19.798990; 0.5098050; 8301.7554; 691.81295; 443.20297; 515.22042; 72.017452; 86.022012; 7.7739017; 6.0266617; 15.106987; 19.799126; 0.0482385; 8590.9057; 715.90881; 43.397137; 92.010101; 48.612963; 47.165623; 1.4352454; 0.7081353; 2.6840195; 19.799152; 330.00000; 45.618542; 60.531392; 14.912850; 75.363444; 1.8341021; 1.1887394; 3.7488537; 9.2966393
243; 59.007360; 27.524326; 14.836479; 26.524326; 14.178213; 2.2410103; 12.701911; 10.070121; 2.8812777; 23.832284;5;8; 0.5000000; 1.7525822; 26.106296; 30.650424; 0.4270143; 20.140789; 19.798990; 0.2621884; 21068.838; 1755.7365; 578.47239; 648.48493; 70.012547; 89.203674; 5.8655048; 20.133462; 20.140604; 19.799151; 0.2621929; 10000.000; 833.33333; 274.56776; 309.64810; 35.080338; 88.670901; 6.2207438; 18.380511; 19.469502; 9.6759618; 330.00000; 45.616055; 52.358614; 6.7425599; 87.122349; 2.7515836; 7.8957966; 8.2214523; 3.7075581
244; 55.767360; 23.906726; 10.516481; 22.906726; 10.894797; 2.5907180; 10.805684; 11.718550; 2.0124854; 23.671914;6;9; 0.5000000; 1.9173307; 28.172650; 32.641945; 0.3284301; 22.658387; 19.798990; 0.1789771; 31495.365; 2624.6137; 590.29989; 696.41565; 106.11576; 84.762583; 15.689435; 26.368289; 22.660487; 19.799532; 0.1789935; 10000.000; 833.33333; 187.44156; 221.20324; 33.761677; 84.737259; 15.807597; 21.868530; 20.832470; 6.6031548; 330.00000; 45.616456; 56.309074; 10.692619; 81.010843; 11.206631; 11.471242; 12.383927; 2.6754701
245; 59.151360; 23.982886; 39.028480; 22.982886; 10.145289; 2.9926721; 10.743275; 12.240627; 2.4325517; 24.232070;6;9; 0.5000000; 1.9173307; 27.626131; 32.054654; 0.8378410; 22.658387; 19.798990; 0.7918319; 7603.7323; 633.64436; 630.50482; 698.19519; 67.690364; 90.304951; 11.125318; 26.033008; 22.660569; 19.799554; 0.0795251; 8711.7463; 725.97886; 72.550106; 95.967886; 23.417780; 75.598317; 1.2250389; 3.8663008; 2.8030593; 19.796181; 330.00000; 45.617268; 53.206960; 7.5896926; 85.735527; 1.5145078; 4.5370524; 3.3625047; 9.1196288
246; 55.580160; 21.370598; 27.066881; 20.370598; 8.3365609; 2.9640761; 9.4442802; 9.4176702; 2.3830380; 20.102969;13;4; 0.5000000; 1.2810124; 43.834168; 50.160519; 0.6216693; 10.070394; 19.798990; 0.4784793; 5213.0433; 434.42027; 261.20597; 301.15290; 39.946936; 86.735331; 6.6423338; 29.323159; 10.071381; 19.799695; 0.0467098; 6581.4124; 548.45104; 32.192563; 38.098339; 5.9057756; 84.498601; 0.8291585; 3.9003960; 1.1123922; 19.797743; 330.00000; 45.616166; 50.239028; 4.6228627; 90.798264; 1.3651189; 8.3928056; 2.3638123; 12.358475
247; 56.900160; 24.607398; 38.826880; 23.607398; 12.377888; 2.0994124; 11.278846; 9.9510744; 3.2811392; 22.254774;8;9; 0.5000000; 1.9173307; 56.045679; 63.257706; 0.9132231; 22.658387; 19.798990; 1.1536747; 4598.4686; 383.20572; 555.55265; 625.46346; 69.910808; 88.822559; 6.7014497; 36.415597; 22.654958; 19.804751; 0.1141309; 6198.7972; 516.56643; 74.086505; 83.091870; 9.0053648; 89.162159; 0.9117517; 4.8213015; 2.4285582; 19.798208; 330.00000; 45.616566; 50.444702; 4.8281359; 90.428854; 0.7937096; 4.6113529; 2.2954879; 12.697632
248; 48.764160; 22.398758; 21.978880; 21.398758; 10.186223; 2.4064451; 10.097768; 8.3563696; 2.9928714; 19.555749;6;8; 0.5000000; 1.7525822; 51.636247; 58.949069; 0.4496078; 20.140789; 19.798990; 0.3867503; 13575.889; 1131.3241; 549.82895; 597.16490; 47.335945; 92.073220; 2.9805255; 30.162468; 20.140729; 19.799020; 0.3867518; 10000.000; 833.33333; 405.00549; 445.84704; 40.841553; 90.839560; 3.2840226; 29.338209; 20.031570; 14.740899; 330.00000; 45.616174; 50.097574; 4.4814010; 91.054655; 1.0408904; 9.3215260; 5.7818593; 5.0674675
249; 50.684160; 22.779558; 14.538880; 21.779558; 9.4257182; 2.9226974; 10.159105; 9.9764817; 3.9333130; 21.366261;6;9; 0.5000000; 1.9173307; 50.839152; 58.017154; 0.3774525; 22.658387; 19.798990; 0.2944081; 18791.575; 1565.9646; 579.35072; 630.92682; 51.576101; 91.825343; 2.6543428; 35.720621; 22.657708; 19.802429; 0.2944185; 10000.000; 833.33333; 308.31428; 346.15653; 37.842249; 89.067879; 2.9579250; 34.020351; 22.376410; 10.775884; 330.00000; 45.616079; 51.317813; 5.7017332; 88.889368; 1.1911767; 14.233892; 8.4046968; 3.6355021
