Topology::Stator::Outer diameter (mm);Topology::Stator::Inner diameter (mm);Topology::Stator::Length (mm);Topology::Rotor::Outer diameter (mm);Topology::Rotor::Inner diameter (mm);Magnet::TM (mm);Magnet::R (mm);Slot::HS (mm);Slot::WT (mm);Slot::R (mm);Winding::Coil - Conductor::No. turns per coil (1);Winding::Coil - Conductor::No. wires in hand (1);Topology::Airgap::Length (mm);Winding::Coil - Conductor::Conductor diameter (mm);Winding::Fill factors::Gross (%);Winding::Fill factors::Net (%);Masses::Total (kg);Inputs::Max. line current, rms (A);Inputs::Max. Line-Line voltage, rms (V);Base speed::Mechanical torque (N.m);Base speed::Speed (rpm);Base speed::Electrical frequency (Hz);Base speed::Mechanical power (W);Base speed::Machine electrical power (W);Base speed::Machine total losses (W);Base speed::Machine efficiency (%);Base speed::Control angle (deg);Base speed::Phase angle (deg);Base speed::Line current, rms (A);Base speed::Line-Line voltage, rms (V);Maximum speed::Mechanical torque (N.m);Maximum speed::Speed (rpm);Maximum speed::Electrical frequency (Hz);Maximum speed::Mechanical power (W);Maximum speed::Machine electrical power (W);Maximum speed::Machine total losses (W);Maximum speed::Machine efficiency (%);Maximum speed::Control angle (deg);Maximum speed::Phase angle (deg);Maximum speed::Line current, rms (A);Maximum speed::Line-Line voltage, rms (V);User work. pt.::Electrical frequency (Hz);User work. pt.::Mechanical power (W);User work. pt.::Machine electrical power (W);User work. pt.::Machine total losses (W);User work. pt.::Machine efficiency (%);User work. pt.::Control angle (deg);User work. pt.::Phase angle (deg);User work. pt.::Line current, rms (A);User work. pt.::Line-Line voltage, rms (V);Post Process;Comment
36; 59.884800; 28.793152; 38.646401; 27.793152; 14.094494; 2.7360216; 13.212571; 11.319003; 4.7915377; 25.715579;13;6; 0.5000000; 1.5911023; 52.701743; 59.524749; 0.9869231; 15.105592; 19.798990; 1.5645154; 2182.9627; 181.91355; 357.64714; 429.72676; 72.079615; 83.226640; 4.0145306; 33.944299; 15.102110; 19.806380; 0.1533108; 3069.9324; 255.82770; 49.286738; 54.290926; 5.0041878; 90.782644; 0.7005215; 4.5084731; 1.5880229; 19.798939; 330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;
37; 57.148800; 24.680512; 28.998401; 23.680512; 10.567485; 3.0307262; 11.082574; 5.4256843; 3.7708122; 17.765940;6;3; 0.5000000; 1.1432198; 39.915776; 47.598843; 0.6838027; 7.5527958; 19.798990; 0.2194976; 10194.438; 849.53649; 234.32663; 255.07048; 20.743848; 91.867406; 0.8210652; 10.001286; 7.5527792; 19.799018; 0.0220235; 10871.248; 905.93732; 25.072270; 32.860513; 7.7882438; 76.299081; 0.2514785; 1.2006308; 0.9586348; 19.798729; 330.00000; 45.615933; 50.728450; 5.1125166; 89.921796; 0.4853200; 4.9287109; 3.8002761; 7.7244897;1;
38; 56.788800; 21.634112; 28.518402; 20.634112; 8.0894516; 3.1817428; 9.5216203; 10.068679; 4.1833233; 20.885735;10;4; 0.5000000; 1.2810124; 41.589629; 48.276049; 0.6698905; 10.070394; 19.798990; 0.4069084; 6332.3743; 527.69786; 269.83097; 303.32710; 33.496127; 88.957094; 1.6888615; 28.570589; 10.070365; 19.801649; 0.0417243; 7892.2232; 657.68527; 34.483969; 39.842960; 5.3589908; 86.549717; 0.4274139; 3.7113553; 1.1646201; 19.797335; 330.00000; 45.616056; 49.729664; 4.1136078; 91.728060; 0.6521127; 8.8784514; 2.7852977; 10.409737;1;
39; 58.108800; 24.870912; 10.278401; 23.870912; 11.102406; 2.8312658; 11.227640; 10.602083; 2.0796960; 23.037539;25;3; 0.5000000; 1.1432198; 44.676943; 50.595417; 0.3738039; 7.5527958; 19.798990; 0.2709752; 6537.3330; 544.77775; 185.50631; 224.09495; 38.588637; 82.780229; 20.541360; 30.143966; 7.5527787; 19.799017; 0.0274457; 8123.7069; 676.97558; 23.348440; 29.658246; 6.3098053; 78.724954; 5.6639202; 1.4656348; 0.8689817; 19.796347; 330.00000; 45.620446; 52.468031; 6.8475846; 86.949034; 11.319495; 10.095168; 2.8678630; 10.691936;1;
40; 55.852800; 32.753472; 21.270400; 31.753472; 15.735207; 3.3300650; 15.044220; 6.0296475; 3.3907384; 22.406383;13;4;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;1;
41; 51.892800; 23.043072; 15.990400; 22.043072; 9.1297462; 3.1647955; 10.230337; 9.3601751; 4.4109242; 20.881711;15;3; 0.5000000; 1.1432198; 51.366703; 58.944993; 0.3960980; 7.5527958; 19.798990; 0.2798805; 6757.3819; 563.11516; 198.05220; 226.40884; 28.356647; 87.475468; 1.9926840; 29.069091; 7.5543801; 19.797457; 0.0265796; 8602.7859; 716.89882; 23.945076; 27.973046; 4.0279701; 85.600531; 0.5088043; 3.5449868; 0.8174818; 19.798385; 330.00000; 45.615977; 50.874035; 5.2580587; 89.664553; 0.9725935; 12.750850; 2.9991503; 10.021171;1;
42; 59.092800; 36.371072; 25.590399; 35.371072; 18.602003; 3.1886671; 16.888369; 6.9158482; 3.9048787; 25.101384;14;4; 0.5000000; 1.2810124; 56.491563; 64.076750; 0.6991660; 10.070394; 19.798990; 0.9691940; 2841.2644; 236.77203; 288.37060; 331.63877; 43.268171; 86.953223; 7.0417062; 16.231467; 10.064171; 19.814286; 0.0962858; 3296.8338; 274.73615; 33.242072; 38.356044; 5.1139725; 86.667101; 1.0644110; 1.8260329; 1.1189987; 19.798520; 330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;
43; 59.692800; 33.515072; 36.390400; 32.515072; 16.658891; 3.1402233; 15.472480; 6.7352412; 2.6262737; 23.492777;11;6;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;1;
44; 59.476800; 26.927232; 30.102400; 25.927232; 12.258611; 2.9875632; 12.216725; 11.014112; 2.9447107; 24.477728;13;7; 0.5000000; 1.5912727; 53.128296; 59.718113; 0.8081379; 17.623190; 19.798990; 1.1878010; 3473.7404; 289.47836; 432.08548; 504.95154; 72.866056; 85.569693; 17.456510; 33.337832; 17.624794; 19.799784; 0.1250579; 4380.0921; 365.00768; 57.361845; 64.264243; 6.9023979; 89.259349; 0.4277598; 5.9371567; 1.8894376; 19.797958; 330.00000; 45.612161; 51.473186; 5.8610248; 88.613441; 0.2785985; 5.3598362; 1.6743351; 17.878179;1;
45; 55.996800; 29.212032; 15.462401; 28.212032; 13.812260; 3.0267386; 13.349331; 8.2001540; 2.9420124; 22.806170;13;4; 0.5000000; 1.2810124; 44.464584; 50.806292; 0.4334021; 10.070394; 19.798990; 0.4029258; 6879.0322; 573.25268; 290.25588; 325.86821; 35.612329; 89.071555; 9.0670210; 19.341896; 10.062238; 19.817881; 0.0408171; 7819.3655; 651.61379; 33.422766; 41.848183; 8.4254169; 79.866708; 1.3989117; 2.4002921; 1.2206326; 19.797553; 330.00000; 45.615588; 50.618987; 5.0033991; 90.115568; 2.9133802; 5.6225681; 2.8121695; 10.427816;1;
46; 59.596800; 35.876032; 20.262400; 34.876032; 17.940388; 3.3426744; 16.602347; 6.9779905; 2.6889897; 24.916006;13;5; 0.5000000; 1.4332604; 58.897638; 66.557226; 0.6088276; 12.587993; 19.798990; 0.7181330; 4968.7081; 414.05901; 373.66031; 423.35721; 49.696903; 88.261236; 19.012985; 11.264342; 12.587487; 19.799165; 0.0710276; 5483.4592; 456.95493; 40.785913; 51.766092; 10.980179; 78.788859; 1.4502889; 2.6364901; 1.5136341; 19.798294; 330.00000; 45.617785; 53.222865; 7.6050798; 85.710879; 3.2468815; 2.4100960; 2.1218552; 14.430457;1;
47; 56.236800; 23.309632; 25.782401; 22.309632; 9.3918150; 3.1289610; 10.372576; 10.127911; 2.4305704; 21.782727;12;6; 0.5000000; 1.5911023; 50.674061; 57.296431; 0.6393177; 15.105592; 19.798990; 0.6699367; 5466.5156; 455.54297; 383.50670; 438.28197; 54.775272; 87.502276; 15.209070; 32.227104; 15.106988; 19.799788; 0.0673106; 6727.8100; 560.65084; 47.422641; 55.404324; 7.9816832; 85.593754; 0.0196533; 5.8058332; 1.6255180; 19.797967; 330.00000; 45.618338; 50.320051; 4.7017130; 90.656383; 0.5729304; 8.1316821; 2.4585614; 11.896196;1;
48; 59.236800; 32.829632; 19.782400; 31.829632; 16.679056; 2.8853407; 15.193481; 9.0863547; 3.4561527; 25.501171;14;5; 0.5000000; 1.4332604; 48.699958; 55.110408; 0.5801397; 12.587993; 19.798990; 0.7997386; 4181.0336; 348.41947; 350.15501; 399.44173; 49.286724; 87.661098; 11.269644; 22.279246; 12.589189; 19.799545; 0.0794743; 4890.8935; 407.57446; 40.704584; 48.143557; 7.4389726; 84.548353; 1.0862976; 3.1335245; 1.4047316; 19.797877; 330.00000; 45.616630; 51.692049; 6.0754182; 88.246900; 1.6649117; 3.8556524; 1.8433887; 16.151926;1;
49; 59.836800; 29.973632; 30.582400; 28.973632; 14.735943; 2.8368969; 13.777592; 8.9057477; 2.1775476; 23.892564;12;7; 0.5000000; 1.5912727; 57.150352; 64.202839; 0.8338781; 17.623190; 19.798990; 1.0764606; 4340.4166; 361.70138; 489.28079; 561.25461; 71.973812; 87.176263; 23.599175; 21.815182; 17.624670; 19.799532; 0.1084963; 5002.5825; 416.88187; 56.837884; 68.625939; 11.788055; 82.822742; 0.5804324; 5.2568662; 2.0101742; 19.797117; 330.00000; 45.619139; 54.076373; 8.4572339; 84.360575; 0.6170053; 5.1571758; 1.9911737; 15.716384;1;
50; 56.356800; 32.258432; 15.942401; 31.258432; 16.289593; 2.8760723; 14.910198; 6.0917898; 2.1748494; 22.221006;11;4; 0.5000000; 1.2810124; 51.514050; 59.025054; 0.4494548; 10.070394; 19.798990; 0.3096689; 9245.9393; 770.49494; 299.83147; 341.40610; 41.574632; 87.822528; 15.309205; 8.6966872; 10.071281; 19.799207; 0.0306011; 9796.3783; 816.36486; 31.392875; 50.381430; 18.988555; 62.310409; 1.9680761; 1.5894072; 1.4670698; 19.798864; 330.00000; 45.616836; 53.222247; 7.6054105; 85.710091; 5.5806114; 3.1185425; 3.6495783; 8.3939075;1;
51; 52.900800; 22.052992; 35.334399; 21.052992; 9.0246188; 2.8637592; 9.8105562; 11.880568; 3.0431020; 22.907064;5;7; 0.5000000; 1.5912727; 21.912459; 26.183293; 0.6080164; 17.623190; 19.798990; 0.4355045; 10890.489; 907.54078; 496.67086; 549.49677; 52.825917; 90.386492; 2.2220075; 24.598839; 17.623108; 19.799050; 0.0442571; 12554.422; 1046.2018; 58.184621; 85.044385; 26.859764; 68.416769; 1.1772598; 3.0241671; 2.4839360; 19.797419; 330.00000; 45.615987; 51.933391; 6.3174037; 87.835565; 0.9669092; 6.5976974; 4.6174808; 6.4984472;1;
52; 56.500800; 28.716992; 10.134401; 27.716992; 13.151346; 3.1803956; 13.063397; 5.7276659; 2.0807753; 20.086162;9;3; 0.5000000; 1.1432198; 37.655890; 44.331749; 0.3200012; 7.5527958; 19.798990; 0.1045531; 19674.288; 1639.5240; 215.40925; 257.08825; 41.679000; 83.788057; 9.7856843; 7.0370814; 7.5534280; 19.799432; 0.0107855; 20527.954; 1710.6629; 23.185471; 54.474957; 31.289485; 42.561707; 2.4017767; 1.3999626; 1.5891172; 19.798987; 330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;
53; 59.620800; 23.385792; 24.294401; 22.385792; 9.1196636; 3.2922368; 10.369837; 13.184618; 2.4959847; 24.877514;14;7; 0.5000000; 1.5912727; 45.841182; 51.651704; 0.6738318; 17.623190; 19.798990; 0.7959848; 4604.2455; 383.68713; 383.78840; 454.36496; 70.576559; 84.466989; 24.345955; 41.236869; 17.624653; 19.799838; 0.0821160; 6139.7564; 511.64637; 52.796766; 61.196914; 8.4001478; 86.273576; 4.0124210; 4.0996504; 1.7840427; 19.796235; 330.00000; 45.620695; 50.806693; 5.1859976; 89.792688; 4.3382402; 5.8493607; 2.2642150; 12.926680;1;
54; 59.740800; 32.334592; 14.454401; 31.334592; 16.017441; 3.0393480; 14.907459; 9.1484970; 2.2402637; 25.315793;13;5; 0.5000000; 1.4332604; 40.290334; 45.886491; 0.4621536; 12.587993; 19.798990; 0.4167686; 8411.2945; 700.94121; 367.10177; 418.94250; 51.840727; 87.625813; 22.267873; 13.983991; 12.589071; 19.799503; 0.0381231; 9282.1394; 773.51162; 37.056512; 57.085511; 20.028999; 64.914041; 2.3091953; 2.8208961; 1.6592304; 19.797679; 330.00000; 45.614469; 53.556655; 7.9421859; 85.170497; 7.7139550; 2.9364441; 3.5034092; 8.7483038;1;
55; 59.860800; 41.283392; 34.614401; 40.283392; 22.915219; 2.7864592; 19.445081; 5.1123756; 4.9845427; 25.754072;12;3; 0.5000000; 1.1432198; 58.279507; 67.036648; 0.8968217; 7.5527958; 19.798990; 0.9945812; 2115.8964; 176.32470; 220.37547; 254.15287; 33.777393; 86.709812; 2.0027160; 11.143991; 7.5531636; 19.800373; 0.0999803; 2416.4215; 201.36846; 25.299727; 29.541091; 4.2413640; 85.642494; 0.4237278; 1.2422130; 0.8618439; 19.798750; 330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;
56; 55.780800; 22.624192; 39.174401; 21.624192; 9.4119802; 2.8740785; 10.093576; 12.479025; 3.2604495; 23.791121;15;5; 0.5000000; 1.4332604; 43.794448; 49.745210; 0.8298041; 12.587993; 19.798990; 1.0911293; 2368.3575; 197.36312; 270.61513; 338.10808; 67.492950; 80.038055; 6.8433863; 38.472122; 12.589842; 19.801472; 0.1088866; 3596.8788; 299.73990; 41.013683; 45.769804; 4.7561212; 89.608605; 0.9106707; 5.6923061; 1.3394262; 19.798361; 330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;
57; 59.380800; 29.288192; 13.974400; 28.288192; 13.540109; 3.1900143; 13.346592; 11.256861; 3.0074267; 25.900957;15;5; 0.5000000; 1.4332604; 39.662631; 45.051221; 0.4532628; 12.587993; 19.798990; 0.5068272; 6316.0401; 526.33668; 335.22268; 383.39404; 48.171363; 87.435547; 14.290849; 27.366025; 12.587966; 19.799030; 0.0479217; 7509.4459; 625.78716; 37.685000; 47.616665; 9.9316653; 79.142459; 1.5170877; 3.6970219; 1.3919689; 19.797428; 330.00000; 45.616749; 51.056213; 5.4394640; 89.346127; 2.9330088; 7.1688784; 2.7418596; 10.792402;1;
58; 57.129600; 29.912704; 13.772800; 28.912704; 14.711025; 2.8275961; 13.749453; 6.4326776; 4.2089378; 21.389030;9;5;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;1;
59; 57.729600; 27.056704; 24.572800; 26.056704; 12.767913; 2.7791522; 12.333564; 6.2520706; 2.9303327; 19.780423;6;7; 0.5000000; 1.5912727; 58.724423; 66.989280; 0.6459068; 17.623190; 19.798990; 0.4838170; 10391.299; 865.94159; 526.47727; 569.21106; 42.733789; 92.492453; 4.0290699; 19.656371; 17.619137; 19.805982; 0.0465957; 11526.350; 960.52916; 56.242712; 71.409401; 15.166689; 78.760935; 0.7668697; 2.2772081; 2.0844175; 19.798036; 330.00000; 45.616151; 50.099900; 4.4837496; 91.050382; 1.1428721; 4.7170973; 4.1174358; 7.0096874;1;
60; 53.529600; 23.248704; 38.972801; 22.248704; 9.3668966; 3.1196602; 10.344437; 7.6548411; 4.4619605; 19.279193;9;4; 0.5000000; 1.2810124; 57.687716; 66.328460; 0.8051060; 10.070394; 19.798990; 0.5535986; 4917.8256; 409.81880; 285.09969; 319.77240; 34.672714; 89.157065; 1.1335477; 22.207925; 10.052961; 19.836364; 0.0562044; 5817.2484; 484.77070; 34.238655; 38.368363; 4.1297086; 89.236683; 0.3164977; 2.6682510; 1.1203379; 19.798398; 330.00000; 45.615943; 49.312293; 3.6963497; 92.504202; 0.4841547; 4.9373796; 2.0679538; 13.749856;1;
61; 45.849600; 21.725504; 38.732800; 20.725504; 8.7364055; 2.8909058; 9.6400255; 8.0753653; 2.6829087; 18.938117;11;3; 0.5000000; 1.1432198; 36.647378; 42.794984; 0.5601521; 7.5527958; 19.798990; 0.4533808; 4449.1800; 370.76500; 211.23786; 243.27525; 32.037388; 86.830807; 2.1466046; 20.090267; 7.5535395; 19.799432; 0.0435930; 5274.5406; 439.54505; 24.078516; 29.504610; 5.4260938; 81.609335; 0.5236702; 2.3806287; 0.8613190; 19.798266; 330.00000; 45.616008; 50.798303; 5.1822954; 89.798290; 0.7654014; 5.5878477; 1.9238855; 15.284575;1;
62; 57.369600; 24.010304; 24.092800; 23.010304; 10.290580; 2.9298185; 10.772697; 8.3604348; 3.6974957; 20.365587;7;7; 0.5000000; 1.5912727; 55.364608; 63.081538; 0.6311098; 17.623190; 19.798990; 0.4830449; 9652.5512; 804.37926; 488.26798; 530.68071; 42.412732; 92.007863; 2.3086447; 28.584765; 17.623164; 19.799008; 0.0450933; 11653.404; 971.11702; 55.029259; 65.604436; 10.575177; 83.880393; 0.5198941; 3.3411229; 1.9167808; 19.798353; 330.00000; 45.615997; 49.646200; 4.0302028; 91.882152; 0.7950370; 7.2062652; 4.1019384; 6.9926155;1;
63; 53.889600; 26.295104; 39.452801; 25.295104; 11.844229; 2.9689939; 11.905304; 5.5464769; 3.6947975; 18.694029;7;4; 0.5000000; 1.2810124; 54.694684; 63.281469; 0.8153307; 10.070394; 19.798990; 0.5112696; 5701.7242; 475.14368; 305.27050; 335.24617; 29.975670; 91.058609; 1.3554348; 13.887360; 10.070381; 19.798964; 0.0514963; 6293.4204; 524.45170; 33.938419; 39.809138; 5.8707187; 85.252836; 0.3003337; 1.6074076; 1.1615809; 19.798645; 330.00000; 45.615930; 49.750082; 4.1341523; 91.690160; 0.3934749; 3.2606082; 2.2602145; 12.692490;1;
64; 54.033600; 22.753664; 33.644801; 21.753664; 8.7052821; 3.2736675; 10.058415; 7.7169834; 3.2460715; 19.093815;7;5; 0.5000000; 1.4332604; 43.957592; 50.906537; 0.7032694; 12.587993; 19.798990; 0.4470936; 7831.7605; 652.64671; 366.67938; 402.02820; 35.348825; 91.207377; 1.5826603; 21.376119; 12.588478; 19.800600; 0.0457140; 8966.4082; 747.20068; 42.923614; 51.535987; 8.6123733; 83.288623; 0.4363115; 2.6057198; 1.5047526; 19.797941; 330.00000; 45.616013; 49.868862; 4.2528485; 91.471936; 0.5366743; 5.7362733; 3.1898459; 9.0427409;1;
65; 57.033600; 32.273664; 27.644800; 31.273664; 15.992523; 3.0300472; 14.879320; 6.6754269; 4.2716538; 22.812259;10;3; 0.5000000; 1.1432198; 37.658241; 44.055681; 0.6521738; 7.5527958; 19.798990; 0.4928798; 4370.8333; 364.23611; 225.59729; 252.66855; 27.071253; 89.285863; 1.0974958; 12.734818; 7.5433265; 19.826462; 0.0496690; 4854.6845; 404.55704; 25.250786; 31.116593; 5.8658066; 81.148943; 0.4377658; 1.3814095; 0.9078437; 19.798610; 330.00000; 45.615933; 51.026090; 5.4101568; 89.397273; 0.5851536; 2.9736406; 1.7941198; 16.405587;1;
66; 57.633600; 29.417664; 38.444801; 28.417664; 14.049410; 2.9816034; 13.463431; 6.4948199; 2.9930487; 21.203652;7;5; 0.5000000; 1.4332604; 43.004439; 49.802305; 0.8811571; 12.587993; 19.798990; 0.6957946; 5247.6374; 437.30311; 382.36089; 421.77030; 39.409406; 90.656192; 5.9307652; 12.320891; 12.599153; 19.783013; 0.0683149; 5744.0562; 478.67135; 41.092507; 50.896388; 9.8038810; 80.737570; 0.8979398; 1.3860740; 1.4850028; 19.798496; 330.00000; 45.615776; 51.966791; 6.3510159; 87.778703; 1.3702775; 1.9523204; 2.1702460; 13.782450;1;
67; 53.433600; 25.609664; 22.844801; 24.609664; 10.648394; 3.3221114; 11.474304; 7.8975904; 4.5246765; 20.702422;10;3; 0.5000000; 1.1432198; 40.255642; 47.092133; 0.5059122; 7.5527958; 19.798990; 0.3053996; 6977.2160; 581.43466; 223.14095; 247.59128; 24.450332; 90.124720; 1.0641150; 17.097443; 7.5476281; 19.815071; 0.0311673; 7863.3398; 655.27831; 25.664622; 30.922138; 5.2575161; 82.997566; 0.4004449; 2.0199096; 0.9024808; 19.798343; 330.00000; 45.615969; 50.183789; 4.5678199; 90.897818; 0.5940369; 6.4554646; 2.7688892; 10.505643;1;
68; 57.273600; 26.371264; 37.964800; 25.371264; 11.572078; 3.1322697; 11.902565; 8.6031841; 3.7602118; 21.788816;9;5; 0.5000000; 1.4332604; 44.188894; 50.759664; 0.8625341; 12.587993; 19.798990; 0.7924767; 4267.1598; 355.59665; 354.12293; 397.77002; 43.647083; 89.027055; 2.0422838; 22.877176; 12.580330; 19.813531; 0.0809102; 5069.1123; 422.42603; 42.950087; 49.033966; 6.0838791; 87.592521; 0.4228685; 2.8328448; 1.4319651; 19.798098; 330.00000; 45.615953; 50.540032; 4.9240790; 90.257072; 0.5851386; 3.6378672; 1.8678605; 15.585508;1;
69; 57.873600; 23.515264; 18.764801; 22.515264; 9.6289655; 3.0838258; 10.486676; 8.4225771; 2.4816067; 20.180209;6;8; 0.5000000; 1.7525822; 45.007818; 51.540118; 0.5220106; 20.140789; 19.798990; 0.3412290; 15959.545; 1329.9621; 570.28907; 621.47018; 51.181109; 91.764511; 6.4358729; 25.890026; 20.142708; 19.799599; 0.0338028; 18262.261; 1521.8551; 64.645169; 90.921200; 26.276032; 71.100215; 1.1827570; 3.5289910; 2.6554160; 19.796568; 330.00000; 45.616280; 50.872107; 5.2558273; 89.668548; 1.9237989; 8.9245317; 6.4525880; 4.5918777;1;
70; 53.073600; 22.563264; 22.364800; 21.563264; 9.3870618; 2.8647777; 10.065438; 10.005955; 2.2918396; 21.287587;12;3; 0.5000000; 1.1432198; 26.025428; 30.712684; 0.4511238; 7.5527958; 19.798990; 0.2883131; 7076.8217; 589.73514; 213.66392; 243.57553; 29.911613; 87.719779; 5.9676756; 19.896572; 7.5565404; 19.791220; 0.0282685; 8135.6048; 677.96706; 24.083551; 33.083787; 9.0002362; 72.795629; 1.0603099; 2.6069826; 0.9657933; 19.797496; 330.00000; 45.616190; 51.882753; 6.2665638; 87.921682; 2.3952007; 8.2123832; 2.9339503; 10.294640;1;
71; 54.393600; 25.800064; 34.124802; 24.800064; 11.182615; 3.1230012; 11.619282; 5.6086192; 2.4789084; 18.508651;6;5; 0.5000000; 1.4332604; 49.157253; 56.978812; 0.7290999; 12.587993; 19.798990; 0.4417903; 8348.1592; 695.67993; 386.22065; 422.66317; 36.442520; 91.377881; 5.8961547; 11.726986; 12.587964; 19.798999; 0.0430437; 8982.3146; 748.52622; 40.488059; 53.862279; 13.374220; 75.169599; 1.0422486; 1.2785609; 1.5713898; 19.798426; 330.00000; 45.615883; 50.793509; 5.1776260; 89.806520; 1.8077744; 2.9293123; 3.2688548; 8.9715452;1;
72; 51.657600; 21.687424; 24.476800; 20.687424; 8.8726563; 2.8091804; 9.6414169; 5.9133542; 3.4892967; 16.757066;5;4; 0.5000000; 1.2810124; 42.893126; 50.781640; 0.5037970; 10.070394; 19.798990; 0.1716995; 17220.858; 1435.0715; 309.63665; 335.76985; 26.133204; 92.216930; 0.8344424; 13.520850; 10.070355; 19.799009; 0.0178195; 18389.949; 1532.4957; 34.316539; 47.620276; 13.303737; 72.062872; 0.4004449; 1.6887580; 1.3894904; 19.798546; 330.00000; 45.615908; 52.494249; 6.8783410; 86.896963; 0.6596302; 7.9322574; 6.3590218; 4.8041166;1;
73; 58.857600; 35.015424; 34.076800; 34.015424; 18.343862; 2.8335775; 16.299318; 7.2709730; 3.9521374; 24.778685;23;3;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;1;
