Topology::Stator::Outer diameter (mm);Topology::Stator::Inner diameter (mm);Topology::Stator::Length (mm);Topology::Rotor::Outer diameter (mm);Topology::Rotor::Inner diameter (mm);Magnet::TM (mm);Magnet::R (mm);Slot::HS (mm);Slot::WT (mm);Slot::R (mm);Winding::Coil - Conductor::No. turns per coil (1);Winding::Coil - Conductor::No. wires in hand (1);Topology::Airgap::Length (mm);Winding::Coil - Conductor::Conductor diameter (mm);Winding::Fill factors::Gross (%);Winding::Fill factors::Net (%);Masses::Total (kg);Inputs::Max. line current, rms (A);Inputs::Max. Line-Line voltage, rms (V);Base speed::Mechanical torque (N.m);Base speed::Speed (rpm);Base speed::Electrical frequency (Hz);Base speed::Mechanical power (W);Base speed::Machine electrical power (W);Base speed::Machine total losses (W);Base speed::Machine efficiency (%);Base speed::Control angle (deg);Base speed::Phase angle (deg);Base speed::Line current, rms (A);Base speed::Line-Line voltage, rms (V);Maximum speed::Mechanical torque (N.m);Maximum speed::Speed (rpm);Maximum speed::Electrical frequency (Hz);Maximum speed::Mechanical power (W);Maximum speed::Machine electrical power (W);Maximum speed::Machine total losses (W);Maximum speed::Machine efficiency (%);Maximum speed::Control angle (deg);Maximum speed::Phase angle (deg);Maximum speed::Line current, rms (A);Maximum speed::Line-Line voltage, rms (V);User work. pt.::Electrical frequency (Hz);User work. pt.::Mechanical power (W);User work. pt.::Machine electrical power (W);User work. pt.::Machine total losses (W);User work. pt.::Machine efficiency (%);User work. pt.::Control angle (deg);User work. pt.::Phase angle (deg);User work. pt.::Line current, rms (A);User work. pt.::Line-Line voltage, rms (V);Post Process;Comment
11; 55.464000; 25.655360; 27.952002; 24.655360; 10.970383; 3.1774373; 11.533321; 9.7870234; 3.3964820; 22.614703;15;5; 0.5000000; 1.4332604; 58.520111; 65.920979; 0.6837089; 12.587993; 19.798990; 0.9276947; 3120.8733; 260.07278; 303.18649; 359.58152; 56.395027; 84.316483; 6.0307343; 33.617156; 12.581520; 19.811756; 0.0923031; 4277.6531; 356.47109; 41.347605; 45.793529; 4.4459243; 90.291370; 0.9067640; 4.4729743; 1.3378875; 19.798617; 330.00000; 45.616028; 50.013406; 4.3973787; 91.207600; 0.9919776; 5.2867941; 1.5687748; 18.414488;1;
12; 59.064000; 32.319360; 32.752001; 31.319360; 16.314511; 2.8853731; 14.938337; 8.5648599; 3.1434593; 24.724540;14;6; 0.5000000; 1.5911023; 62.781487; 70.407189; 0.8759502; 15.105592; 19.798990; 1.4993361; 2572.8290; 214.40242; 403.96016; 474.08581; 70.125648; 85.208237; 14.726790; 23.816795; 15.107005; 19.799518; 0.1483672; 3091.6500; 257.63750; 48.034910; 53.855548; 5.8206377; 89.192130; 3.7961130; 0.9695528; 1.5718607; 19.798682; 330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;
13; 52.584000; 25.084160; 24.112000; 24.084160; 10.583021; 3.1671180; 11.250301; 9.1885672; 3.1791345; 21.730647;5;8; 0.5000000; 1.7525822; 34.119490; 39.676929; 0.5051679; 20.140789; 19.798990; 0.4050312; 13736.937; 1144.7448; 582.64905; 636.33653; 53.687481; 91.563037; 2.4707976; 22.895798; 20.142702; 19.799319; 0.0414501; 15494.893; 1291.2411; 67.257900; 96.386812; 29.128912; 69.779152; 1.0752240; 2.7984757; 2.8146341; 19.797587; 330.00000; 45.615973; 51.010570; 5.3945969; 89.424551; 0.9343224; 6.4624515; 5.5752939; 5.2907431;1;
14; 55.584000; 34.604160; 18.112002; 33.604160; 17.868160; 2.9245485; 16.070943; 5.7509020; 3.1407610; 23.052982;14;3; 0.5000000; 1.1432198; 55.542839; 63.599678; 0.4811409; 7.5527958; 19.798990; 0.4540331; 4744.2217; 395.35181; 225.56990; 255.87969; 30.309788; 88.154672; 11.149468; 8.9379238; 7.5535177; 19.799311; 0.0452331; 5292.2562; 441.02135; 25.068340; 31.522046; 6.4537066; 79.526372; 1.4449283; 1.2027356; 0.9192899; 19.798199; 330.00000; 45.614725; 51.196329; 5.5816034; 89.097649; 2.9922750; 2.5714955; 1.9494651; 15.158368;1;
15; 59.904000; 23.560960; 23.872002; 22.560960; 9.9509537; 2.9391517; 10.545692; 10.312010; 4.3534121; 22.092490;10;3; 0.5000000; 1.1432198; 27.898023; 33.265579; 0.6106940; 7.5527958; 19.798990; 0.2844925; 7297.7888; 608.14907; 217.41562; 242.81295; 25.397331; 89.540372; 1.3680244; 20.366701; 7.5527817; 19.798953; 0.0289528; 8416.3297; 701.36081; 25.517683; 31.572437; 6.0547536; 80.822660; 0.4417480; 2.5369646; 0.9218006; 19.797938; 330.00000; 45.615943; 50.709847; 5.0939044; 89.954802; 0.6856702; 8.3742603; 2.9705291; 9.9433085;1;
16; 54.648000; 21.923520; 10.864001; 20.923520; 8.5139157; 3.0728707; 9.6935423; 11.711871; 2.3481761; 22.673631;17;3; 0.5000000; 1.1432198; 29.684505; 34.437942; 0.3145876; 7.5527958; 19.798990; 0.1878630; 9796.5122; 816.37602; 192.72650; 223.60320; 30.876702; 86.191297; 8.4609971; 30.342086; 7.5543282; 19.801824; 0.0189237; 12224.619; 1018.7183; 24.225380; 33.596043; 9.3706634; 72.107836; 1.3728918; 4.5524907; 0.9820100; 19.795074; 330.00000; 45.617432; 55.134302; 9.5168695; 82.738750; 3.9257165; 18.539637; 4.3219461; 7.7518555;1;
17; 58.848000; 25.731520; 26.464000; 24.731520; 10.699632; 3.3400124; 11.530757; 7.7744697; 4.1712002; 20.640230;12;4; 0.5000000; 1.2810124; 61.203469; 69.576506; 0.7092519; 10.070394; 19.798990; 0.5746527; 4609.4976; 384.12480; 277.38801; 314.03018; 36.642173; 88.331640; 2.0138815; 24.601760; 10.069331; 19.803525; 0.0588181; 5611.7775; 467.64812; 34.565257; 38.319560; 3.7543022; 90.202648; 0.4163467; 3.0572343; 1.1193050; 19.798214; 330.00000; 45.615972; 49.198860; 3.5828885; 92.717538; 0.6396821; 5.4295411; 1.9914886; 14.247352;1;
18; 55.608000; 22.113920; 22.144002; 21.113920; 9.0481360; 2.8737606; 9.8385199; 9.4228994; 3.3024080; 20.479859;13;4; 0.5000000; 1.2810124; 49.351364; 56.351896; 0.5507624; 10.070394; 19.798990; 0.4222325; 5809.5212; 484.12676; 256.87430; 293.35303; 36.478726; 87.564906; 2.7593440; 31.859534; 10.071389; 19.799761; 0.0400002; 7598.5127; 633.20939; 31.828721; 36.718232; 4.8895110; 86.683697; 0.5081202; 4.0160265; 1.0735604; 19.798630; 330.00000; 45.616206; 49.722405; 4.1061991; 91.741753; 0.9148478; 9.9132469; 2.6784488; 10.854491;1;
19; 59.208000; 28.777920; 26.944000; 27.777920; 13.176965; 3.1893461; 13.091623; 5.6661055; 3.4040372; 20.055066;10;4;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;1;
20; 59.808000; 25.921920; 37.744001; 24.921920; 11.233853; 3.1409023; 11.675734; 5.4854986; 2.1254321; 18.446459;7;6;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;1;
21; 58.992000; 22.190080; 20.656000; 21.190080; 8.7766852; 3.0366860; 9.8358685; 9.9449762; 3.7224742; 21.040016;12;4; 0.5000000; 1.2810124; 44.928120; 51.615593; 0.5706569; 10.070394; 19.798990; 0.3656382; 6830.0464; 569.17053; 261.51936; 295.29312; 33.773769; 88.562629; 2.2331718; 31.231060; 10.070383; 19.798968; 0.0378657; 8772.3551; 731.02959; 34.784949; 40.107971; 5.3230226; 86.728268; 0.5294886; 4.1849682; 1.1730457; 19.796771; 330.00000; 45.616117; 49.933108; 4.3169914; 91.354451; 0.8189218; 10.911055; 3.0788093; 9.5224658;1;
22; 55.512000; 24.474880; 36.016002; 23.474880; 10.329634; 3.0762117; 10.968387; 9.6656487; 3.3651240; 21.903089;14;3; 0.5000000; 1.1432198; 34.867808; 40.478423; 0.7440555; 7.5527958; 19.798990; 0.6331276; 3049.0220; 254.08517; 202.15311; 239.10417; 36.951060; 84.546041; 2.0644123; 22.624866; 7.5448435; 19.822412; 0.0644409; 3782.7160; 315.22633; 25.526676; 29.411848; 3.8851720; 86.790453; 0.4451691; 2.9190589; 0.8589884; 19.798050; 330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;
23; 56.112000; 21.618880; 16.816002; 20.618880; 8.3872220; 3.0274176; 9.5525856; 6.9504113; 2.4411708; 17.759851;9;4; 0.5000000; 1.2810124; 48.915056; 56.342800; 0.4519203; 10.070394; 19.798990; 0.2106087; 13092.858; 1091.0715; 288.76162; 317.85712; 29.095504; 90.846358; 2.4604150; 23.030392; 10.070292; 19.801659; 0.0200059; 15039.327; 1253.2773; 31.507558; 42.414016; 10.906458; 74.285722; 0.5871824; 2.8896786; 1.2386778; 19.797550; 330.00000; 45.616121; 52.423705; 6.8075838; 87.014303; 1.3997629; 11.824509; 5.2285295; 5.9038211;1;
24; 59.712000; 28.282880; 21.616001; 27.282880; 12.515350; 3.3433534; 12.805602; 5.7282479; 2.1881481; 19.869688;9;4; 0.5000000; 1.2810124; 51.283867; 59.069247; 0.6041491; 10.070394; 19.798990; 0.3308885; 8849.8711; 737.48926; 306.65301; 342.44619; 35.793185; 89.547793; 13.013874; 7.5237043; 10.069000; 19.803962; 0.0326501; 9468.4440; 789.03700; 32.373689; 46.981232; 14.607543; 68.907706; 2.1790140; 0.8807699; 1.3712205; 19.798138; 330.00000; 45.615674; 51.793171; 6.1774974; 88.072757; 4.7383801; 2.7663179; 3.4415166; 8.6750010;1;
25; 59.352000; 25.236480; 21.136001; 24.236480; 11.254018; 2.8860197; 11.396735; 7.8366120; 2.9553112; 20.454852;10;4; 0.5000000; 1.2810124; 42.092181; 48.559564; 0.5777351; 10.070394; 19.798990; 0.3645523; 7601.6254; 633.46878; 290.19837; 321.66612; 31.467755; 90.217262; 2.9000060; 21.339375; 10.070377; 19.799025; 0.0345804; 8757.9420; 729.82850; 31.714679; 39.422666; 7.7079869; 80.447830; 0.5242849; 2.5476856; 1.1509774; 19.798162; 330.00000; 45.616102; 50.205162; 4.5890595; 90.859387; 1.0356624; 6.9670230; 3.1055541; 9.3862187;1;
26; 56.952000; 36.660480; 37.936001; 35.660480; 19.024365; 3.0808459; 17.060029; 6.1629315; 4.0075041; 24.493171;9;6;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;1;
27; 48.696000; 25.503040; 30.928000; 24.503040; 11.516787; 2.8498350; 11.539061; 6.0697177; 4.3296093; 18.821238;5;6; 0.5000000; 1.5911023; 59.557689; 68.609450; 0.5705194; 15.105592; 19.798990; 0.4105240; 10751.196; 895.93298; 462.19364; 496.79407; 34.600424; 93.035258; 1.4005445; 16.455298; 15.105563; 19.799005; 0.0418226; 11724.937; 977.07808; 51.351142; 62.804871; 11.453729; 81.762993; 0.4402236; 1.8625841; 1.8328149; 19.798351; 330.00000; 45.616042; 49.533214; 3.9171723; 92.091827; 0.4548437; 4.6059836; 4.1343778; 6.9258242;1;
28; 58.896000; 24.551040; 34.528001; 23.551040; 10.058183; 3.2391371; 10.965736; 10.187725; 3.7851902; 22.463245;13;3; 0.5000000; 1.1432198; 31.762243; 37.142936; 0.7954601; 7.5527958; 19.798990; 0.5678235; 3465.0596; 288.75497; 206.04054; 240.36817; 34.327631; 85.718729; 1.8874262; 21.920220; 7.5544509; 19.801884; 0.0576734; 4230.2544; 352.52120; 25.548794; 29.545622; 3.9968281; 86.472351; 0.4240342; 2.7788533; 0.8627982; 19.798098; 330.00000; 45.615982; 50.397913; 4.7819314; 90.511648; 0.6528656; 5.0160310; 1.5460025; 18.818546;1;
29; 59.496000; 21.695040; 15.328001; 20.695040; 8.1150706; 3.1906933; 9.5498467; 10.007119; 2.5065851; 20.854639;11;5; 0.5000000; 1.4332604; 42.368114; 48.469352; 0.4718677; 12.587993; 19.798990; 0.2901030; 10662.289; 888.52407; 323.91521; 361.72304; 37.807825; 89.547853; 6.0766500; 33.098997; 12.571965; 19.827869; 0.0290082; 13474.569; 1122.8808; 40.932070; 52.120325; 11.188255; 78.533796; 0.9792996; 4.6538391; 1.5236632; 19.795455; 330.00000; 45.616288; 51.469519; 5.8532313; 88.627772; 1.8597080; 14.194247; 4.7307766; 6.4625665;1;
30; 58.536000; 21.504640; 34.048001; 20.504640; 8.7961497; 2.7821537; 9.5567816; 14.830720; 4.1977013; 25.583040;17;4; 0.5000000; 1.2810124; 36.276224; 41.681234; 0.7787893; 10.070394; 19.798990; 0.8136778; 2313.6019; 192.80016; 197.13771; 254.11363; 56.975925; 77.578564; 3.9853231; 42.631823; 10.075192; 19.793080; 0.0803354; 3889.4092; 324.11743; 32.720463; 36.653258; 3.9327952; 89.270271; 0.8054119; 6.6579852; 1.0762460; 19.797867; 330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;
31; 50.976000; 28.930240; 23.968001; 27.930240; 13.847611; 2.9084230; 13.238014; 5.5814657; 4.5037520; 20.046586;7;4; 0.5000000; 1.2810124; 55.252524; 63.910559; 0.5011509; 10.070394; 19.798990; 0.3491030; 8460.4854; 705.04045; 309.29829; 336.04519; 26.746893; 92.040686; 1.0697857; 13.354745; 10.064082; 19.813872; 0.0351685; 9171.3568; 764.27973; 33.776619; 41.637135; 7.8605163; 81.121381; 0.4004449; 1.4592041; 1.2148230; 19.798585; 330.00000; 45.615986; 49.818740; 4.2027547; 91.563908; 0.5355096; 4.2718842; 3.2403232; 8.8801322;1;
32; 49.924800; 23.842752; 15.366400; 22.842752; 9.9170036; 3.0567668; 10.657184; 7.8614377; 3.5018406; 19.782814;15;3; 0.5000000; 1.1432198; 54.577275; 62.319529; 0.3655626; 7.5527958; 19.798990; 0.2801042; 6989.2478; 582.43731; 205.01171; 232.89460; 27.882895; 88.027677; 2.0447270; 25.965890; 7.5486935; 19.812711; 0.0267055; 8576.1910; 714.68259; 23.984096; 28.507980; 4.5238843; 84.131165; 0.5277569; 3.1062958; 0.8327406; 19.798237; 330.00000; 45.615983; 50.851629; 5.2356457; 89.704075; 1.0721065; 11.072517; 2.9962378; 9.9649035;1;
33; 56.644800; 25.175552; 34.326401; 24.175552; 11.228399; 2.8770692; 11.368509; 7.8981724; 4.6320493; 20.485948;10;4; 0.5000000; 1.2810124; 56.275073; 64.508119; 0.8027834; 10.070394; 19.798990; 0.6037372; 4495.0801; 374.59001; 284.19341; 319.98026; 35.786843; 88.815921; 1.8082774; 22.111953; 10.071391; 19.799485; 0.0611941; 5346.0420; 445.50350; 34.258664; 38.210644; 3.9519803; 89.657384; 0.3153345; 2.7104569; 1.1157709; 19.798413; 330.00000; 45.615917; 49.333654; 3.7177371; 92.464095; 0.5369098; 4.5858340; 1.9077242; 14.899488;1;
34; 57.964800; 28.412352; 16.086400; 27.412352; 13.025353; 3.1345922; 12.922528; 8.4315762; 2.5284220; 22.637752;25;3; 0.5000000; 1.1432198; 60.054467; 67.549577; 0.5026691; 7.5527958; 19.798990; 0.5432454; 3422.3009; 285.19174; 194.68966; 237.58155; 42.891893; 81.946455; 16.028129; 23.531810; 7.5534943; 19.799597; 0.0543705; 4251.5280; 354.29400; 24.206760; 27.900858; 3.6940978; 86.759914; 5.1756106; 0.0923678; 0.8139788; 19.798368; 330.00000; 45.610405; 50.335185; 4.7247797; 90.613366; 7.3192184; 2.3950923; 1.5354390; 18.816892;1;
35; 56.284800; 22.129152; 33.846401; 21.129152; 8.7510662; 3.0277355; 9.8076421; 10.006537; 2.3992124; 21.071113;11;4; 0.5000000; 1.2810124; 32.812178; 38.093592; 0.7157046; 10.070394; 19.798990; 0.5302053; 4940.1685; 411.68071; 274.29281; 314.26555; 39.972738; 87.280585; 5.9060662; 24.519219; 10.084470; 19.774703; 0.0516258; 5961.9078; 496.82565; 32.231504; 39.406296; 7.1747925; 81.792776; 0.7717170; 3.2160044; 1.1506315; 19.797668; 330.00000; 45.616336; 51.047309; 5.4309727; 89.360903; 1.3275286; 6.1225515; 2.1877335; 13.482807;1;
